"";"Občina";"Leto";"Število.dokončanih.stanovanj.na.1000.prebivalcev";"Povprečna.površina.dokončanih.stanovanj..m2."
"3169";"Trbovlje";2008;"0.6";239
"3170";"Trbovlje";2009;"0.6";240
"3171";"Trbovlje";2010;"0.3";217
"3172";"Trbovlje";2011;"2.2";87
"3173";"Trbovlje";2012;"0.4";206
"3174";"Trbovlje";2013;"0.4";135
"3175";"Trbovlje";2014;"0.4";139
"3176";"Trbovlje";2015;"0.3";144
"3177";"Trbovlje";2016;"1.5";96
"3178";"Trbovlje";2017;"0.4";153
"3179";"Trebnje";2017;NA;NA
"3180";"Trebnje";2002;"6.1";106
"3181";"Trebnje";2003;"4.7";106
"3182";"Trebnje";2004;"5.9";105
"3183";"Trebnje";2005;"6.9";108
"3184";"Trebnje";2006;"3.8";115
"3185";"Trebnje";2007;"11.6";87
"3186";"Trebnje";2008;"6.8";184
"3187";"Trebnje";2009;"4.9";149
"3188";"Trebnje";2010;"3.2";168
"3189";"Trebnje";2011;"4.0";195
"3190";"Trebnje";2012;"2.6";210
"3191";"Trebnje";2013;"2.9";188
"3192";"Trebnje";2014;"1.5";194
"3193";"Trebnje";2015;"1.8";160
"3194";"Trebnje";2016;"2.7";201
"3195";"Trebnje";2017;"3.1";184
"3196";"Trnovska vas";2017;NA;NA
"3197";"Trnovska vas";2002;"0.8";117
"3198";"Trnovska vas";2003;"9.5";98
"3199";"Trnovska vas";2004;"3.2";93
"3200";"Trnovska vas";2005;"3.9";131
"3201";"Trnovska vas";2006;"3.1";141
"3202";"Trnovska vas";2007;"0.8";239
"3203";"Trnovska vas";2008;"3.0";148
"3204";"Trnovska vas";2009;"2.3";190
"3205";"Trnovska vas";2010;"0.7";26
"3206";"Trnovska vas";2011;"4.5";172
"3207";"Trnovska vas";2012;"2.9";191
"3208";"Trnovska vas";2013;"0.7";117
"3209";"Trnovska vas";2014;"0.8";191
"3210";"Trnovska vas";2015;"0.8";141
"3211";"Trnovska vas";2016;"2.2";135
"3212";"Trnovska vas";2017;"1.5";148
"3213";"Trzin";2017;NA;NA
"3214";"Trzin";2002;"35.3";66
"3215";"Trzin";2003;"0.3";175
"3216";"Trzin";2004;"0.3";67
"3217";"Trzin";2005;"0.3";159
"3218";"Trzin";2006;"0.8";98
"3219";"Trzin";2007;"0.3";167
"3220";"Trzin";2008;"0.5";234
"3221";"Trzin";2009;"10.7";56
"3222";"Trzin";2010;"0.3";161
"3223";"Trzin";2011;"1.3";74
"3224";"Trzin";2012;"2.1";71
"3225";"Trzin";2013;"1.3";125
"3226";"Trzin";2014;"0.8";350
"3227";"Trzin";2015;"1.0";177
"3228";"Trzin";2016;"1.0";149
"3229";"Trzin";2017;"0.8";134
"3230";"Tržič";2017;NA;NA
"3231";"Tržič";2002;"2.6";93
"3232";"Tržič";2003;"2.3";77
"3233";"Tržič";2004;"5.0";87
"3234";"Tržič";2005;"3.6";85
"3235";"Tržič";2006;"1.4";125
"3236";"Tržič";2007;"4.0";106
"3237";"Tržič";2008;"1.2";138
"3238";"Tržič";2009;"1.8";98
"3239";"Tržič";2010;"1.2";151
"3240";"Tržič";2011;"0.8";180
"3241";"Tržič";2012;"1.4";163
"3242";"Tržič";2013;"1.2";137
"3243";"Tržič";2014;"0.7";154
"3244";"Tržič";2015;"1.2";150
"3245";"Tržič";2016;"0.9";141
"3246";"Tržič";2017;"0.5";124
"3247";"Turnišče";2017;NA;NA
"3248";"Turnišče";2002;"3.7";147
"3249";"Turnišče";2003;"3.7";159
"3250";"Turnišče";2004;"2.0";187
"3251";"Turnišče";2005;"1.4";152
"3252";"Turnišče";2006;"1.7";175
"3253";"Turnišče";2007;"1.1";200
"3254";"Turnišče";2008;"1.2";159
"3255";"Turnišče";2009;"4.1";181
"3256";"Turnišče";2010;"2.1";108
"3257";"Turnišče";2011;"1.5";167
"3258";"Turnišče";2012;"3.3";224
"3259";"Turnišče";2013;"2.7";135
"3260";"Turnišče";2014;"1.8";117
"3261";"Turnišče";2015;"2.4";141
"3262";"Turnišče";2016;"0.9";128
"3263";"Turnišče";2017;"2.5";89
"3264";"Velenje";2017;NA;NA
"3265";"Velenje";2002;"2.9";84
"3266";"Velenje";2003;"1.2";121
"3267";"Velenje";2004;"3.4";77
"3268";"Velenje";2005;"1.2";148
"3269";"Velenje";2006;"0.8";145
"3270";"Velenje";2007;"2.1";78
"3271";"Velenje";2008;"1.7";153
"3272";"Velenje";2009;"1.0";182
"3273";"Velenje";2010;"10.1";70
"3274";"Velenje";2011;"5.1";74
"3275";"Velenje";2012;"1.0";187
"3276";"Velenje";2013;"2.2";137
"3277";"Velenje";2014;"0.7";189
"3278";"Velenje";2015;"0.5";142
"3279";"Velenje";2016;"0.6";138
"3280";"Velenje";2017;"0.5";138
"3281";"Velika Polana";2017;NA;NA
"3282";"Velika Polana";2002;"2.6";153
"3283";"Velika Polana";2003;"2.6";187
"3284";"Velika Polana";2004;"1.9";216
"3285";"Velika Polana";2005;"2.6";204
"3286";"Velika Polana";2006;"1.3";123
"3287";"Velika Polana";2007;"2.0";122
"3288";"Velika Polana";2008;"2.0";223
"3289";"Velika Polana";2009;"0.7";194
"3290";"Velika Polana";2010;"3.4";103
"3291";"Velika Polana";2011;"3.4";195
"3292";"Velika Polana";2012;"1.4";223
"3293";"Velika Polana";2013;"0.7";125
"3294";"Velika Polana";2014;"2.1";88
"3295";"Velika Polana";2015;"4.1";83
"3296";"Velika Polana";2016;"1.4";130
"3297";"Velika Polana";2017;"2.8";133
"3298";"Velike Lašče";2017;NA;NA
"3299";"Velike Lašče";2002;"7.4";87
"3300";"Velike Lašče";2003;"1.3";102
"3301";"Velike Lašče";2004;"3.3";127
"3302";"Velike Lašče";2005;"2.3";129
"3303";"Velike Lašče";2006;"2.7";146
"3304";"Velike Lašče";2007;"2.2";81
"3305";"Velike Lašče";2008;"2.7";164
"3306";"Velike Lašče";2009;"2.2";218
"3307";"Velike Lašče";2010;"1.9";177
"3308";"Velike Lašče";2011;"1.0";192
"3309";"Velike Lašče";2012;"1.2";232
"3310";"Velike Lašče";2013;"0.7";212
"3311";"Velike Lašče";2014;"1.7";229
"3312";"Velike Lašče";2015;"1.9";165
"3313";"Velike Lašče";2016;"2.6";189
"3314";"Velike Lašče";2017;"1.9";142
"3315";"Veržej";2017;NA;NA
"3316";"Veržej";2002;"2.9";117
"3317";"Veržej";2003;"2.9";130
"3318";"Veržej";2004;"2.2";127
"3319";"Veržej";2005;"0.7";80
"3320";"Veržej";2006;"8.9";75
"3321";"Veržej";2007;"1.5";86
"3322";"Veržej";2008;"1.5";141
"3323";"Veržej";2009;"2.3";122
"3324";"Veržej";2010;"3.1";82
"3325";"Veržej";2011;"3.1";128
"3326";"Veržej";2012;"1.6";110
"3327";"Veržej";2013;"4.6";104
"3328";"Veržej";2014;"1.6";144
"3329";"Veržej";2015;"0.8";88
"3330";"Veržej";2016;"4.6";87
"3331";"Veržej";2017;"10.0";60
"3332";"Videm";2017;NA;NA
"3333";"Videm";2002;"3.2";95
"3334";"Videm";2003;"3.9";125
"3335";"Videm";2004;"2.8";136
"3336";"Videm";2005;"1.8";97
"3337";"Videm";2006;"4.5";129
"3338";"Videm";2007;"2.5";148
"3339";"Videm";2008;"3.3";130
"3340";"Videm";2009;"1.6";121
"3341";"Videm";2010;"1.6";127
"3342";"Videm";2011;"4.3";142
"3343";"Videm";2012;"1.6";169
"3344";"Videm";2013;"0.5";100
"3345";"Videm";2014;"4.0";79
"3346";"Videm";2015;"1.1";96
"3347";"Videm";2016;"1.1";124
"3348";"Videm";2017;"2.0";166
"3349";"Vipava";2017;NA;NA
"3350";"Vipava";2002;"4.0";162
"3351";"Vipava";2003;"4.2";160
"3352";"Vipava";2004;"11.6";100
"3353";"Vipava";2005;"3.4";167
"3354";"Vipava";2006;"2.4";153
"3355";"Vipava";2007;"6.1";109
"3356";"Vipava";2008;"12.3";83
"3357";"Vipava";2009;"8.6";86
"3358";"Vipava";2010;"3.6";182
"3359";"Vipava";2011;"7.4";126
"3360";"Vipava";2012;"2.5";204
"3361";"Vipava";2013;"2.5";191
"3362";"Vipava";2014;"1.8";179
"3363";"Vipava";2015;"2.3";152
"3364";"Vipava";2016;"3.4";168
"3365";"Vipava";2017;"1.6";238
"3366";"Vitanje";2017;NA;NA
"3367";"Vitanje";2002;"6.0";96
"3368";"Vitanje";2003;"3.4";151
"3369";"Vitanje";2004;"1.3";178
"3370";"Vitanje";2005;"3.0";235
"3371";"Vitanje";2006;"1.7";185
"3372";"Vitanje";2007;"1.3";246
"3373";"Vitanje";2008;"3.5";215
"3374";"Vitanje";2009;"1.7";213
"3375";"Vitanje";2010;"4.4";143
"3376";"Vitanje";2011;"2.6";157
"3377";"Vitanje";2012;"3.1";203
"3378";"Vitanje";2013;"0.4";188
"3379";"Vitanje";2014;"0.4";64
"3380";"Vitanje";2015;"1.8";146
"3381";"Vitanje";2016;"0.4";175
"3382";"Vitanje";2017;"0.9";122
"3383";"Vodice";2017;NA;NA
"3384";"Vodice";2002;"1.8";121
"3385";"Vodice";2003;"4.3";176
"3386";"Vodice";2004;"6.0";169
"3387";"Vodice";2005;"6.4";162
"3388";"Vodice";2006;"7.4";166
"3389";"Vodice";2007;"8.7";194
"3390";"Vodice";2008;"7.3";196
"3391";"Vodice";2009;"10.9";184
"3392";"Vodice";2010;"6.3";186
"3393";"Vodice";2011;"4.3";187
"3394";"Vodice";2012;"6.3";113
"3395";"Vodice";2013;"1.7";207
"3396";"Vodice";2014;"2.7";187
"3397";"Vodice";2015;"2.9";186
"3398";"Vodice";2016;"2.1";187
"3399";"Vodice";2017;"2.7";200
"3400";"Vojnik";2017;NA;NA
"3401";"Vojnik";2002;"2.1";150
"3402";"Vojnik";2003;"3.2";161
"3403";"Vojnik";2004;"2.0";131
"3404";"Vojnik";2005;"2.0";123
"3405";"Vojnik";2006;"3.8";113
"3406";"Vojnik";2007;"3.4";148
"3407";"Vojnik";2008;"3.8";172
"3408";"Vojnik";2009;"5.8";153
"3409";"Vojnik";2010;"4.6";165
"3410";"Vojnik";2011;"5.1";152
"3411";"Vojnik";2012;"3.0";132
"3412";"Vojnik";2013;"2.0";193
"3413";"Vojnik";2014;"0.9";160
"3414";"Vojnik";2015;"1.0";158
"3415";"Vojnik";2016;"2.3";94
"3416";"Vojnik";2017;"2.9";126
"3417";"Vransko";2017;NA;NA
"3418";"Vransko";2002;"1.9";111
"3419";"Vransko";2003;"1.9";106
"3420";"Vransko";2004;"3.5";169
"3421";"Vransko";2005;"1.2";111
"3422";"Vransko";2006;"3.2";145
"3423";"Vransko";2007;"5.1";209
"3424";"Vransko";2008;"63.2";86
"3425";"Vransko";2009;"1.5";205
"3426";"Vransko";2010;"3.5";144
"3427";"Vransko";2011;"0.8";234
"3428";"Vransko";2012;"1.9";145
"3429";"Vransko";2013;"19.1";123
"3430";"Vransko";2014;"1.5";202
"3431";"Vransko";2015;"0.8";188
"3432";"Vransko";2016;"1.5";137
"3433";"Vransko";2017;"1.9";163
"3434";"Vrhnika";2017;NA;NA
"3435";"Vrhnika";2002;"3.0";152
"3436";"Vrhnika";2003;"3.5";104
"3437";"Vrhnika";2004;"5.9";88
"3438";"Vrhnika";2005;"4.7";97
"3439";"Vrhnika";2006;"8.2";90
"3440";"Vrhnika";2007;"17.3";115
"3441";"Vrhnika";2008;"10.4";160
"3442";"Vrhnika";2009;"3.9";153
"3443";"Vrhnika";2010;"4.1";154
"3444";"Vrhnika";2011;"2.6";196
"3445";"Vrhnika";2012;"2.9";186
"3446";"Vrhnika";2013;"3.8";158
"3447";"Vrhnika";2014;"2.3";175
"3448";"Vrhnika";2015;"2.2";179
"3449";"Vrhnika";2016;"1.9";210
"3450";"Vrhnika";2017;"6.7";155
"3451";"Vuzenica";2017;NA;NA
"3452";"Vuzenica";2002;"1.4";103
"3453";"Vuzenica";2003;"4.9";90
"3454";"Vuzenica";2004;"2.8";95
"3455";"Vuzenica";2005;"3.5";80
"3456";"Vuzenica";2006;"1.4";128
"3457";"Vuzenica";2007;"1.8";125
"3458";"Vuzenica";2008;"0.4";164
"3459";"Vuzenica";2009;"2.2";106
"3460";"Vuzenica";2010;"1.5";147
"3461";"Vuzenica";2011;"1.1";173
"3462";"Vuzenica";2012;"0.7";216
"3463";"Vuzenica";2013;"1.5";163
"3464";"Vuzenica";2014;"1.8";149
"3465";"Vuzenica";2015;"1.1";114
"3466";"Vuzenica";2016;"3.4";217
"3467";"Vuzenica";2017;"0.4";170
"3468";"Zagorje ob Savi";2017;NA;NA
"3469";"Zagorje ob Savi";2002;"2.5";154
"3470";"Zagorje ob Savi";2003;"1.5";183
"3471";"Zagorje ob Savi";2004;"1.4";143
"3472";"Zagorje ob Savi";2005;"6.2";71
"3473";"Zagorje ob Savi";2006;"1.5";159
"3474";"Zagorje ob Savi";2007;"1.2";139
"3475";"Zagorje ob Savi";2008;"0.7";181
"3476";"Zagorje ob Savi";2009;"1.3";148
"3477";"Zagorje ob Savi";2010;"1.2";158
"3478";"Zagorje ob Savi";2011;"1.5";157
"3479";"Zagorje ob Savi";2012;"0.6";158
"3480";"Zagorje ob Savi";2013;"0.7";122
"3481";"Zagorje ob Savi";2014;"1.0";133
"3482";"Zagorje ob Savi";2015;"1.2";157
"3483";"Zagorje ob Savi";2016;"1.0";175
"3484";"Zagorje ob Savi";2017;"0.7";127
"3485";"Zavrč";2017;NA;NA
"3486";"Zavrč";2002;"0.0";0
"3487";"Zavrč";2003;"2.7";46
"3488";"Zavrč";2004;"2.0";111
"3489";"Zavrč";2005;"2.7";112
"3490";"Zavrč";2006;"0.7";96
"3491";"Zavrč";2007;"2.6";125
"3492";"Zavrč";2008;"3.3";154
"3493";"Zavrč";2009;"2.6";124
"3494";"Zavrč";2010;"0.0";0
"3495";"Zavrč";2011;"0.6";150
"3496";"Zavrč";2012;"1.2";160
"3497";"Zavrč";2013;"1.1";113
"3498";"Zavrč";2014;"0.6";443
"3499";"Zavrč";2015;"0.6";60
"3500";"Zavrč";2016;"1.7";208
"3501";"Zavrč";2017;"2.2";89
"3502";"Zreče";2017;NA;NA
"3503";"Zreče";2002;"3.3";168
"3504";"Zreče";2003;"8.5";148
"3505";"Zreče";2004;"1.9";141
"3506";"Zreče";2005;"7.4";80
"3507";"Zreče";2006;"4.4";127
"3508";"Zreče";2007;"3.1";194
"3509";"Zreče";2008;"2.6";213
"3510";"Zreče";2009;"4.5";148
"3511";"Zreče";2010;"2.3";168
"3512";"Zreče";2011;"2.0";188
"3513";"Zreče";2012;"2.8";130
"3514";"Zreče";2013;"1.4";163
"3515";"Zreče";2014;"3.1";214
"3516";"Zreče";2015;"1.4";140
"3517";"Zreče";2016;"2.0";178
"3518";"Zreče";2017;"0.6";153
"3519";"Žalec";2017;NA;NA
"3520";"Žalec";2002;"3.3";127
"3521";"Žalec";2003;"2.3";139
"3522";"Žalec";2004;"1.4";199
"3523";"Žalec";2005;"1.6";151
"3524";"Žalec";2006;"1.3";142
"3525";"Žalec";2007;"1.7";130
"3526";"Žalec";2008;"1.6";133
"3527";"Žalec";2009;"1.9";179
"3528";"Žalec";2010;"1.1";152
"3529";"Žalec";2011;"2.2";105
"3530";"Žalec";2012;"3.2";121
"3531";"Žalec";2013;"1.4";135
"3532";"Žalec";2014;"0.5";169
"3533";"Žalec";2015;"0.9";121
"3534";"Žalec";2016;"0.7";153
"3535";"Žalec";2017;"1.2";173
"3536";"Železniki";2017;NA;NA
"3537";"Železniki";2002;"4.8";132
"3538";"Železniki";2003;"1.0";165
"3539";"Železniki";2004;"2.2";139
"3540";"Železniki";2005;"2.9";132
"3541";"Železniki";2006;"1.2";128
"3542";"Železniki";2007;"1.2";135
"3543";"Železniki";2008;"1.0";228
"3544";"Železniki";2009;"1.6";172
"3545";"Železniki";2010;"3.1";217
"3546";"Železniki";2011;"1.9";203
"3547";"Železniki";2012;"1.6";221
"3548";"Železniki";2013;"0.9";276
"3549";"Železniki";2014;"1.0";95
"3550";"Železniki";2015;"1.5";211
"3551";"Železniki";2016;"0.9";196
"3552";"Železniki";2017;"1.3";237
"3553";"Žetale";2017;NA;NA
"3554";"Žetale";2002;"0.0";0
"3555";"Žetale";2003;"2.1";117
"3556";"Žetale";2004;"2.1";93
"3557";"Žetale";2005;"2.1";112
"3558";"Žetale";2006;"0.7";140
"3559";"Žetale";2007;"2.2";79
"3560";"Žetale";2008;"1.5";182
"3561";"Žetale";2009;"2.2";128
"3562";"Žetale";2010;"0.0";0
"3563";"Žetale";2011;"0.7";218
"3564";"Žetale";2012;"0.7";162
"3565";"Žetale";2013;"0.0";0
"3566";"Žetale";2014;"0.0";0
"3567";"Žetale";2015;"1.5";127
"3568";"Žetale";2016;"5.4";132
"3569";"Žetale";2017;"3.1";125
"3570";"Žiri";2017;NA;NA
"3571";"Žiri";2002;"1.8";121
"3572";"Žiri";2003;"2.7";159
"3573";"Žiri";2004;"5.3";150
"3574";"Žiri";2005;"1.6";162
"3575";"Žiri";2006;"5.3";139
"3576";"Žiri";2007;"1.0";276
"3577";"Žiri";2008;"1.4";144
"3578";"Žiri";2009;"5.3";144
"3579";"Žiri";2010;"3.3";233
"3580";"Žiri";2011;"4.3";185
"3581";"Žiri";2012;"3.2";214
"3582";"Žiri";2013;"3.3";192
"3583";"Žiri";2014;"3.7";205
"3584";"Žiri";2015;"2.9";163
"3585";"Žiri";2016;"2.7";185
"3586";"Žiri";2017;"2.3";202
"3587";"Žirovnica";2017;NA;NA
"3588";"Žirovnica";2002;"6.6";132
"3589";"Žirovnica";2003;"11.7";125
"3590";"Žirovnica";2004;"2.9";188
"3591";"Žirovnica";2005;"3.1";94
"3592";"Žirovnica";2006;"4.5";164
"3593";"Žirovnica";2007;"4.7";87
"3594";"Žirovnica";2008;"5.6";122
"3595";"Žirovnica";2009;"2.3";149
"3596";"Žirovnica";2010;"3.9";137
"3597";"Žirovnica";2011;"8.7";90
"3598";"Žirovnica";2012;"3.4";166
"3599";"Žirovnica";2013;"0.7";134
"3600";"Žirovnica";2014;"1.8";130
"3601";"Žirovnica";2015;"1.8";160
"3602";"Žirovnica";2016;"2.3";157
"3603";"Žirovnica";2017;"1.1";196
"3604";"Žužemberk";2017;NA;NA
"3605";"Žužemberk";2002;"1.9";172
"3606";"Žužemberk";2003;"2.4";129
"3607";"Žužemberk";2004;"2.6";115
"3608";"Žužemberk";2005;"2.0";132
"3609";"Žužemberk";2006;"2.4";112
"3610";"Žužemberk";2007;"2.0";219
"3611";"Žužemberk";2008;"2.0";111
"3612";"Žužemberk";2009;"0.9";214
"3613";"Žužemberk";2010;"1.8";179
"3614";"Žužemberk";2011;"1.5";186
"3615";"Žužemberk";2012;"0.7";166
"3616";"Žužemberk";2013;"1.1";178
"3617";"Žužemberk";2014;"2.4";206
"3618";"Žužemberk";2015;"3.3";169
"3619";"Žužemberk";2016;"1.5";156
"3620";"Žužemberk";2017;"3.0";147
