"";"Občina";"Leto";"Število.dokončanih.stanovanj.na.1000.prebivalcev";"Povprečna.površina.dokončanih.stanovanj..m2."
"1293";"Krško";2002;"1.6";113
"1294";"Krško";2003;"2.2";136
"1295";"Krško";2004;"2.1";122
"1296";"Krško";2005;"1.3";128
"1297";"Krško";2006;"1.5";143
"1298";"Krško";2007;"1.5";136
"1299";"Krško";2008;"2.9";124
"1300";"Krško";2009;"2.4";148
"1301";"Krško";2010;"2.2";138
"1302";"Krško";2011;"1.9";150
"1303";"Krško";2012;"1.8";127
"1304";"Krško";2013;"1.5";130
"1305";"Krško";2014;"1.5";143
"1306";"Krško";2015;"1.1";106
"1307";"Krško";2016;"1.7";122
"1308";"Krško";2017;"2.1";126
"1309";"Kungota";2017;NA;NA
"1310";"Kungota";2002;"7.3";99
"1311";"Kungota";2003;"7.5";112
"1312";"Kungota";2004;"7.3";127
"1313";"Kungota";2005;"9.7";120
"1314";"Kungota";2006;"4.3";113
"1315";"Kungota";2007;"8.1";123
"1316";"Kungota";2008;"6.6";169
"1317";"Kungota";2009;"11.5";169
"1318";"Kungota";2010;"7.4";146
"1319";"Kungota";2011;"8.6";187
"1320";"Kungota";2012;"5.0";150
"1321";"Kungota";2013;"3.3";160
"1322";"Kungota";2014;"2.7";178
"1323";"Kungota";2015;"1.7";145
"1324";"Kungota";2016;"1.7";134
"1325";"Kungota";2017;"1.0";210
"1326";"Kuzma";2017;NA;NA
"1327";"Kuzma";2002;"3.0";130
"1328";"Kuzma";2003;"0.6";60
"1329";"Kuzma";2004;"1.8";100
"1330";"Kuzma";2005;"4.3";110
"1331";"Kuzma";2006;"2.4";145
"1332";"Kuzma";2007;"1.2";185
"1333";"Kuzma";2008;"7.6";146
"1334";"Kuzma";2009;"4.5";121
"1335";"Kuzma";2010;"2.5";151
"1336";"Kuzma";2011;"1.9";128
"1337";"Kuzma";2012;"3.8";142
"1338";"Kuzma";2013;"1.9";121
"1339";"Kuzma";2014;"3.7";220
"1340";"Kuzma";2015;"3.8";109
"1341";"Kuzma";2016;"5.1";199
"1342";"Kuzma";2017;"1.9";82
"1343";"Laško";2017;NA;NA
"1344";"Laško";2002;"3.6";143
"1345";"Laško";2003;"3.1";147
"1346";"Laško";2004;"2.7";121
"1347";"Laško";2005;"2.4";133
"1348";"Laško";2006;"4.2";105
"1349";"Laško";2007;"2.3";164
"1350";"Laško";2008;"2.0";177
"1351";"Laško";2009;"1.2";145
"1352";"Laško";2010;"1.2";139
"1353";"Laško";2011;"1.8";133
"1354";"Laško";2012;"0.8";134
"1355";"Laško";2013;"1.7";85
"1356";"Laško";2014;"1.4";99
"1357";"Laško";2015;"1.2";79
"1358";"Laško";2016;"2.7";127
"1359";"Laško";2017;"0.6";122
"1360";"Lenart";2017;NA;NA
"1361";"Lenart";2002;"4.6";161
"1362";"Lenart";2003;"4.8";158
"1363";"Lenart";2004;"4.6";161
"1364";"Lenart";2005;"14.4";92
"1365";"Lenart";2006;"5.1";163
"1366";"Lenart";2007;"9.3";147
"1367";"Lenart";2008;"11.0";120
"1368";"Lenart";2009;"8.0";156
"1369";"Lenart";2010;"6.7";122
"1370";"Lenart";2011;"2.7";164
"1371";"Lenart";2012;"16.6";78
"1372";"Lenart";2013;"10.5";110
"1373";"Lenart";2014;"2.1";163
"1374";"Lenart";2015;"3.0";119
"1375";"Lenart";2016;"1.8";185
"1376";"Lenart";2017;"2.2";144
"1377";"Lendava/Lendva";2017;NA;NA
"1378";"Lendava/Lendva";2002;"2.9";169
"1379";"Lendava/Lendva";2003;"1.4";141
"1380";"Lendava/Lendva";2004;"1.8";198
"1381";"Lendava/Lendva";2005;"1.0";155
"1382";"Lendava/Lendva";2006;"1.0";134
"1383";"Lendava/Lendva";2007;"3.1";85
"1384";"Lendava/Lendva";2008;"2.3";125
"1385";"Lendava/Lendva";2009;"3.7";91
"1386";"Lendava/Lendva";2010;"2.2";141
"1387";"Lendava/Lendva";2011;"1.5";96
"1388";"Lendava/Lendva";2012;"2.5";151
"1389";"Lendava/Lendva";2013;"2.2";114
"1390";"Lendava/Lendva";2014;"1.6";116
"1391";"Lendava/Lendva";2015;"1.5";100
"1392";"Lendava/Lendva";2016;"3.0";128
"1393";"Lendava/Lendva";2017;"0.5";109
"1394";"Litija";2017;NA;NA
"1395";"Litija";2002;"4.0";140
"1396";"Litija";2003;"4.3";119
"1397";"Litija";2004;"2.4";141
"1398";"Litija";2005;"2.8";126
"1399";"Litija";2006;"0.8";134
"1400";"Litija";2007;"5.7";105
"1401";"Litija";2008;"5.3";101
"1402";"Litija";2009;"10.2";77
"1403";"Litija";2010;"4.1";169
"1404";"Litija";2011;"3.1";189
"1405";"Litija";2012;"4.5";170
"1406";"Litija";2013;"2.7";170
"1407";"Litija";2014;"2.7";168
"1408";"Litija";2015;"1.2";211
"1409";"Litija";2016;"2.2";175
"1410";"Litija";2017;"2.1";150
"1411";"Ljubljana";2017;NA;NA
"1412";"Ljubljana";2002;"4.5";93
"1413";"Ljubljana";2003;"4.6";87
"1414";"Ljubljana";2004;"3.4";83
"1415";"Ljubljana";2005;"4.9";89
"1416";"Ljubljana";2006;"1.7";108
"1417";"Ljubljana";2007;"2.6";96
"1418";"Ljubljana";2008;"5.7";73
"1419";"Ljubljana";2009;"3.0";104
"1420";"Ljubljana";2010;"1.7";102
"1421";"Ljubljana";2011;"2.6";93
"1422";"Ljubljana";2012;"0.5";178
"1423";"Ljubljana";2013;"0.5";180
"1424";"Ljubljana";2014;"1.5";101
"1425";"Ljubljana";2015;"0.9";121
"1426";"Ljubljana";2016;"0.6";177
"1427";"Ljubljana";2017;"0.7";122
"1428";"Ljubno";2017;NA;NA
"1429";"Ljubno";2002;"0.7";112
"1430";"Ljubno";2003;"3.0";177
"1431";"Ljubno";2004;"1.9";180
"1432";"Ljubno";2005;"1.9";151
"1433";"Ljubno";2006;"0.7";223
"1434";"Ljubno";2007;"0.7";293
"1435";"Ljubno";2008;"1.5";120
"1436";"Ljubno";2009;"0.4";191
"1437";"Ljubno";2010;"1.9";139
"1438";"Ljubno";2011;"1.9";161
"1439";"Ljubno";2012;"0.0";0
"1440";"Ljubno";2013;"1.5";133
"1441";"Ljubno";2014;"1.5";126
"1442";"Ljubno";2015;"1.5";161
"1443";"Ljubno";2016;"1.2";172
"1444";"Ljubno";2017;"1.2";135
"1445";"Ljutomer";2017;NA;NA
"1446";"Ljutomer";2002;"7.8";87
"1447";"Ljutomer";2003;"4.8";104
"1448";"Ljutomer";2004;"2.2";118
"1449";"Ljutomer";2005;"2.6";95
"1450";"Ljutomer";2006;"3.1";141
"1451";"Ljutomer";2007;"2.0";120
"1452";"Ljutomer";2008;"2.2";147
"1453";"Ljutomer";2009;"2.2";103
"1454";"Ljutomer";2010;"3.8";112
"1455";"Ljutomer";2011;"3.2";109
"1456";"Ljutomer";2012;"1.1";100
"1457";"Ljutomer";2013;"1.2";92
"1458";"Ljutomer";2014;"2.0";100
"1459";"Ljutomer";2015;"1.5";114
"1460";"Ljutomer";2016;"2.8";112
"1461";"Ljutomer";2017;"1.0";102
"1462";"Log - Dragomer";2017;NA;NA
"1463";"Log - Dragomer";2002;NA;NA
"1464";"Log - Dragomer";2003;NA;NA
"1465";"Log - Dragomer";2004;NA;NA
"1466";"Log - Dragomer";2005;NA;NA
"1467";"Log - Dragomer";2006;NA;NA
"1468";"Log - Dragomer";2007;"0.3";118
"1469";"Log - Dragomer";2008;"2.0";252
"1470";"Log - Dragomer";2009;"0.6";154
"1471";"Log - Dragomer";2010;"1.4";253
"1472";"Log - Dragomer";2011;"2.8";162
"1473";"Log - Dragomer";2012;"0.8";256
"1474";"Log - Dragomer";2013;"1.1";132
"1475";"Log - Dragomer";2014;"1.4";220
"1476";"Log - Dragomer";2015;"0.3";170
"1477";"Log - Dragomer";2016;"2.2";164
"1478";"Log - Dragomer";2017;"1.9";213
"1479";"Logatec";2017;NA;NA
"1480";"Logatec";2002;"6.1";162
"1481";"Logatec";2003;"4.4";115
"1482";"Logatec";2004;"4.1";100
"1483";"Logatec";2005;"15.3";73
"1484";"Logatec";2006;"2.2";147
"1485";"Logatec";2007;"6.2";99
"1486";"Logatec";2008;"4.6";138
"1487";"Logatec";2009;"30.5";53
"1488";"Logatec";2010;"5.5";127
"1489";"Logatec";2011;"3.6";146
"1490";"Logatec";2012;"5.4";121
"1491";"Logatec";2013;"2.4";153
"1492";"Logatec";2014;"1.8";189
"1493";"Logatec";2015;"2.3";202
"1494";"Logatec";2016;"2.2";185
"1495";"Logatec";2017;"1.4";169
"1496";"Loška dolina";2017;NA;NA
"1497";"Loška dolina";2002;"1.9";106
"1498";"Loška dolina";2003;"0.5";84
"1499";"Loška dolina";2004;"1.3";135
"1500";"Loška dolina";2005;"1.0";191
"1501";"Loška dolina";2006;"1.3";131
"1502";"Loška dolina";2007;"1.0";152
"1503";"Loška dolina";2008;"0.5";176
"1504";"Loška dolina";2009;"0.5";118
"1505";"Loška dolina";2010;"1.5";202
"1506";"Loška dolina";2011;"0.5";222
"1507";"Loška dolina";2012;"1.3";228
"1508";"Loška dolina";2013;"3.1";144
"1509";"Loška dolina";2014;"0.0";0
"1510";"Loška dolina";2015;"1.3";150
"1511";"Loška dolina";2016;"1.3";128
"1512";"Loška dolina";2017;"1.3";151
"1513";"Loški Potok";2017;NA;NA
"1514";"Loški Potok";2002;"1.0";152
"1515";"Loški Potok";2003;"1.9";140
"1516";"Loški Potok";2004;"2.4";177
"1517";"Loški Potok";2005;"2.0";175
"1518";"Loški Potok";2006;"2.0";139
"1519";"Loški Potok";2007;"1.0";101
"1520";"Loški Potok";2008;"0.0";0
"1521";"Loški Potok";2009;"2.0";202
"1522";"Loški Potok";2010;"4.0";175
"1523";"Loški Potok";2011;"4.6";144
"1524";"Loški Potok";2012;"1.5";245
"1525";"Loški Potok";2013;"1.6";183
"1526";"Loški Potok";2014;"3.2";168
"1527";"Loški Potok";2015;"4.3";183
"1528";"Loški Potok";2016;"1.6";175
"1529";"Loški Potok";2017;"1.1";249
"1530";"Lovrenc na Pohorju";2017;NA;NA
"1531";"Lovrenc na Pohorju";2002;"3.8";99
"1532";"Lovrenc na Pohorju";2003;"1.9";116
"1533";"Lovrenc na Pohorju";2004;"1.3";243
"1534";"Lovrenc na Pohorju";2005;"1.9";196
"1535";"Lovrenc na Pohorju";2006;"2.5";166
"1536";"Lovrenc na Pohorju";2007;"2.2";185
"1537";"Lovrenc na Pohorju";2008;"1.6";155
"1538";"Lovrenc na Pohorju";2009;"2.2";155
"1539";"Lovrenc na Pohorju";2010;"8.0";85
"1540";"Lovrenc na Pohorju";2011;"1.9";164
"1541";"Lovrenc na Pohorju";2012;"2.6";165
"1542";"Lovrenc na Pohorju";2013;"3.8";123
"1543";"Lovrenc na Pohorju";2014;"1.3";123
"1544";"Lovrenc na Pohorju";2015;"2.6";103
"1545";"Lovrenc na Pohorju";2016;"1.0";84
"1546";"Lovrenc na Pohorju";2017;"1.3";128
"1547";"Luče";2017;NA;NA
"1548";"Luče";2002;"1.3";136
"1549";"Luče";2003;"1.9";173
"1550";"Luče";2004;"1.3";150
"1551";"Luče";2005;"1.2";140
"1552";"Luče";2006;"3.7";160
"1553";"Luče";2007;"0.6";156
"1554";"Luče";2008;"0.6";179
"1555";"Luče";2009;"0.7";197
"1556";"Luče";2010;"1.3";134
"1557";"Luče";2011;"1.3";155
"1558";"Luče";2012;"0.7";209
"1559";"Luče";2013;"0.7";192
"1560";"Luče";2014;"0.7";42
"1561";"Luče";2015;"2.7";111
"1562";"Luče";2016;"1.3";95
"1563";"Luče";2017;"2.0";127
"1564";"Lukovica";2017;NA;NA
"1565";"Lukovica";2002;"4.2";132
"1566";"Lukovica";2003;"2.1";160
"1567";"Lukovica";2004;"2.2";156
"1568";"Lukovica";2005;"1.0";147
"1569";"Lukovica";2006;"2.2";164
"1570";"Lukovica";2007;"3.4";152
"1571";"Lukovica";2008;"4.2";159
"1572";"Lukovica";2009;"2.8";148
"1573";"Lukovica";2010;"1.1";152
"1574";"Lukovica";2011;"0.7";150
"1575";"Lukovica";2012;"0.5";185
"1576";"Lukovica";2013;"1.4";142
"1577";"Lukovica";2014;"1.4";185
"1578";"Lukovica";2015;"3.5";113
"1579";"Lukovica";2016;"2.3";148
"1580";"Lukovica";2017;"1.9";167
"1581";"Majšperk";2017;NA;NA
"1582";"Majšperk";2002;"2.2";75
"1583";"Majšperk";2003;"1.0";106
"1584";"Majšperk";2004;"2.7";89
"1585";"Majšperk";2005;"1.2";96
"1586";"Majšperk";2006;"2.9";128
"1587";"Majšperk";2007;"1.5";111
"1588";"Majšperk";2008;"2.9";157
"1589";"Majšperk";2009;"1.5";108
"1590";"Majšperk";2010;"1.9";104
"1591";"Majšperk";2011;"1.5";151
"1592";"Majšperk";2012;"1.0";86
"1593";"Majšperk";2013;"0.8";207
"1594";"Majšperk";2014;"0.8";141
"1595";"Majšperk";2015;"0.5";87
"1596";"Majšperk";2016;"1.0";234
"1597";"Majšperk";2017;"3.5";166
"1598";"Makole";2017;NA;NA
"1599";"Makole";2002;NA;NA
"1600";"Makole";2003;NA;NA
"1601";"Makole";2004;NA;NA
"1602";"Makole";2005;NA;NA
"1603";"Makole";2006;NA;NA
"1604";"Makole";2007;"0.5";188
"1605";"Makole";2008;"0.0";0
"1606";"Makole";2009;"1.4";121
"1607";"Makole";2010;"1.9";191
"1608";"Makole";2011;"3.4";200
"1609";"Makole";2012;"3.4";117
"1610";"Makole";2013;"2.0";99
"1611";"Makole";2014;"3.5";102
"1612";"Makole";2015;"1.5";93
"1613";"Makole";2016;"1.5";120
"1614";"Makole";2017;"2.5";191
"1615";"Maribor";2017;NA;NA
"1616";"Maribor";2002;"3.8";108
"1617";"Maribor";2003;"5.9";94
"1618";"Maribor";2004;"4.8";90
"1619";"Maribor";2005;"5.8";88
"1620";"Maribor";2006;"3.8";105
"1621";"Maribor";2007;"6.3";97
"1622";"Maribor";2008;"8.1";73
"1623";"Maribor";2009;"3.4";97
"1624";"Maribor";2010;"1.0";165
"1625";"Maribor";2011;"0.9";174
"1626";"Maribor";2012;"0.5";162
"1627";"Maribor";2013;"0.6";152
"1628";"Maribor";2014;"0.8";144
"1629";"Maribor";2015;"0.8";171
"1630";"Maribor";2016;"0.6";139
"1631";"Maribor";2017;"0.8";147
"1632";"Markovci";2017;NA;NA
"1633";"Markovci";2002;"2.0";114
"1634";"Markovci";2003;"2.7";91
"1635";"Markovci";2004;"3.7";115
"1636";"Markovci";2005;"1.7";122
"1637";"Markovci";2006;"1.7";108
"1638";"Markovci";2007;"2.0";172
"1639";"Markovci";2008;"1.3";144
"1640";"Markovci";2009;"2.8";122
"1641";"Markovci";2010;"1.3";114
"1642";"Markovci";2011;"1.5";227
"1643";"Markovci";2012;"2.0";182
"1644";"Markovci";2013;"0.5";135
"1645";"Markovci";2014;"1.0";195
"1646";"Markovci";2015;"0.5";113
"1647";"Markovci";2016;"2.0";164
"1648";"Markovci";2017;"2.5";164
"1649";"Medvode";2017;NA;NA
"1650";"Medvode";2002;"2.5";126
"1651";"Medvode";2003;"2.1";235
"1652";"Medvode";2004;"5.0";137
"1653";"Medvode";2005;"4.5";166
"1654";"Medvode";2006;"3.9";187
"1655";"Medvode";2007;"5.7";157
"1656";"Medvode";2008;"6.3";172
"1657";"Medvode";2009;"9.9";142
"1658";"Medvode";2010;"4.8";148
"1659";"Medvode";2011;"3.3";145
"1660";"Medvode";2012;"2.5";159
"1661";"Medvode";2013;"2.3";172
"1662";"Medvode";2014;"2.6";144
"1663";"Medvode";2015;"2.2";150
"1664";"Medvode";2016;"1.4";168
"1665";"Medvode";2017;"1.4";192
"1666";"Mengeš";2017;NA;NA
"1667";"Mengeš";2002;"0.4";98
"1668";"Mengeš";2003;"0.6";141
"1669";"Mengeš";2004;"0.0";0
"1670";"Mengeš";2005;"1.6";122
"1671";"Mengeš";2006;"7.0";64
"1672";"Mengeš";2007;"2.2";91
"1673";"Mengeš";2008;"4.2";122
"1674";"Mengeš";2009;"1.6";160
"1675";"Mengeš";2010;"0.4";141
"1676";"Mengeš";2011;"0.7";127
"1677";"Mengeš";2012;"0.5";134
"1678";"Mengeš";2013;"0.0";0
"1679";"Mengeš";2014;"1.9";68
"1680";"Mengeš";2015;"2.5";140
"1681";"Mengeš";2016;"2.3";156
"1682";"Mengeš";2017;"2.4";159
"1683";"Metlika";2017;NA;NA
"1684";"Metlika";2002;"3.9";120
"1685";"Metlika";2003;"1.3";152
"1686";"Metlika";2004;"2.4";133
"1687";"Metlika";2005;"1.4";123
"1688";"Metlika";2006;"2.1";179
"1689";"Metlika";2007;"2.5";150
"1690";"Metlika";2008;"2.7";123
"1691";"Metlika";2009;"2.0";115
"1692";"Metlika";2010;"1.8";94
"1693";"Metlika";2011;"2.7";145
"1694";"Metlika";2012;"1.9";130
"1695";"Metlika";2013;"2.4";189
"1696";"Metlika";2014;"1.9";123
"1697";"Metlika";2015;"2.3";157
"1698";"Metlika";2016;"1.6";152
"1699";"Metlika";2017;"1.1";151
"1700";"Mežica";2017;NA;NA
"1701";"Mežica";2002;"0.0";0
"1702";"Mežica";2003;"1.5";78
"1703";"Mežica";2004;"4.8";76
"1704";"Mežica";2005;"1.8";79
"1705";"Mežica";2006;"2.1";92
"1706";"Mežica";2007;"0.0";0
"1707";"Mežica";2008;"0.3";212
"1708";"Mežica";2009;"1.6";150
"1709";"Mežica";2010;"0.0";0
"1710";"Mežica";2011;"0.3";112
"1711";"Mežica";2012;"0.3";242
"1712";"Mežica";2013;"0.6";221
"1713";"Mežica";2014;"0.0";0
"1714";"Mežica";2015;"0.6";114
"1715";"Mežica";2016;"0.6";86
"1716";"Mežica";2017;"0.8";50
"1717";"Miklavž na Dravskem polju";2017;NA;NA
"1718";"Miklavž na Dravskem polju";2002;"6.5";116
"1719";"Miklavž na Dravskem polju";2003;"3.5";130
"1720";"Miklavž na Dravskem polju";2004;"5.8";135
"1721";"Miklavž na Dravskem polju";2005;"9.8";91
"1722";"Miklavž na Dravskem polju";2006;"4.9";161
"1723";"Miklavž na Dravskem polju";2007;"4.5";115
"1724";"Miklavž na Dravskem polju";2008;"7.4";120
"1725";"Miklavž na Dravskem polju";2009;"8.0";177
"1726";"Miklavž na Dravskem polju";2010;"4.6";163
"1727";"Miklavž na Dravskem polju";2011;"7.0";162
"1728";"Miklavž na Dravskem polju";2012;"2.2";150
"1729";"Miklavž na Dravskem polju";2013;"2.5";135
"1730";"Miklavž na Dravskem polju";2014;"4.0";196
"1731";"Miklavž na Dravskem polju";2015;"1.4";157
"1732";"Miklavž na Dravskem polju";2016;"1.4";127
"1733";"Miklavž na Dravskem polju";2017;"3.0";143
"1734";"Miren - Kostanjevica";2017;NA;NA
"1735";"Miren - Kostanjevica";2002;"3.1";194
"1736";"Miren - Kostanjevica";2003;"3.7";152
"1737";"Miren - Kostanjevica";2004;"3.5";147
"1738";"Miren - Kostanjevica";2005;"3.3";164
"1739";"Miren - Kostanjevica";2006;"4.8";180
"1740";"Miren - Kostanjevica";2007;"4.3";156
"1741";"Miren - Kostanjevica";2008;"4.2";134
"1742";"Miren - Kostanjevica";2009;"3.9";158
"1743";"Miren - Kostanjevica";2010;"8.1";164
"1744";"Miren - Kostanjevica";2011;"1.9";117
"1745";"Miren - Kostanjevica";2012;"1.9";193
"1746";"Miren - Kostanjevica";2013;"1.6";166
"1747";"Miren - Kostanjevica";2014;"2.1";139
"1748";"Miren - Kostanjevica";2015;"1.4";154
"1749";"Miren - Kostanjevica";2016;"1.7";112
"1750";"Miren - Kostanjevica";2017;"2.3";165
"1751";"Mirna";2017;NA;NA
"1752";"Mirna";2002;NA;NA
"1753";"Mirna";2003;NA;NA
"1754";"Mirna";2004;NA;NA
"1755";"Mirna";2005;NA;NA
"1756";"Mirna";2006;NA;NA
"1757";"Mirna";2007;NA;NA
"1758";"Mirna";2008;NA;NA
"1759";"Mirna";2009;NA;NA
"1760";"Mirna";2010;NA;NA
"1761";"Mirna";2011;NA;NA
"1762";"Mirna";2012;"0.0";0
"1763";"Mirna";2013;"0.4";83
"1764";"Mirna";2014;"0.4";248
"1765";"Mirna";2015;"3.2";169
"1766";"Mirna";2016;"2.4";214
"1767";"Mirna";2017;"3.1";201
"1768";"Mirna Peč";2017;NA;NA
"1769";"Mirna Peč";2002;"3.3";137
"1770";"Mirna Peč";2003;"2.9";119
"1771";"Mirna Peč";2004;"1.8";88
"1772";"Mirna Peč";2005;"4.0";119
"1773";"Mirna Peč";2006;"4.3";152
"1774";"Mirna Peč";2007;"1.8";121
"1775";"Mirna Peč";2008;"1.1";169
"1776";"Mirna Peč";2009;"2.2";168
"1777";"Mirna Peč";2010;"1.4";145
"1778";"Mirna Peč";2011;"1.1";216
"1779";"Mirna Peč";2012;"0.4";40
"1780";"Mirna Peč";2013;"2.4";145
"1781";"Mirna Peč";2014;"0.7";154
"1782";"Mirna Peč";2015;"3.1";163
"1783";"Mirna Peč";2016;"2.4";166
"1784";"Mirna Peč";2017;"2.4";166
"1785";"Mislinja";2017;NA;NA
"1786";"Mislinja";2002;"4.7";99
"1787";"Mislinja";2003;"4.7";107
"1788";"Mislinja";2004;"2.3";119
"1789";"Mislinja";2005;"4.6";184
"1790";"Mislinja";2006;"1.7";170
"1791";"Mislinja";2007;"2.5";182
"1792";"Mislinja";2008;"1.9";159
"1793";"Mislinja";2009;"13.9";70
"1794";"Mislinja";2010;"1.7";215
"1795";"Mislinja";2011;"1.1";189
"1796";"Mislinja";2012;"1.3";218
"1797";"Mislinja";2013;"1.3";197
"1798";"Mislinja";2014;"1.3";171
"1799";"Mislinja";2015;"1.7";172
"1800";"Mislinja";2016;"0.4";162
"1801";"Mislinja";2017;"0.7";180
"1802";"Mokronog - Trebelno";2017;NA;NA
"1803";"Mokronog - Trebelno";2002;NA;NA
"1804";"Mokronog - Trebelno";2003;NA;NA
"1805";"Mokronog - Trebelno";2004;NA;NA
"1806";"Mokronog - Trebelno";2005;NA;NA
"1807";"Mokronog - Trebelno";2006;NA;NA
"1808";"Mokronog - Trebelno";2007;"0.0";0
"1809";"Mokronog - Trebelno";2008;"3.1";129
"1810";"Mokronog - Trebelno";2009;"0.0";0
"1811";"Mokronog - Trebelno";2010;"1.7";170
"1812";"Mokronog - Trebelno";2011;"3.0";179
"1813";"Mokronog - Trebelno";2012;"4.0";189
"1814";"Mokronog - Trebelno";2013;"2.3";135
"1815";"Mokronog - Trebelno";2014;"2.0";170
"1816";"Mokronog - Trebelno";2015;"2.6";176
"1817";"Mokronog - Trebelno";2016;"2.0";175
"1818";"Mokronog - Trebelno";2017;"7.3";145
"1819";"Moravče";2017;NA;NA
"1820";"Moravče";2002;"6.9";132
"1821";"Moravče";2003;"2.9";135
"1822";"Moravče";2004;"1.7";148
"1823";"Moravče";2005;"1.9";172
"1824";"Moravče";2006;"1.9";149
"1825";"Moravče";2007;"2.5";163
"1826";"Moravče";2008;"3.1";185
"1827";"Moravče";2009;"3.5";192
"1828";"Moravče";2010;"3.0";151
"1829";"Moravče";2011;"1.8";151
"1830";"Moravče";2012;"2.2";181
"1831";"Moravče";2013;"2.3";159
"1832";"Moravče";2014;"1.2";188
"1833";"Moravče";2015;"1.1";149
"1834";"Moravče";2016;"1.0";126
"1835";"Moravče";2017;"0.8";264
"1836";"Moravske Toplice";2017;NA;NA
"1837";"Moravske Toplice";2002;"5.1";112
"1838";"Moravske Toplice";2003;"2.6";121
"1839";"Moravske Toplice";2004;"3.9";82
"1840";"Moravske Toplice";2005;"3.5";98
"1841";"Moravske Toplice";2006;"2.6";112
"1842";"Moravske Toplice";2007;"4.0";97
"1843";"Moravske Toplice";2008;"3.8";121
"1844";"Moravske Toplice";2009;"3.6";145
"1845";"Moravske Toplice";2010;"3.8";119
"1846";"Moravske Toplice";2011;"3.4";140
"1847";"Moravske Toplice";2012;"2.2";160
"1848";"Moravske Toplice";2013;"2.9";130
"1849";"Moravske Toplice";2014;"2.2";135
"1850";"Moravske Toplice";2015;"1.5";85
"1851";"Moravske Toplice";2016;"2.4";143
"1852";"Moravske Toplice";2017;"2.9";137
"1853";"Mozirje";2017;NA;NA
"1854";"Mozirje";2002;"1.9";140
"1855";"Mozirje";2003;"0.9";159
"1856";"Mozirje";2004;"1.9";185
"1857";"Mozirje";2005;"9.0";92
"1858";"Mozirje";2006;"8.9";88
"1859";"Mozirje";2007;"1.7";189
"1860";"Mozirje";2008;"1.2";160
"1861";"Mozirje";2009;"2.0";129
"1862";"Mozirje";2010;"2.5";143
"1863";"Mozirje";2011;"3.2";135
"1864";"Mozirje";2012;"18.5";73
"1865";"Mozirje";2013;"11.7";99
"1866";"Mozirje";2014;"0.7";202
"1867";"Mozirje";2015;"4.7";138
"1868";"Mozirje";2016;"1.7";136
"1869";"Mozirje";2017;"2.0";214
"1870";"Murska Sobota";2017;NA;NA
"1871";"Murska Sobota";2002;"0.9";129
"1872";"Murska Sobota";2003;"0.8";112
"1873";"Murska Sobota";2004;"1.3";86
"1874";"Murska Sobota";2005;"1.3";99
"1875";"Murska Sobota";2006;"1.9";108
"1876";"Murska Sobota";2007;"1.6";120
"1877";"Murska Sobota";2008;"1.8";106
"1878";"Murska Sobota";2009;"1.8";138
"1879";"Murska Sobota";2010;"1.6";136
"1880";"Murska Sobota";2011;"1.3";146
"1881";"Murska Sobota";2012;"0.9";184
"1882";"Murska Sobota";2013;"0.6";196
"1883";"Murska Sobota";2014;"1.0";156
"1884";"Murska Sobota";2015;"1.4";85
"1885";"Murska Sobota";2016;"3.1";79
"1886";"Murska Sobota";2017;"0.7";139
"1887";"Muta";2017;NA;NA
"1888";"Muta";2002;"1.1";82
"1889";"Muta";2003;"3.5";109
"1890";"Muta";2004;"7.3";96
"1891";"Muta";2005;"3.0";138
"1892";"Muta";2006;"6.3";86
"1893";"Muta";2007;"1.4";142
"1894";"Muta";2008;"3.6";126
"1895";"Muta";2009;"2.5";164
"1896";"Muta";2010;"1.7";127
"1897";"Muta";2011;"1.4";178
"1898";"Muta";2012;"0.0";0
"1899";"Muta";2013;"0.6";124
"1900";"Muta";2014;"2.3";142
"1901";"Muta";2015;"1.5";161
"1902";"Muta";2016;"1.5";118
"1903";"Muta";2017;"2.4";152
"1904";"Naklo";2017;NA;NA
"1905";"Naklo";2002;"6.1";160
"1906";"Naklo";2003;"2.8";128
"1907";"Naklo";2004;"3.6";200
"1908";"Naklo";2005;"1.8";166
"1909";"Naklo";2006;"2.8";192
"1910";"Naklo";2007;"3.3";164
"1911";"Naklo";2008;"3.7";202
"1912";"Naklo";2009;"2.7";169
"1913";"Naklo";2010;"2.1";181
"1914";"Naklo";2011;"1.9";160
"1915";"Naklo";2012;"1.5";220
"1916";"Naklo";2013;"1.3";112
"1917";"Naklo";2014;"0.9";280
"1918";"Naklo";2015;"1.1";161
"1919";"Naklo";2016;"2.1";135
"1920";"Naklo";2017;"1.1";176
"1921";"Nazarje";2017;NA;NA
"1922";"Nazarje";2002;"0.4";115
"1923";"Nazarje";2003;"1.1";172
"1924";"Nazarje";2004;"1.5";188
"1925";"Nazarje";2005;"0.8";145
"1926";"Nazarje";2006;"0.8";145
"1927";"Nazarje";2007;"0.8";158
"1928";"Nazarje";2008;"0.0";0
"1929";"Nazarje";2009;"1.5";135
"1930";"Nazarje";2010;"1.5";142
"1931";"Nazarje";2011;"12.3";53
"1932";"Nazarje";2012;"0.8";183
"1933";"Nazarje";2013;"0.8";148
"1934";"Nazarje";2014;"1.6";161
"1935";"Nazarje";2015;"1.2";103
"1936";"Nazarje";2016;"1.2";125
"1937";"Nazarje";2017;"10.8";61
"1938";"Nova Gorica";2017;NA;NA
"1939";"Nova Gorica";2002;"2.8";146
"1940";"Nova Gorica";2003;"4.8";112
