"";"Investitor";"Vrsta.objekta";"Leto";"Tip.gradbene.aktivnosti...SKUPAJ";"Novogradnja";"Povečava";"Rekonstrukcija.in.sprememba.namembnosti";"Investicijska.vzdrževalna.dela";"Redna.vzdrževalna.dela"
"858";"Pravna oseba";"1272 Obredne stavbe";2011;"z";"1055438";"z";"2006928";"z";"z"
"859";"Pravna oseba";"1272 Obredne stavbe";2012;"4472206";"z";NA;"z";"z";"z"
"860";"Pravna oseba";"1272 Obredne stavbe";2013;"7028192";"1346469";"z";"2325885";"z";"2690858"
"861";"Pravna oseba";"1272 Obredne stavbe";2014;"z";"z";"z";"1355726";"z";"z"
"862";"Pravna oseba";"1272 Obredne stavbe";2015;"6819876";"678664";"177614";"3842652";"468338";"1652608"
"863";"Pravna oseba";"1272 Obredne stavbe";2016;"15272962";"z";"151148";"z";"109090";"1416501"
"864";"Pravna oseba";"1272 Obredne stavbe";2017;"z";"3511056";"z";"1896502";"17738";"z"
"865";"Pravna oseba";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2010;"z";"164243";NA;"1912659";"z";"z"
"866";"Pravna oseba";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2011;"7858556";"1189589";NA;"1571385";"4991126";"106456"
"867";"Pravna oseba";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2012;"5326074";"z";NA;"3479737";"z";"643770"
"868";"Pravna oseba";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2013;"2651924";"891805";NA;"458150";"1244841";"57128"
"869";"Pravna oseba";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2014;"z";"z";NA;"z";"z";"90914"
"870";"Pravna oseba";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2015;"z";"z";NA;"1801729";"2734841";"147452"
"871";"Pravna oseba";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2016;"z";"336719";NA;"113803";"z";"z"
"872";"Pravna oseba";"1273 Kulturna dediščina, ki se ne uporablja v druge namene";2017;"2276458";"1307274";NA;"631302";"45747";"292135"
"873";"Pravna oseba";"1274 Druge stavbe, ki niso uvrščene drugje";2010;"28113171";"z";"z";"z";"z";"z"
"874";"Pravna oseba";"1274 Druge stavbe, ki niso uvrščene drugje";2011;"50346057";"42254947";"z";"1708536";"z";"3237897"
"875";"Pravna oseba";"1274 Druge stavbe, ki niso uvrščene drugje";2012;"10270200";"z";"z";"z";"z";"5502130"
"876";"Pravna oseba";"1274 Druge stavbe, ki niso uvrščene drugje";2013;"13132106";"6279834";"z";"3089641";"z";"z"
"877";"Pravna oseba";"1274 Druge stavbe, ki niso uvrščene drugje";2014;"14950441";"9667495";"z";"z";"z";"3521556"
"878";"Pravna oseba";"1274 Druge stavbe, ki niso uvrščene drugje";2015;"16649081";"9679237";"z";"2379284";"z";"z"
"879";"Pravna oseba";"1274 Druge stavbe, ki niso uvrščene drugje";2016;"19064601";"6561592";"z";"8946473";"z";"z"
"880";"Pravna oseba";"1274 Druge stavbe, ki niso uvrščene drugje";2017;"14939269";"4277471";"z";"4108438";"z";"5562619"
"881";"Pravna oseba";"2 GRADBENI INŽENIRSKI OBJEKTI";2010;"1303236671";"709967208";"z";"z";"165209484";"z"
"882";"Pravna oseba";"2 GRADBENI INŽENIRSKI OBJEKTI";2011;"1075851578";"477302596";"4760949";"182341175";"222237295";"189209563"
"883";"Pravna oseba";"2 GRADBENI INŽENIRSKI OBJEKTI";2012;"910412353";"455312600";"1850185";"215088452";NA;"238161115"
"884";"Pravna oseba";"2 GRADBENI INŽENIRSKI OBJEKTI";2013;"950190912";"395649548";"z";"z";NA;"306192573"
"885";"Pravna oseba";"2 GRADBENI INŽENIRSKI OBJEKTI";2014;"1264640266";"580040257";"z";"z";NA;"387144937"
"886";"Pravna oseba";"2 GRADBENI INŽENIRSKI OBJEKTI";2015;"1146989815";"457568794";"6113334";"290559093";NA;"392748594"
"887";"Pravna oseba";"2 GRADBENI INŽENIRSKI OBJEKTI";2016;"860655098";"374095419";"2421041";"207578512";NA;"276560127"
"888";"Pravna oseba";"2 GRADBENI INŽENIRSKI OBJEKTI";2017;"979679613";"449684192";"5952388";"240445923";NA;"283597110"
"889";"Pravna oseba";"21 Objekti prometne infrastrukture";2010;"781428043";"z";"z";"z";"z";"z"
"890";"Pravna oseba";"21 Objekti prometne infrastrukture";2011;"620667838";"127551605";"z";"z";"187823364";"z"
"891";"Pravna oseba";"21 Objekti prometne infrastrukture";2012;"470834990";"136086639";"594390";"158594069";NA;"175559892"
"892";"Pravna oseba";"21 Objekti prometne infrastrukture";2013;"503744164";"85018816";"3282278";"182144479";NA;"233298592"
"893";"Pravna oseba";"21 Objekti prometne infrastrukture";2014;"z";"166090384";"z";"196694735";NA;"290194932"
"894";"Pravna oseba";"21 Objekti prometne infrastrukture";2015;"675573487";"154464931";"5415440";"192885507";NA;"322807609"
"895";"Pravna oseba";"21 Objekti prometne infrastrukture";2016;"488873595";"131830888";"676941";"139818787";NA;"216546979"
"896";"Pravna oseba";"21 Objekti prometne infrastrukture";2017;"552621957";"150391756";"2617387";"173153772";NA;"226459042"
"897";"Pravna oseba";"211 Ceste";2010;"z";"z";"z";"z";"z";"z"
"898";"Pravna oseba";"211 Ceste";2011;"z";"z";"z";"z";"z";"z"
"899";"Pravna oseba";"211 Ceste";2012;"274702771";"67290717";"z";"z";NA;"100038709"
"900";"Pravna oseba";"211 Ceste";2013;"z";"z";"z";"z";NA;"147346668"
"901";"Pravna oseba";"211 Ceste";2014;"z";"z";"z";"73220426";NA;"z"
"902";"Pravna oseba";"211 Ceste";2015;"363161188";"z";"5415440";"z";NA;"202747278"
"903";"Pravna oseba";"211 Ceste";2016;"359634920";"90813452";"595262";"118529431";NA;"149696774"
"904";"Pravna oseba";"211 Ceste";2017;"385220569";"z";"z";"z";NA;"148916428"
"905";"Pravna oseba";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2010;"226063519";"149383392";NA;"28098275";"20664055";"27917797"
"906";"Pravna oseba";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2011;"120588782";"37536268";NA;"29009452";"16322971";"37720090"
"907";"Pravna oseba";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2012;"85199651";"29206699";"z";"z";NA;"28335154"
"908";"Pravna oseba";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2013;"z";"19739941";"z";"z";NA;"50973220"
"909";"Pravna oseba";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2014;"100208476";"23091469";"z";"21564464";NA;"z"
"910";"Pravna oseba";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2015;"149187930";"37255259";"z";"z";NA;"74284149"
"911";"Pravna oseba";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2016;"219679108";"69423882";NA;"74526801";NA;"75728424"
"912";"Pravna oseba";"2111 Avtoceste, hitre ceste, glavne ceste in regionalne ceste";2017;"240157570";"82696891";"1533878";"76275249";NA;"79651552"
"913";"Pravna oseba";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2010;"z";"z";"z";"z";"z";"z"
"914";"Pravna oseba";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2011;"z";"z";"z";"z";"z";"z"
"915";"Pravna oseba";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2012;"189503121";"38084018";"z";"z";NA;"71703555"
"916";"Pravna oseba";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2013;"z";"z";"1612948";"41143529";NA;"96373448"
"917";"Pravna oseba";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2014;"z";"z";"z";"51655961";NA;"131746844"
"918";"Pravna oseba";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2015;"213973259";"z";"z";"z";NA;"128463129"
"919";"Pravna oseba";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2016;"139955812";"21389570";"595262";"44002630";NA;"73968350"
"920";"Pravna oseba";"2112 Lokalne ceste in javne poti, nekategorizirane ceste in gozdne ceste";2017;"145062999";"z";"z";"z";NA;"69264876"
"921";"Pravna oseba";"212 Železniške proge";2010;"162945572";"z";NA;"z";"38406346";"52943240"
"922";"Pravna oseba";"212 Železniške proge";2011;"178213470";"750018";NA;"z";"63625727";"z"
"923";"Pravna oseba";"212 Železniške proge";2012;"109969008";"z";NA;"z";NA;"61722083"
"924";"Pravna oseba";"212 Železniške proge";2013;"163111943";"2382373";NA;"97224128";NA;"63505442"
"925";"Pravna oseba";"212 Železniške proge";2014;"228891189";"z";"z";"112889248";NA;"z"
"926";"Pravna oseba";"212 Železniške proge";2015;"243879362";"36867746";NA;"102515266";NA;"104496350"
"927";"Pravna oseba";"212 Železniške proge";2016;"68818497";"5012459";NA;"7557856";NA;"56248183"
"928";"Pravna oseba";"212 Železniške proge";2017;"98790602";"12491620";NA;"32791106";NA;"53507875"
"929";"Pravna oseba";"2121 Glavne in regionalne železniške proge";2010;"z";"z";NA;"z";"38406346";"52943240"
"930";"Pravna oseba";"2121 Glavne in regionalne železniške proge";2011;"178213470";"750018";NA;"z";"63625727";"z"
"931";"Pravna oseba";"2121 Glavne in regionalne železniške proge";2012;"109841694";NA;NA;"z";NA;"z"
"932";"Pravna oseba";"2121 Glavne in regionalne železniške proge";2013;"163111943";"2382373";NA;"97224128";NA;"63505442"
"933";"Pravna oseba";"2121 Glavne in regionalne železniške proge";2014;"228702003";"z";"z";"112889248";NA;"z"
"934";"Pravna oseba";"2121 Glavne in regionalne železniške proge";2015;"z";"36867746";NA;"102515266";NA;"z"
"935";"Pravna oseba";"2121 Glavne in regionalne železniške proge";2016;"68779296";"5012459";NA;"7557856";NA;"56208982"
"936";"Pravna oseba";"2121 Glavne in regionalne železniške proge";2017;"98525594";"12491620";NA;"z";NA;"z"
"937";"Pravna oseba";"2122 Mestne železniške proge";2010;"z";"z";NA;"z";NA;NA
"938";"Pravna oseba";"2122 Mestne železniške proge";2011;NA;NA;NA;NA;NA;NA
"939";"Pravna oseba";"2122 Mestne železniške proge";2012;"127315";"z";NA;"z";NA;"z"
"940";"Pravna oseba";"2122 Mestne železniške proge";2013;NA;NA;NA;NA;NA;NA
"941";"Pravna oseba";"2122 Mestne železniške proge";2014;"189186";"z";NA;NA;NA;"z"
"942";"Pravna oseba";"2122 Mestne železniške proge";2015;"z";NA;NA;NA;NA;"z"
"943";"Pravna oseba";"2122 Mestne železniške proge";2016;"39201";NA;NA;NA;NA;"39201"
"944";"Pravna oseba";"2122 Mestne železniške proge";2017;"265008";NA;NA;"z";NA;"z"
"945";"Pravna oseba";"213 Letališke steze";2010;"z";"z";NA;NA;"z";NA
"946";"Pravna oseba";"213 Letališke steze";2011;"931666";"485049";NA;NA;"z";"z"
"947";"Pravna oseba";"213 Letališke steze";2012;"4637693";"z";NA;NA;NA;"z"
"948";"Pravna oseba";"213 Letališke steze";2013;"z";"z";NA;NA;NA;"z"
"949";"Pravna oseba";"213 Letališke steze";2014;"z";"z";NA;"2692599";NA;"1175379"
"950";"Pravna oseba";"213 Letališke steze";2015;"2747125";"1408902";NA;"582329";NA;"755894"
"951";"Pravna oseba";"213 Letališke steze";2016;"483386";"z";NA;"41235";NA;"z"
"952";"Pravna oseba";"213 Letališke steze";2017;"4724542";NA;NA;"z";NA;"z"
"953";"Pravna oseba";"2130 Letališke steze";2010;"z";"z";NA;NA;"z";NA
"954";"Pravna oseba";"2130 Letališke steze";2011;"931666";"485049";NA;NA;"z";"z"
"955";"Pravna oseba";"2130 Letališke steze";2012;"4637693";"z";NA;NA;NA;"z"
"956";"Pravna oseba";"2130 Letališke steze";2013;"z";"z";NA;NA;NA;"z"
"957";"Pravna oseba";"2130 Letališke steze";2014;"z";"z";NA;"2692599";NA;"1175379"
"958";"Pravna oseba";"2130 Letališke steze";2015;"2747125";"1408902";NA;"582329";NA;"755894"
"959";"Pravna oseba";"2130 Letališke steze";2016;"483386";"z";NA;"41235";NA;"z"
"960";"Pravna oseba";"2130 Letališke steze";2017;"4724542";NA;NA;"z";NA;"z"
"961";"Pravna oseba";"214 Mostovi, viadukti, predori in podhodi";2010;"54056997";"42543061";NA;"6206875";"3631146";"1675914"
"962";"Pravna oseba";"214 Mostovi, viadukti, predori in podhodi";2011;"z";"z";NA;"2889421";"2302538";"1423098"
"963";"Pravna oseba";"214 Mostovi, viadukti, predori in podhodi";2012;"61208805";"z";"z";"z";NA;"4791218"
"964";"Pravna oseba";"214 Mostovi, viadukti, predori in podhodi";2013;"z";"6300277";"z";"3112717";NA;"z"
"965";"Pravna oseba";"214 Mostovi, viadukti, predori in podhodi";2014;"38931393";"22568242";NA;"3614237";NA;"12748913"
"966";"Pravna oseba";"214 Mostovi, viadukti, predori in podhodi";2015;"32642151";"18712504";NA;"6105858";NA;"7823790"
"967";"Pravna oseba";"214 Mostovi, viadukti, predori in podhodi";2016;"11394078";"z";"z";"4673691";NA;"z"
"968";"Pravna oseba";"214 Mostovi, viadukti, predori in podhodi";2017;"21920948";"z";NA;"9585614";NA;"z"
"969";"Pravna oseba";"2141 Mostovi in viadukti";2010;"31046891";"21273671";NA;"z";"z";"1140967"
"970";"Pravna oseba";"2141 Mostovi in viadukti";2011;"z";"z";NA;"z";"z";"z"
"971";"Pravna oseba";"2141 Mostovi in viadukti";2012;"34978333";"z";"z";"z";NA;"3159462"
"972";"Pravna oseba";"2141 Mostovi in viadukti";2013;"22092283";"6300277";NA;"z";NA;"z"
"973";"Pravna oseba";"2141 Mostovi in viadukti";2014;"29397522";"15991965";NA;"z";NA;"z"
"974";"Pravna oseba";"2141 Mostovi in viadukti";2015;"21374601";"14372833";NA;"2711867";NA;"4289900"
"975";"Pravna oseba";"2141 Mostovi in viadukti";2016;"8104376";"z";"z";"3571501";NA;"z"
"976";"Pravna oseba";"2141 Mostovi in viadukti";2017;"16602464";"4624396";NA;"8530346";NA;"3447722"
"977";"Pravna oseba";"2142 Predori in podhodi";2010;"23010106";"21269390";NA;"z";"z";"534948"
"978";"Pravna oseba";"2142 Predori in podhodi";2011;"16565234";"15871103";NA;"z";"z";"z"
"979";"Pravna oseba";"2142 Predori in podhodi";2012;"26230472";"z";NA;"z";NA;"1631756"
"980";"Pravna oseba";"2142 Predori in podhodi";2013;"z";NA;"z";"z";NA;"475314"
"981";"Pravna oseba";"2142 Predori in podhodi";2014;"9533871";"6576277";NA;"z";NA;"z"
"982";"Pravna oseba";"2142 Predori in podhodi";2015;"11267551";"4339670";NA;"3393991";NA;"3533889"
"983";"Pravna oseba";"2142 Predori in podhodi";2016;"3289703";"1140625";NA;"1102190";NA;"1046888"
"984";"Pravna oseba";"2142 Predori in podhodi";2017;"5318484";"z";NA;"1055269";NA;"z"
"985";"Pravna oseba";"215 Pristanišča, plovni kanali, jezovi in vodne pregrade ter drugi vodni objekti";2010;"z";"z";"z";"z";"13890874";"5229641"
"986";"Pravna oseba";"215 Pristanišča, plovni kanali, jezovi in vodne pregrade ter drugi vodni objekti";2011;"26772519";"8308305";NA;"4686247";"10028978";"3748989"
"987";"Pravna oseba";"215 Pristanišča, plovni kanali, jezovi in vodne pregrade ter drugi vodni objekti";2012;"20316713";"z";NA;"z";NA;"8790178"
"988";"Pravna oseba";"215 Pristanišča, plovni kanali, jezovi in vodne pregrade ter drugi vodni objekti";2013;"z";"z";NA;"z";NA;"z"
"989";"Pravna oseba";"215 Pristanišča, plovni kanali, jezovi in vodne pregrade ter drugi vodni objekti";2014;"z";"z";NA;"4278225";NA;"z"
"990";"Pravna oseba";"215 Pristanišča, plovni kanali, jezovi in vodne pregrade ter drugi vodni objekti";2015;"33143661";"z";NA;"z";NA;"6984298"
"991";"Pravna oseba";"215 Pristanišča, plovni kanali, jezovi in vodne pregrade ter drugi vodni objekti";2016;"48279250";"32063300";"z";"9016575";NA;"z"
"992";"Pravna oseba";"215 Pristanišča, plovni kanali, jezovi in vodne pregrade ter drugi vodni objekti";2017;"41965297";"19823688";"z";"z";NA;"18573044"
"993";"Pravna oseba";"2151 Pristanišča in plovni kanali";2010;"10501819";"5291581";NA;"3565281";"z";"z"
"994";"Pravna oseba";"2151 Pristanišča in plovni kanali";2011;"5682690";"z";NA;"z";"z";"z"
"995";"Pravna oseba";"2151 Pristanišča in plovni kanali";2012;"937745";NA;NA;"z";NA;"z"
"996";"Pravna oseba";"2151 Pristanišča in plovni kanali";2013;"z";NA;NA;NA;NA;"z"
"997";"Pravna oseba";"2151 Pristanišča in plovni kanali";2014;"14870256";"z";NA;NA;NA;"z"
"998";"Pravna oseba";"2151 Pristanišča in plovni kanali";2015;"4063440";"z";NA;"z";NA;"z"
"999";"Pravna oseba";"2151 Pristanišča in plovni kanali";2016;"11171752";"13285";NA;"8473019";NA;"2685448"
"1000";"Pravna oseba";"2151 Pristanišča in plovni kanali";2017;"5880292";"z";NA;"2755297";NA;"z"
"1001";"Pravna oseba";"2152 Jezovi, vodne pregrade in drugi vodni objekti";2010;"z";"z";"z";"z";"11899625";"4247556"
"1002";"Pravna oseba";"2152 Jezovi, vodne pregrade in drugi vodni objekti";2011;"19996951";"6735553";NA;"1257377";"8593046";"3410976"
"1003";"Pravna oseba";"2152 Jezovi, vodne pregrade in drugi vodni objekti";2012;"17931955";"z";NA;"z";NA;"7848326"
"1004";"Pravna oseba";"2152 Jezovi, vodne pregrade in drugi vodni objekti";2013;"z";"z";NA;"z";NA;"7265468"
"1005";"Pravna oseba";"2152 Jezovi, vodne pregrade in drugi vodni objekti";2014;"31942549";"21870281";NA;"4278225";NA;"5794043"
"1006";"Pravna oseba";"2152 Jezovi, vodne pregrade in drugi vodni objekti";2015;"28711268";"z";NA;"z";NA;"z"
"1007";"Pravna oseba";"2152 Jezovi, vodne pregrade in drugi vodni objekti";2016;"36975143";"31991179";"z";"z";NA;"z"
"1008";"Pravna oseba";"2152 Jezovi, vodne pregrade in drugi vodni objekti";2017;"35582707";"19317879";"z";"z";NA;"15451560"
"1009";"Pravna oseba";"2153 Sistemi za namakanje in osuševanje, akvadukti";2010;"4164012";"1957200";NA;"878435";"z";"z"
"1010";"Pravna oseba";"2153 Sistemi za namakanje in osuševanje, akvadukti";2011;"1092878";"z";NA;"z";"z";"z"
"1011";"Pravna oseba";"2153 Sistemi za namakanje in osuševanje, akvadukti";2012;"1447013";"z";NA;NA;NA;"z"
"1012";"Pravna oseba";"2153 Sistemi za namakanje in osuševanje, akvadukti";2013;"z";NA;NA;NA;NA;"z"
"1013";"Pravna oseba";"2153 Sistemi za namakanje in osuševanje, akvadukti";2014;"z";"z";NA;NA;NA;"z"
"1014";"Pravna oseba";"2153 Sistemi za namakanje in osuševanje, akvadukti";2015;"368953";"z";NA;NA;NA;"z"
"1015";"Pravna oseba";"2153 Sistemi za namakanje in osuševanje, akvadukti";2016;"132356";"58837";NA;"z";NA;"z"
"1016";"Pravna oseba";"2153 Sistemi za namakanje in osuševanje, akvadukti";2017;"502298";"z";NA;NA;NA;"z"
"1017";"Pravna oseba";"22 Cevovodi, komunikacijska omrežja in elektroenergetski vodi";2010;"299980545";"z";"z";"27497599";"z";"z"
"1018";"Pravna oseba";"22 Cevovodi, komunikacijska omrežja in elektroenergetski vodi";2011;"z";"z";"z";"z";"z";"z"
"1019";"Pravna oseba";"22 Cevovodi, komunikacijska omrežja in elektroenergetski vodi";2012;"z";"z";"z";"32022672";NA;"31062221"
"1020";"Pravna oseba";"22 Cevovodi, komunikacijska omrežja in elektroenergetski vodi";2013;"314888610";"241978275";"z";"z";NA;"z"
"1021";"Pravna oseba";"22 Cevovodi, komunikacijska omrežja in elektroenergetski vodi";2014;"z";"z";"z";"z";NA;"z"
"1022";"Pravna oseba";"22 Cevovodi, komunikacijska omrežja in elektroenergetski vodi";2015;"364144056";"z";"61270";"81184922";NA;"z"
"1023";"Pravna oseba";"22 Cevovodi, komunikacijska omrežja in elektroenergetski vodi";2016;"266676313";"192074245";"602634";"47336444";NA;"26662990"
"1024";"Pravna oseba";"22 Cevovodi, komunikacijska omrežja in elektroenergetski vodi";2017;"332209976";"253420897";"1375117";"50042604";NA;"27371358"
"1025";"Pravna oseba";"221 Daljinski cevovodi, daljinska [hrbtenična] komunikacijska omrežja in daljinski [prenosni] elektroenergetski vodi";2010;"z";"z";"z";"2508662";"z";"z"
"1026";"Pravna oseba";"221 Daljinski cevovodi, daljinska [hrbtenična] komunikacijska omrežja in daljinski [prenosni] elektroenergetski vodi";2011;"z";"z";"z";"5020569";"z";"z"
"1027";"Pravna oseba";"221 Daljinski cevovodi, daljinska [hrbtenična] komunikacijska omrežja in daljinski [prenosni] elektroenergetski vodi";2012;"69253232";"z";"z";"5673083";NA;"3283751"
"1028";"Pravna oseba";"221 Daljinski cevovodi, daljinska [hrbtenična] komunikacijska omrežja in daljinski [prenosni] elektroenergetski vodi";2013;"z";"z";"z";"z";NA;"1904669"
"1029";"Pravna oseba";"221 Daljinski cevovodi, daljinska [hrbtenična] komunikacijska omrežja in daljinski [prenosni] elektroenergetski vodi";2014;"z";"z";NA;"z";NA;"z"
"1030";"Pravna oseba";"221 Daljinski cevovodi, daljinska [hrbtenična] komunikacijska omrežja in daljinski [prenosni] elektroenergetski vodi";2015;"z";"z";"z";"5084604";NA;"z"
"1031";"Pravna oseba";"221 Daljinski cevovodi, daljinska [hrbtenična] komunikacijska omrežja in daljinski [prenosni] elektroenergetski vodi";2016;"42602142";"z";NA;"4815503";NA;"z"
"1032";"Pravna oseba";"221 Daljinski cevovodi, daljinska [hrbtenična] komunikacijska omrežja in daljinski [prenosni] elektroenergetski vodi";2017;"47330468";"36789065";"z";"5161279";NA;"z"
"1033";"Pravna oseba";"2211 Naftovodi in daljinski [prenosni] plinovodi";2010;"42721887";"z";NA;NA;"z";NA
"1034";"Pravna oseba";"2211 Naftovodi in daljinski [prenosni] plinovodi";2011;"76126624";"z";NA;"z";NA;"z"
"1035";"Pravna oseba";"2211 Naftovodi in daljinski [prenosni] plinovodi";2012;"39298014";"37984705";NA;"z";NA;"z"
"1036";"Pravna oseba";"2211 Naftovodi in daljinski [prenosni] plinovodi";2013;"z";"z";NA;NA;NA;NA
"1037";"Pravna oseba";"2211 Naftovodi in daljinski [prenosni] plinovodi";2014;"29213877";"28937712";NA;NA;NA;"276165"
"1038";"Pravna oseba";"2211 Naftovodi in daljinski [prenosni] plinovodi";2015;"262781";"z";NA;NA;NA;"z"
"1039";"Pravna oseba";"2211 Naftovodi in daljinski [prenosni] plinovodi";2016;"1513412";"1065435";NA;NA;NA;"447977"
"1040";"Pravna oseba";"2211 Naftovodi in daljinski [prenosni] plinovodi";2017;"9445406";"z";NA;"z";NA;"z"
"1041";"Pravna oseba";"2212 Daljinski vodovodi";2010;"z";"z";"z";NA;NA;"z"
"1042";"Pravna oseba";"2212 Daljinski vodovodi";2011;"z";"z";"z";"z";"z";"z"
"1043";"Pravna oseba";"2212 Daljinski vodovodi";2012;"5452192";"5234890";NA;"z";NA;"z"
"1044";"Pravna oseba";"2212 Daljinski vodovodi";2013;"z";"z";NA;"z";NA;"z"
"1045";"Pravna oseba";"2212 Daljinski vodovodi";2014;"z";"z";NA;"z";NA;"z"
"1046";"Pravna oseba";"2212 Daljinski vodovodi";2015;"z";"z";"z";"2264402";NA;"z"
"1047";"Pravna oseba";"2212 Daljinski vodovodi";2016;"16723904";"z";NA;"1885804";NA;"z"
"1048";"Pravna oseba";"2212 Daljinski vodovodi";2017;"19905689";"16415021";NA;"2586507";NA;"904161"
"1049";"Pravna oseba";"2213 Daljinska [hrbtenična] komunikacijska omrežja";2010;"13855312";"12886497";NA;"z";"z";"z"
"1050";"Pravna oseba";"2213 Daljinska [hrbtenična] komunikacijska omrežja";2011;"7018581";"z";NA;NA;"z";"z"
"1051";"Pravna oseba";"2213 Daljinska [hrbtenična] komunikacijska omrežja";2012;"12215299";"11916566";"z";NA;NA;"z"
"1052";"Pravna oseba";"2213 Daljinska [hrbtenična] komunikacijska omrežja";2013;"10309184";"z";NA;NA;NA;"z"
"1053";"Pravna oseba";"2213 Daljinska [hrbtenična] komunikacijska omrežja";2014;"18770253";"18526288";NA;"z";NA;"z"
"1054";"Pravna oseba";"2213 Daljinska [hrbtenična] komunikacijska omrežja";2015;"3624309";"z";NA;NA;NA;"z"
"1055";"Pravna oseba";"2213 Daljinska [hrbtenična] komunikacijska omrežja";2016;"4079648";"3713095";NA;NA;NA;"366553"
"1056";"Pravna oseba";"2213 Daljinska [hrbtenična] komunikacijska omrežja";2017;"2403893";"z";"z";"z";NA;NA
"1057";"Pravna oseba";"2214 Daljinski [prenosni] elektroenergetski vodi";2010;"6601085";"z";NA;"z";"z";NA
"1058";"Pravna oseba";"2214 Daljinski [prenosni] elektroenergetski vodi";2011;"10367920";"z";NA;"z";"z";"z"
"1059";"Pravna oseba";"2214 Daljinski [prenosni] elektroenergetski vodi";2012;"12287727";"z";NA;"z";NA;"1494766"
"1060";"Pravna oseba";"2214 Daljinski [prenosni] elektroenergetski vodi";2013;"20163964";"11334426";"z";"z";NA;"z"
"1061";"Pravna oseba";"2214 Daljinski [prenosni] elektroenergetski vodi";2014;"22173402";"11804051";NA;"4937920";NA;"5431430"
"1062";"Pravna oseba";"2214 Daljinski [prenosni] elektroenergetski vodi";2015;"14498492";"10384406";"z";"2820202";NA;"z"
"1063";"Pravna oseba";"2214 Daljinski [prenosni] elektroenergetski vodi";2016;"20285178";"14446708";NA;"2929698";NA;"2908772"
"1064";"Pravna oseba";"2214 Daljinski [prenosni] elektroenergetski vodi";2017;"15575480";"10552328";NA;"1578061";NA;"3445091"
"1065";"Pravna oseba";"222 Lokalni cevovodi, lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2010;"z";"z";"z";"24988937";"z";"z"
"1066";"Pravna oseba";"222 Lokalni cevovodi, lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2011;"z";"z";"z";"z";"z";"z"
"1067";"Pravna oseba";"222 Lokalni cevovodi, lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2012;"z";"z";"z";"26349589";NA;"27778470"
"1068";"Pravna oseba";"222 Lokalni cevovodi, lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2013;"z";"z";"z";"z";NA;"z"
"1069";"Pravna oseba";"222 Lokalni cevovodi, lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2014;"382155398";"262126441";"z";"z";NA;"z"
"1070";"Pravna oseba";"222 Lokalni cevovodi, lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2015;"z";"z";"z";"76100318";NA;"z"
"1071";"Pravna oseba";"222 Lokalni cevovodi, lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2016;"224074170";"z";"602634";"42520941";NA;"z"
"1072";"Pravna oseba";"222 Lokalni cevovodi, lokalni [distribucijski] elektroenergetski vodi in lokalna [dostopovna] komunikacijska omrežja";2017;"284879507";"216631832";"z";"44881325";NA;"z"
"1073";"Pravna oseba";"2221 Lokalni [distribucijski] plinovodi";2010;"12907036";"z";NA;"z";NA;NA
"1074";"Pravna oseba";"2221 Lokalni [distribucijski] plinovodi";2011;"z";"z";NA;"z";"z";NA
"1075";"Pravna oseba";"2221 Lokalni [distribucijski] plinovodi";2012;"9873523";"z";NA;"z";NA;"673484"
"1076";"Pravna oseba";"2221 Lokalni [distribucijski] plinovodi";2013;"1385849";"1068711";NA;"z";NA;"z"
"1077";"Pravna oseba";"2221 Lokalni [distribucijski] plinovodi";2014;"z";"z";NA;"z";NA;"119875"
