"";"Investitor";"Vrsta.objekta";"Leto";"Tip.gradbene.aktivnosti...SKUPAJ";"Novogradnja";"Povečava";"Rekonstrukcija.in.sprememba.namembnosti";"Investicijska.vzdrževalna.dela";"Redna.vzdrževalna.dela"
"577";"Investitor - SKUPAJ";"2412 Drugi gradbeni inženirski objekti za šport, rekreacijo in prosti čas";2010;"11019030";"6447984";"z";"z";"498728";"z"
"578";"Investitor - SKUPAJ";"2412 Drugi gradbeni inženirski objekti za šport, rekreacijo in prosti čas";2011;"8071503";"6143379";NA;"1522169";"z";"z"
"579";"Investitor - SKUPAJ";"2412 Drugi gradbeni inženirski objekti za šport, rekreacijo in prosti čas";2012;"3873652";"z";"z";"145007";NA;"101942"
"580";"Investitor - SKUPAJ";"2412 Drugi gradbeni inženirski objekti za šport, rekreacijo in prosti čas";2013;"7481919";"6258833";NA;"324822";NA;"898264"
"581";"Investitor - SKUPAJ";"2412 Drugi gradbeni inženirski objekti za šport, rekreacijo in prosti čas";2014;"z";"4250809";"z";"3147166";NA;"835040"
"582";"Investitor - SKUPAJ";"2412 Drugi gradbeni inženirski objekti za šport, rekreacijo in prosti čas";2015;"6413974";"5574889";"z";"554317";NA;"z"
"583";"Investitor - SKUPAJ";"2412 Drugi gradbeni inženirski objekti za šport, rekreacijo in prosti čas";2016;"6365188";"1774573";"z";"4332247";NA;"z"
"584";"Investitor - SKUPAJ";"2412 Drugi gradbeni inženirski objekti za šport, rekreacijo in prosti čas";2017;"4026884";"1832445";"z";"1879579";NA;"z"
"585";"Investitor - SKUPAJ";"242 Drugi gradbeni inženirski objekti";2010;"63732880";"34896830";"z";"6455133";"9979777";"z"
"586";"Investitor - SKUPAJ";"242 Drugi gradbeni inženirski objekti";2011;"36669927";"16082166";"1150224";"5967497";"7612792";"5857248"
"587";"Investitor - SKUPAJ";"242 Drugi gradbeni inženirski objekti";2012;"z";"z";"z";"4378494";NA;"14523318"
"588";"Investitor - SKUPAJ";"242 Drugi gradbeni inženirski objekti";2013;"62694370";"27979927";"252865";"12464149";NA;"21997429"
"589";"Investitor - SKUPAJ";"242 Drugi gradbeni inženirski objekti";2014;"66640209";"32164985";"z";"z";NA;"19232289"
"590";"Investitor - SKUPAJ";"242 Drugi gradbeni inženirski objekti";2015;"57070633";"33741397";"151031";"6540252";NA;"16637952"
"591";"Investitor - SKUPAJ";"242 Drugi gradbeni inženirski objekti";2016;"53692395";"31320128";"656877";"8760341";NA;"12955048"
"592";"Investitor - SKUPAJ";"242 Drugi gradbeni inženirski objekti";2017;"33987721";"15116209";"689990";"6584420";NA;"11597102"
"593";"Investitor - SKUPAJ";"2420 Drugi gradbeni inženirski objekti";2010;"63732880";"34896830";"z";"6455133";"9979777";"z"
"594";"Investitor - SKUPAJ";"2420 Drugi gradbeni inženirski objekti";2011;"36669927";"16082166";"1150224";"5967497";"7612792";"5857248"
"595";"Investitor - SKUPAJ";"2420 Drugi gradbeni inženirski objekti";2012;"z";"z";"z";"4378494";NA;"14523318"
"596";"Investitor - SKUPAJ";"2420 Drugi gradbeni inženirski objekti";2013;"62694370";"27979927";"252865";"12464149";NA;"21997429"
"597";"Investitor - SKUPAJ";"2420 Drugi gradbeni inženirski objekti";2014;"66640209";"32164985";"z";"z";NA;"19232289"
"598";"Investitor - SKUPAJ";"2420 Drugi gradbeni inženirski objekti";2015;"57070633";"33741397";"151031";"6540252";NA;"16637952"
"599";"Investitor - SKUPAJ";"2420 Drugi gradbeni inženirski objekti";2016;"53692395";"31320128";"656877";"8760341";NA;"12955048"
"600";"Investitor - SKUPAJ";"2420 Drugi gradbeni inženirski objekti";2017;"33987721";"15116209";"689990";"6584420";NA;"11597102"
"601";"Pravna oseba";"CC_SI - SKUPAJ";2010;"2448079119";"1610146731";"24993588";"326595171";"241601152";"244742478"
"602";"Pravna oseba";"CC_SI - SKUPAJ";2011;"1927261829";"1072765984";"22408331";"270052916";"337475223";"224559375"
"603";"Pravna oseba";"CC_SI - SKUPAJ";2012;"1616440466";"883277367";"13607959";"323390629";"12977063";"383187447"
"604";"Pravna oseba";"CC_SI - SKUPAJ";2013;"1549841700";"730039512";"14071617";"344748442";"15195711";"445786418"
"605";"Pravna oseba";"CC_SI - SKUPAJ";2014;"1792779058";"837401638";"15424193";"393681126";"12723064";"533549037"
"606";"Pravna oseba";"CC_SI - SKUPAJ";2015;"1729072617";"766146381";"20621087";"404933090";"5687336";"531684724"
"607";"Pravna oseba";"CC_SI - SKUPAJ";2016;"1430994542";"665030664";"18283550";"311880554";"6148952";"429650822"
"608";"Pravna oseba";"CC_SI - SKUPAJ";2017;"1773500134";"918127893";"22320472";"362671229";"3871226";"466509314"
"609";"Pravna oseba";"1 STAVBE";2010;"1144842448";"900179523";"z";"z";"76391667";"z"
"610";"Pravna oseba";"1 STAVBE";2011;"851410252";"595463388";"17647382";"87711741";"115237928";"35349812"
"611";"Pravna oseba";"1 STAVBE";2012;"706028112";"427964767";"11757774";"108302177";"12977063";"145026332"
"612";"Pravna oseba";"1 STAVBE";2013;"599650788";"334389964";"z";"z";"15195711";"139593844"
"613";"Pravna oseba";"1 STAVBE";2014;"528138792";"257361382";"z";"z";"12723064";"146404100"
"614";"Pravna oseba";"1 STAVBE";2015;"582082802";"308577586";"14507753";"114373997";"5687336";"138936130"
"615";"Pravna oseba";"1 STAVBE";2016;"570339444";"290935245";"15862510";"104302042";"6148952";"153090695"
"616";"Pravna oseba";"1 STAVBE";2017;"793820521";"468443701";"16368084";"122225306";"3871226";"182912203"
"617";"Pravna oseba";"11 STANOVANJSKE STAVBE";2010;"185135210";"165329680";"z";"z";"8901805";"z"
"618";"Pravna oseba";"11 STANOVANJSKE STAVBE";2011;"172016339";"143415688";"z";"z";"z";"z"
"619";"Pravna oseba";"11 STANOVANJSKE STAVBE";2012;"116754709";"81985808";"z";"8500784";"z";"24233651"
"620";"Pravna oseba";"11 STANOVANJSKE STAVBE";2013;"102531413";"56781985";"z";"z";"1678123";"31117748"
"621";"Pravna oseba";"11 STANOVANJSKE STAVBE";2014;"76900625";"41193835";"15187";"z";"z";"30596140"
"622";"Pravna oseba";"11 STANOVANJSKE STAVBE";2015;"111969327";"62906769";"z";"8230572";"z";"40026829"
"623";"Pravna oseba";"11 STANOVANJSKE STAVBE";2016;"110279877";"51981368";"466809";"12809281";"1458530";"43563888"
"624";"Pravna oseba";"11 STANOVANJSKE STAVBE";2017;"160187529";"108643039";"z";"14305910";"z";"35935429"
"625";"Pravna oseba";"111 Enostanovanjske stavbe";2010;"z";"z";"z";"z";"z";"z"
"626";"Pravna oseba";"111 Enostanovanjske stavbe";2011;"z";"z";"z";"z";"z";"z"
"627";"Pravna oseba";"111 Enostanovanjske stavbe";2012;"15372879";"12202891";"z";"1141924";"z";"1892110"
"628";"Pravna oseba";"111 Enostanovanjske stavbe";2013;"13746085";"9201688";NA;"z";"z";"4087623"
"629";"Pravna oseba";"111 Enostanovanjske stavbe";2014;"17846020";"11449212";"z";"595874";"z";"5784575"
"630";"Pravna oseba";"111 Enostanovanjske stavbe";2015;"12686678";"6221172";"z";"1694613";"z";"4569197"
"631";"Pravna oseba";"111 Enostanovanjske stavbe";2016;"17545228";"12092654";"30565";"1401479";"12556";"4007974"
"632";"Pravna oseba";"111 Enostanovanjske stavbe";2017;"28660118";"22252247";"47377";"1178859";"145722";"5035914"
"633";"Pravna oseba";"1110 Enostanovanjske stavbe";2010;"z";"z";"z";"z";"z";"z"
"634";"Pravna oseba";"1110 Enostanovanjske stavbe";2011;"z";"z";"z";"z";"z";"z"
"635";"Pravna oseba";"1110 Enostanovanjske stavbe";2012;"15372879";"12202891";"z";"1141924";"z";"1892110"
"636";"Pravna oseba";"1110 Enostanovanjske stavbe";2013;"13746085";"9201688";NA;"z";"z";"4087623"
"637";"Pravna oseba";"1110 Enostanovanjske stavbe";2014;"17846020";"11449212";"z";"595874";"z";"5784575"
"638";"Pravna oseba";"1110 Enostanovanjske stavbe";2015;"12686678";"6221172";"z";"1694613";"z";"4569197"
"639";"Pravna oseba";"1110 Enostanovanjske stavbe";2016;"17545228";"12092654";"30565";"1401479";"12556";"4007974"
"640";"Pravna oseba";"1110 Enostanovanjske stavbe";2017;"28660118";"22252247";"47377";"1178859";"145722";"5035914"
"641";"Pravna oseba";"112 Večstanovanjske stavbe";2010;"140176150";"127602842";"z";"z";"z";"z"
"642";"Pravna oseba";"112 Večstanovanjske stavbe";2011;"123818676";"104002248";NA;"3973893";"12995915";"2846619"
"643";"Pravna oseba";"112 Večstanovanjske stavbe";2012;"69852929";"51114882";"z";"1644787";"z";"16692041"
"644";"Pravna oseba";"112 Večstanovanjske stavbe";2013;"70773824";"43142001";"z";"z";"z";"22810845"
"645";"Pravna oseba";"112 Večstanovanjske stavbe";2014;"45113134";"20835294";"z";"z";"z";"21622648"
"646";"Pravna oseba";"112 Večstanovanjske stavbe";2015;"79631679";"45394330";"z";"3563586";"z";"30109859"
"647";"Pravna oseba";"112 Večstanovanjske stavbe";2016;"77200587";"33812264";"z";"10034828";"z";"32314491"
"648";"Pravna oseba";"112 Večstanovanjske stavbe";2017;"107693985";"69918037";"z";"z";"z";"26967021"
"649";"Pravna oseba";"1121 Dvostanovanjske stavbe";2010;"5731089";"5147674";NA;NA;"z";"z"
"650";"Pravna oseba";"1121 Dvostanovanjske stavbe";2011;"3517732";"3324555";NA;"z";"73861";"z"
"651";"Pravna oseba";"1121 Dvostanovanjske stavbe";2012;"2844113";"2559539";NA;"36185";NA;"248389"
"652";"Pravna oseba";"1121 Dvostanovanjske stavbe";2013;"4939458";"3183248";"z";"z";NA;"1691439"
"653";"Pravna oseba";"1121 Dvostanovanjske stavbe";2014;"1027913";"780957";NA;"65670";NA;"181286"
"654";"Pravna oseba";"1121 Dvostanovanjske stavbe";2015;"2159852";"1633777";NA;"z";"z";"224965"
"655";"Pravna oseba";"1121 Dvostanovanjske stavbe";2016;"3964565";"2270291";NA;"597215";NA;"1097058"
"656";"Pravna oseba";"1121 Dvostanovanjske stavbe";2017;"3628810";"2901030";"z";"z";NA;"466998"
"657";"Pravna oseba";"1122 Tri- in večstanovanjske stavbe";2010;"134445061";"122455168";"z";"z";"z";"z"
"658";"Pravna oseba";"1122 Tri- in večstanovanjske stavbe";2011;"120300944";"100677694";NA;"z";"12922055";"z"
"659";"Pravna oseba";"1122 Tri- in večstanovanjske stavbe";2012;"67008816";"48555343";"z";"1608602";"z";"16443652"
"660";"Pravna oseba";"1122 Tri- in večstanovanjske stavbe";2013;"65834367";"39958753";NA;"z";"z";"21119405"
"661";"Pravna oseba";"1122 Tri- in večstanovanjske stavbe";2014;"44085221";"20054338";"z";"z";"z";"21441362"
"662";"Pravna oseba";"1122 Tri- in večstanovanjske stavbe";2015;"77471827";"43760552";"z";"z";"z";"29884894"
"663";"Pravna oseba";"1122 Tri- in večstanovanjske stavbe";2016;"73236022";"31541973";"z";"9437613";"z";"31217432"
"664";"Pravna oseba";"1122 Tri- in večstanovanjske stavbe";2017;"104065175";"67017007";"z";"z";"z";"26500023"
"665";"Pravna oseba";"113 Stanovanjske stavbe za posebne družbene skupine";2010;"z";"z";NA;"z";"z";"z"
"666";"Pravna oseba";"113 Stanovanjske stavbe za posebne družbene skupine";2011;"z";"z";NA;"1176027";"2350190";"z"
"667";"Pravna oseba";"113 Stanovanjske stavbe za posebne družbene skupine";2012;"31528902";"18668035";"z";"5714073";"z";"5649500"
"668";"Pravna oseba";"113 Stanovanjske stavbe za posebne družbene skupine";2013;"18011503";"4438295";"z";"8131976";"z";"4219280"
"669";"Pravna oseba";"113 Stanovanjske stavbe za posebne družbene skupine";2014;"13941471";"8909329";NA;"z";"z";"3188917"
"670";"Pravna oseba";"113 Stanovanjske stavbe za posebne družbene skupine";2015;"19650969";"11291268";"z";"2972373";"z";"5347773"
"671";"Pravna oseba";"113 Stanovanjske stavbe za posebne družbene skupine";2016;"15534063";"6076450";"z";"1372974";"z";"7241423"
"672";"Pravna oseba";"113 Stanovanjske stavbe za posebne družbene skupine";2017;"23833426";"16472756";"z";"z";NA;"3932493"
"673";"Pravna oseba";"1130 Stanovanjske stavbe za posebne družbene skupine";2010;"z";"z";NA;"z";"z";"z"
"674";"Pravna oseba";"1130 Stanovanjske stavbe za posebne družbene skupine";2011;"z";"z";NA;"1176027";"2350190";"z"
"675";"Pravna oseba";"1130 Stanovanjske stavbe za posebne družbene skupine";2012;"31528902";"18668035";"z";"5714073";"z";"5649500"
"676";"Pravna oseba";"1130 Stanovanjske stavbe za posebne družbene skupine";2013;"18011503";"4438295";"z";"8131976";"z";"4219280"
"677";"Pravna oseba";"1130 Stanovanjske stavbe za posebne družbene skupine";2014;"13941471";"8909329";NA;"z";"z";"3188917"
"678";"Pravna oseba";"1130 Stanovanjske stavbe za posebne družbene skupine";2015;"19650969";"11291268";"z";"2972373";"z";"5347773"
"679";"Pravna oseba";"1130 Stanovanjske stavbe za posebne družbene skupine";2016;"15534063";"6076450";"z";"1372974";"z";"7241423"
"680";"Pravna oseba";"1130 Stanovanjske stavbe za posebne družbene skupine";2017;"23833426";"16472756";"z";"z";NA;"3932493"
"681";"Pravna oseba";"12 NESTANOVANJSKE STAVBE";2010;"959707238";"734849843";"21917320";"102536673";"67489862";"32913540"
"682";"Pravna oseba";"12 NESTANOVANJSKE STAVBE";2011;"679393912";"452047700";"z";"z";"z";"z"
"683";"Pravna oseba";"12 NESTANOVANJSKE STAVBE";2012;"589273403";"345978959";"z";"99801393";"z";"120792680"
"684";"Pravna oseba";"12 NESTANOVANJSKE STAVBE";2013;"497119375";"277607980";"8000707";"89517004";"13517588";"108476096"
"685";"Pravna oseba";"12 NESTANOVANJSKE STAVBE";2014;"451238168";"216167547";"z";"98275632";"z";"115807960"
"686";"Pravna oseba";"12 NESTANOVANJSKE STAVBE";2015;"470113475";"245670817";"z";"106143425";"z";"98909300"
"687";"Pravna oseba";"12 NESTANOVANJSKE STAVBE";2016;"460059567";"238953877";"15395700";"91492761";"4690422";"109526808"
"688";"Pravna oseba";"12 NESTANOVANJSKE STAVBE";2017;"633632992";"359800661";"z";"107919396";"z";"146976774"
"689";"Pravna oseba";"121 Gostinske stavbe";2010;"78686302";"z";"z";"z";"z";"z"
"690";"Pravna oseba";"121 Gostinske stavbe";2011;"35373594";"z";"z";"z";"z";"z"
"691";"Pravna oseba";"121 Gostinske stavbe";2012;"18461215";"3575142";"4690183";"z";"z";"z"
"692";"Pravna oseba";"121 Gostinske stavbe";2013;"15141510";"z";"z";"z";"z";"6068969"
"693";"Pravna oseba";"121 Gostinske stavbe";2014;"16270818";"7557370";"19032";"z";"z";"z"
"694";"Pravna oseba";"121 Gostinske stavbe";2015;"z";"12584857";"z";"z";"32626";"z"
"695";"Pravna oseba";"121 Gostinske stavbe";2016;"36627335";"21262758";"z";"9864549";"z";"5396925"
"696";"Pravna oseba";"121 Gostinske stavbe";2017;"47261802";"30599171";"145954";"9824119";"278330";"6414228"
"697";"Pravna oseba";"1211 Hotelske in podobne gostinske stavbe";2010;"z";"z";"z";"z";"z";"z"
"698";"Pravna oseba";"1211 Hotelske in podobne gostinske stavbe";2011;"34649002";"z";"z";"z";"z";"z"
"699";"Pravna oseba";"1211 Hotelske in podobne gostinske stavbe";2012;"z";"z";"4690183";"z";"z";"z"
"700";"Pravna oseba";"1211 Hotelske in podobne gostinske stavbe";2013;"14824630";"z";"z";"z";"z";"z"
"701";"Pravna oseba";"1211 Hotelske in podobne gostinske stavbe";2014;"z";"z";"19032";"z";"z";"z"
"702";"Pravna oseba";"1211 Hotelske in podobne gostinske stavbe";2015;"16971178";"z";"z";"z";"z";"z"
"703";"Pravna oseba";"1211 Hotelske in podobne gostinske stavbe";2016;"35040057";"z";"z";"9533397";"z";"z"
"704";"Pravna oseba";"1211 Hotelske in podobne gostinske stavbe";2017;"45113443";"29124066";"z";"9572480";"278330";"z"
"705";"Pravna oseba";"1212 Druge gostinske stavbe za kratkotrajno nastanitev";2010;"z";"z";NA;"z";"z";NA
"706";"Pravna oseba";"1212 Druge gostinske stavbe za kratkotrajno nastanitev";2011;"724593";"z";NA;"z";"z";"z"
"707";"Pravna oseba";"1212 Druge gostinske stavbe za kratkotrajno nastanitev";2012;"z";"z";NA;"z";NA;"726906"
"708";"Pravna oseba";"1212 Druge gostinske stavbe za kratkotrajno nastanitev";2013;"316880";"47545";"z";"z";NA;"z"
"709";"Pravna oseba";"1212 Druge gostinske stavbe za kratkotrajno nastanitev";2014;"z";"z";NA;"z";"z";"z"
"710";"Pravna oseba";"1212 Druge gostinske stavbe za kratkotrajno nastanitev";2015;"z";"z";NA;"6571";"z";"z"
"711";"Pravna oseba";"1212 Druge gostinske stavbe za kratkotrajno nastanitev";2016;"1587278";"z";NA;"331152";NA;"z"
"712";"Pravna oseba";"1212 Druge gostinske stavbe za kratkotrajno nastanitev";2017;"2148359";"1475105";"z";"251639";NA;"z"
"713";"Pravna oseba";"122 Poslovne in upravne stavbe";2010;"z";"z";"2235290";"z";"z";"z"
"714";"Pravna oseba";"122 Poslovne in upravne stavbe";2011;"111144900";"z";"3439374";"z";"22201434";"6169639"
"715";"Pravna oseba";"122 Poslovne in upravne stavbe";2012;"123445547";"54981350";"z";"z";"z";"30813515"
"716";"Pravna oseba";"122 Poslovne in upravne stavbe";2013;"79496132";"z";"429952";"z";"5552977";"z"
"717";"Pravna oseba";"122 Poslovne in upravne stavbe";2014;"94793699";"z";"808280";"30846755";"z";"z"
"718";"Pravna oseba";"122 Poslovne in upravne stavbe";2015;"77088315";"30135992";"z";"z";"304726";"26833983"
"719";"Pravna oseba";"122 Poslovne in upravne stavbe";2016;"89324612";"z";"z";"16363913";"575240";"z"
"720";"Pravna oseba";"122 Poslovne in upravne stavbe";2017;"111444442";"41305556";"z";"z";"238842";"44714784"
"721";"Pravna oseba";"1220 Poslovne in upravne stavbe";2010;"z";"z";"2235290";"z";"z";"z"
"722";"Pravna oseba";"1220 Poslovne in upravne stavbe";2011;"111144900";"z";"3439374";"z";"22201434";"6169639"
"723";"Pravna oseba";"1220 Poslovne in upravne stavbe";2012;"123445547";"54981350";"z";"z";"z";"30813515"
"724";"Pravna oseba";"1220 Poslovne in upravne stavbe";2013;"79496132";"z";"429952";"z";"5552977";"z"
"725";"Pravna oseba";"1220 Poslovne in upravne stavbe";2014;"94793699";"z";"808280";"30846755";"z";"z"
"726";"Pravna oseba";"1220 Poslovne in upravne stavbe";2015;"77088315";"30135992";"z";"z";"304726";"26833983"
"727";"Pravna oseba";"1220 Poslovne in upravne stavbe";2016;"89324612";"z";"z";"16363913";"575240";"z"
"728";"Pravna oseba";"1220 Poslovne in upravne stavbe";2017;"111444442";"41305556";"z";"z";"238842";"44714784"
"729";"Pravna oseba";"123 Trgovske stavbe in stavbe za storitvene dejavnosti";2010;"z";"z";"z";"z";"8537208";"3838588"
"730";"Pravna oseba";"123 Trgovske stavbe in stavbe za storitvene dejavnosti";2011;"z";"107581786";"1522723";"8735508";"z";"z"
"731";"Pravna oseba";"123 Trgovske stavbe in stavbe za storitvene dejavnosti";2012;"120771826";"91435571";"z";"14417783";"z";"14602745"
"732";"Pravna oseba";"123 Trgovske stavbe in stavbe za storitvene dejavnosti";2013;"69993237";"44251737";"z";"z";"z";"z"
"733";"Pravna oseba";"123 Trgovske stavbe in stavbe za storitvene dejavnosti";2014;"55111086";"29151917";"z";"12898594";"291083";"z"
"734";"Pravna oseba";"123 Trgovske stavbe in stavbe za storitvene dejavnosti";2015;"79252979";"42714418";"z";"18179113";"z";"15819488"
"735";"Pravna oseba";"123 Trgovske stavbe in stavbe za storitvene dejavnosti";2016;"90180718";"50341756";"4811945";"22783260";"268590";"11975167"
"736";"Pravna oseba";"123 Trgovske stavbe in stavbe za storitvene dejavnosti";2017;"129424893";"85393095";"2999103";"25136023";"829469";"15067203"
"737";"Pravna oseba";"1230 Trgovske stavbe in stavbe za storitvene dejavnosti";2010;"z";"z";"z";"z";"8537208";"3838588"
"738";"Pravna oseba";"1230 Trgovske stavbe in stavbe za storitvene dejavnosti";2011;"z";"107581786";"1522723";"8735508";"z";"z"
"739";"Pravna oseba";"1230 Trgovske stavbe in stavbe za storitvene dejavnosti";2012;"120771826";"91435571";"z";"14417783";"z";"14602745"
"740";"Pravna oseba";"1230 Trgovske stavbe in stavbe za storitvene dejavnosti";2013;"69993237";"44251737";"z";"z";"z";"z"
"741";"Pravna oseba";"1230 Trgovske stavbe in stavbe za storitvene dejavnosti";2014;"55111086";"29151917";"z";"12898594";"291083";"z"
"742";"Pravna oseba";"1230 Trgovske stavbe in stavbe za storitvene dejavnosti";2015;"79252979";"42714418";"z";"18179113";"z";"15819488"
"743";"Pravna oseba";"1230 Trgovske stavbe in stavbe za storitvene dejavnosti";2016;"90180718";"50341756";"4811945";"22783260";"268590";"11975167"
"744";"Pravna oseba";"1230 Trgovske stavbe in stavbe za storitvene dejavnosti";2017;"129424893";"85393095";"2999103";"25136023";"829469";"15067203"
"745";"Pravna oseba";"124 Stavbe za promet in stavbe za izvajanje komunikacij";2010;"106580676";"z";"z";"z";"z";"5187627"
"746";"Pravna oseba";"124 Stavbe za promet in stavbe za izvajanje komunikacij";2011;"z";"22709345";NA;"984857";"z";"z"
"747";"Pravna oseba";"124 Stavbe za promet in stavbe za izvajanje komunikacij";2012;"13064483";"z";NA;"z";NA;"6566246"
"748";"Pravna oseba";"124 Stavbe za promet in stavbe za izvajanje komunikacij";2013;"z";"z";NA;"z";"z";"5305115"
"749";"Pravna oseba";"124 Stavbe za promet in stavbe za izvajanje komunikacij";2014;"9145655";"3507857";"z";"z";"z";"5259182"
"750";"Pravna oseba";"124 Stavbe za promet in stavbe za izvajanje komunikacij";2015;"8507337";"3297480";"z";"687707";"z";"4471798"
"751";"Pravna oseba";"124 Stavbe za promet in stavbe za izvajanje komunikacij";2016;"5727275";"2258777";"32465";"57365";NA;"3378668"
"752";"Pravna oseba";"124 Stavbe za promet in stavbe za izvajanje komunikacij";2017;"z";"z";"z";"z";NA;"4362236"
"753";"Pravna oseba";"1241 Postajna poslopja, terminali, stavbe za izvajanje komunikacij ter z njimi povezane stavbe";2010;"16680871";"8659068";"z";"z";"1425515";"5187627"
"754";"Pravna oseba";"1241 Postajna poslopja, terminali, stavbe za izvajanje komunikacij ter z njimi povezane stavbe";2011;"15305364";"7479144";NA;"z";"z";"4956211"
