"";"Občine";"Leto";"Spol";"Izobrazba...SKUPAJ";"Osnovnošolska.ali.manj";"Srednješolska";"Višješolska..visokošolska";"Neznano"
"7321";"Turnišče";2013;"Spol - SKUPAJ";1225;"188";799;"238";NA
"7322";"Turnišče";2013;"Moški";681;"101";472;"108";NA
"7323";"Turnišče";2013;"Ženske";544;"87";327;"130";NA
"7324";"Turnišče";2014;"Spol - SKUPAJ";1200;"171";790;"239";NA
"7325";"Turnišče";2014;"Moški";676;"97";473;"106";NA
"7326";"Turnišče";2014;"Ženske";524;"74";317;"133";NA
"7327";"Turnišče";2015;"Spol - SKUPAJ";1189;"149";787;"253";NA
"7328";"Turnišče";2015;"Moški";665;"80";476;"109";NA
"7329";"Turnišče";2015;"Ženske";524;"69";311;"144";NA
"7330";"Turnišče";2016;"Spol - SKUPAJ";1222;"142";826;"254";NA
"7331";"Turnišče";2016;"Moški";682;"73";502;"107";NA
"7332";"Turnišče";2016;"Ženske";540;"69";324;"147";NA
"7333";"Turnišče";2017;"Spol - SKUPAJ";1225;"141";799;"285";NA
"7334";"Turnišče";2017;"Moški";669;"70";479;"120";NA
"7335";"Turnišče";2017;"Ženske";556;"71";320;"165";NA
"7336";"Velenje";2005;"Spol - SKUPAJ";15240;"3705";8950;"2533";52
"7337";"Velenje";2005;"Moški";8560;"1805";5581;"1152";22
"7338";"Velenje";2005;"Ženske";6680;"1900";3369;"1381";30
"7339";"Velenje";2006;"Spol - SKUPAJ";15474;"3628";9080;"2722";45
"7340";"Velenje";2006;"Moški";8742;"1789";5717;"1220";17
"7341";"Velenje";2006;"Ženske";6732;"1839";3363;"1502";28
"7342";"Velenje";2007;"Spol - SKUPAJ";16029;"3867";9252;"2868";42
"7343";"Velenje";2007;"Moški";9263;"2115";5861;"1270";18
"7344";"Velenje";2007;"Ženske";6766;"1752";3392;"1598";24
"7345";"Velenje";2008;"Spol - SKUPAJ";15791;"3622";9133;"2991";45
"7346";"Velenje";2008;"Moški";9025;"1945";5757;"1304";19
"7347";"Velenje";2008;"Ženske";6766;"1677";3376;"1687";25
"7348";"Velenje";2009;"Spol - SKUPAJ";14544;"2781";8664;"3075";24
"7349";"Velenje";2009;"Moški";8089;"1349";5402;"1324";13
"7350";"Velenje";2009;"Ženske";6455;"1432";3262;"1750";11
"7351";"Velenje";2010;"Spol - SKUPAJ";13335;"2249";7962;"3107";17
"7352";"Velenje";2010;"Moški";7229;"1018";4881;"1321";9
"7353";"Velenje";2010;"Ženske";6106;"1231";3081;"1786";8
"7354";"Velenje";2011;"Spol - SKUPAJ";13193;"2105";7837;"3251";NA
"7355";"Velenje";2011;"Moški";7140;"909";4857;"1374";NA
"7356";"Velenje";2011;"Ženske";6053;"1196";2980;"1877";NA
"7357";"Velenje";2012;"Spol - SKUPAJ";12901;"1830";7711;"3360";NA
"7358";"Velenje";2012;"Moški";6994;"751";4834;"1409";NA
"7359";"Velenje";2012;"Ženske";5907;"1079";2877;"1951";NA
"7360";"Velenje";2013;"Spol - SKUPAJ";12754;"1690";7608;"3456";NA
"7361";"Velenje";2013;"Moški";6937;"680";4795;"1462";NA
"7362";"Velenje";2013;"Ženske";5817;"1010";2813;"1994";NA
"7363";"Velenje";2014;"Spol - SKUPAJ";12547;"1604";7382;"3561";NA
"7364";"Velenje";2014;"Moški";6796;"611";4650;"1535";NA
"7365";"Velenje";2014;"Ženske";5751;"993";2732;"2026";NA
"7366";"Velenje";2015;"Spol - SKUPAJ";12647;"1542";7429;"3676";NA
"7367";"Velenje";2015;"Moški";6836;"604";4665;"1567";NA
"7368";"Velenje";2015;"Ženske";5811;"938";2764;"2109";NA
"7369";"Velenje";2016;"Spol - SKUPAJ";13034;"1492";7664;"3878";NA
"7370";"Velenje";2016;"Moški";6986;"580";4775;"1631";NA
"7371";"Velenje";2016;"Ženske";6048;"912";2889;"2247";NA
"7372";"Velenje";2017;"Spol - SKUPAJ";13439;"1560";7761;"4118";NA
"7373";"Velenje";2017;"Moški";7239;"658";4838;"1743";NA
"7374";"Velenje";2017;"Ženske";6200;"902";2923;"2375";NA
"7375";"Velika Polana";2005;"Spol - SKUPAJ";532;"165";293;"66";8
"7376";"Velika Polana";2005;"Moški";343;"114";193;"30";6
"7377";"Velika Polana";2005;"Ženske";190;"51";100;"36";2
"7378";"Velika Polana";2006;"Spol - SKUPAJ";590;"186";324;"72";8
"7379";"Velika Polana";2006;"Moški";360;"116";205;"34";6
"7380";"Velika Polana";2006;"Ženske";230;"71";119;"38";2
"7381";"Velika Polana";2007;"Spol - SKUPAJ";597;"184";330;"74";10
"7382";"Velika Polana";2007;"Moški";371;"116";213;"35";7
"7383";"Velika Polana";2007;"Ženske";226;"68";117;"39";3
"7384";"Velika Polana";2008;"Spol - SKUPAJ";599;"181";333;"74";10
"7385";"Velika Polana";2008;"Moški";360;"113";208;"32";7
"7386";"Velika Polana";2008;"Ženske";238;"68";125;"42";3
"7387";"Velika Polana";2009;"Spol - SKUPAJ";552;"130";325;"81";16
"7388";"Velika Polana";2009;"Moški";337;"82";210;"29";16
"7389";"Velika Polana";2009;"Ženske";215;"48";115;"52";NA
"7390";"Velika Polana";2010;"Spol - SKUPAJ";537;"112";322;"81";22
"7391";"Velika Polana";2010;"Moški";329;"69";211;"30";19
"7392";"Velika Polana";2010;"Ženske";208;"43";111;"51";3
"7393";"Velika Polana";2011;"Spol - SKUPAJ";559;"142";332;"85";NA
"7394";"Velika Polana";2011;"Moški";331;"83";215;"33";NA
"7395";"Velika Polana";2011;"Ženske";228;"59";117;"52";NA
"7396";"Velika Polana";2012;"Spol - SKUPAJ";561;"118";352;"91";NA
"7397";"Velika Polana";2012;"Moški";339;"73";230;"36";NA
"7398";"Velika Polana";2012;"Ženske";222;"45";122;"55";NA
"7399";"Velika Polana";2013;"Spol - SKUPAJ";553;"110";342;"101";NA
"7400";"Velika Polana";2013;"Moški";319;"65";216;"38";NA
"7401";"Velika Polana";2013;"Ženske";234;"45";126;"63";NA
"7402";"Velika Polana";2014;"Spol - SKUPAJ";539;"95";342;"102";NA
"7403";"Velika Polana";2014;"Moški";313;"56";221;"36";NA
"7404";"Velika Polana";2014;"Ženske";226;"39";121;"66";NA
"7405";"Velika Polana";2015;"Spol - SKUPAJ";541;"84";352;"105";NA
"7406";"Velika Polana";2015;"Moški";311;"50";223;"38";NA
"7407";"Velika Polana";2015;"Ženske";230;"34";129;"67";NA
"7408";"Velika Polana";2016;"Spol - SKUPAJ";542;"75";354;"113";NA
"7409";"Velika Polana";2016;"Moški";306;"42";224;"40";NA
"7410";"Velika Polana";2016;"Ženske";236;"33";130;"73";NA
"7411";"Velika Polana";2017;"Spol - SKUPAJ";575;"84";363;"128";NA
"7412";"Velika Polana";2017;"Moški";325;"45";233;"47";NA
"7413";"Velika Polana";2017;"Ženske";250;"39";130;"81";NA
"7414";"Velike Lašče";2005;"Spol - SKUPAJ";1740;"351";1071;"302";16
"7415";"Velike Lašče";2005;"Moški";1006;"224";650;"123";9
"7416";"Velike Lašče";2005;"Ženske";734;"127";421;"179";7
"7417";"Velike Lašče";2006;"Spol - SKUPAJ";1803;"353";1104;"332";15
"7418";"Velike Lašče";2006;"Moški";1041;"229";671;"131";10
"7419";"Velike Lašče";2006;"Ženske";762;"124";433;"201";5
"7420";"Velike Lašče";2007;"Spol - SKUPAJ";1855;"353";1131;"358";14
"7421";"Velike Lašče";2007;"Moški";1066;"230";689;"139";8
"7422";"Velike Lašče";2007;"Ženske";788;"122";441;"219";6
"7423";"Velike Lašče";2008;"Spol - SKUPAJ";1912;"367";1153;"382";11
"7424";"Velike Lašče";2008;"Moški";1093;"249";694;"146";4
"7425";"Velike Lašče";2008;"Ženske";819;"118";458;"236";7
"7426";"Velike Lašče";2009;"Spol - SKUPAJ";1880;"280";1191;"402";7
"7427";"Velike Lašče";2009;"Moški";1069;"180";731;"155";3
"7428";"Velike Lašče";2009;"Ženske";811;"100";460;"247";3
"7429";"Velike Lašče";2010;"Spol - SKUPAJ";1771;"233";1114;"418";6
"7430";"Velike Lašče";2010;"Moški";994;"150";680;"161";3
"7431";"Velike Lašče";2010;"Ženske";777;"83";434;"257";3
"7432";"Velike Lašče";2011;"Spol - SKUPAJ";1806;"212";1135;"459";NA
"7433";"Velike Lašče";2011;"Moški";1000;"127";697;"176";NA
"7434";"Velike Lašče";2011;"Ženske";806;"85";438;"283";NA
"7435";"Velike Lašče";2012;"Spol - SKUPAJ";1708;"147";1072;"489";NA
"7436";"Velike Lašče";2012;"Moški";926;"84";656;"186";NA
"7437";"Velike Lašče";2012;"Ženske";782;"63";416;"303";NA
"7438";"Velike Lašče";2013;"Spol - SKUPAJ";1699;"134";1059;"506";NA
"7439";"Velike Lašče";2013;"Moški";921;"72";656;"193";NA
"7440";"Velike Lašče";2013;"Ženske";778;"62";403;"313";NA
"7441";"Velike Lašče";2014;"Spol - SKUPAJ";1702;"126";1043;"533";NA
"7442";"Velike Lašče";2014;"Moški";912;"71";639;"202";NA
"7443";"Velike Lašče";2014;"Ženske";790;"55";404;"331";NA
"7444";"Velike Lašče";2015;"Spol - SKUPAJ";1753;"117";1072;"564";NA
"7445";"Velike Lašče";2015;"Moški";945;"66";664;"215";NA
"7446";"Velike Lašče";2015;"Ženske";808;"51";408;"349";NA
"7447";"Velike Lašče";2016;"Spol - SKUPAJ";1792;"107";1073;"612";NA
"7448";"Velike Lašče";2016;"Moški";949;"56";665;"228";NA
"7449";"Velike Lašče";2016;"Ženske";843;"51";408;"384";NA
"7450";"Velike Lašče";2017;"Spol - SKUPAJ";1866;"113";1093;"660";NA
"7451";"Velike Lašče";2017;"Moški";1006;"63";686;"257";NA
"7452";"Velike Lašče";2017;"Ženske";860;"50";407;"403";NA
"7453";"Veržej";2005;"Spol - SKUPAJ";502;"93";308;"94";6
"7454";"Veržej";2005;"Moški";277;"56";177;"40";3
"7455";"Veržej";2005;"Ženske";225;"37";131;"54";3
"7456";"Veržej";2006;"Spol - SKUPAJ";515;"87";316;"106";5
"7457";"Veržej";2006;"Moški";277;"47";183;"44";3
"7458";"Veržej";2006;"Ženske";238;"40";134;"62";2
"7459";"Veržej";2007;"Spol - SKUPAJ";523;"91";324;"103";5
"7460";"Veržej";2007;"Moški";288;"52";187;"45";4
"7461";"Veržej";2007;"Ženske";235;"39";137;"58";1
"7462";"Veržej";2008;"Spol - SKUPAJ";524;"87";322;"110";5
"7463";"Veržej";2008;"Moški";292;"52";190;"47";4
"7464";"Veržej";2008;"Ženske";232;"35";132;"63";1
"7465";"Veržej";2009;"Spol - SKUPAJ";487;"70";307;"108";2
"7466";"Veržej";2009;"Moški";275;"42";186;"47";1
"7467";"Veržej";2009;"Ženske";212;"29";122;"61";1
"7468";"Veržej";2010;"Spol - SKUPAJ";475;"62";300;"112";1
"7469";"Veržej";2010;"Moški";264;"36";181;"47";NA
"7470";"Veržej";2010;"Ženske";211;"26";119;"65";1
"7471";"Veržej";2011;"Spol - SKUPAJ";466;"55";295;"116";NA
"7472";"Veržej";2011;"Moški";253;"32";176;"45";NA
"7473";"Veržej";2011;"Ženske";213;"23";119;"71";NA
"7474";"Veržej";2012;"Spol - SKUPAJ";459;"50";286;"123";NA
"7475";"Veržej";2012;"Moški";246;"28";171;"47";NA
"7476";"Veržej";2012;"Ženske";213;"22";115;"76";NA
"7477";"Veržej";2013;"Spol - SKUPAJ";455;"51";287;"117";NA
"7478";"Veržej";2013;"Moški";245;"30";170;"45";NA
"7479";"Veržej";2013;"Ženske";210;"21";117;"72";NA
"7480";"Veržej";2014;"Spol - SKUPAJ";462;"50";293;"119";NA
"7481";"Veržej";2014;"Moški";253;"28";179;"46";NA
"7482";"Veržej";2014;"Ženske";209;"22";114;"73";NA
"7483";"Veržej";2015;"Spol - SKUPAJ";475;"45";298;"132";NA
"7484";"Veržej";2015;"Moški";254;"25";178;"51";NA
"7485";"Veržej";2015;"Ženske";221;"20";120;"81";NA
"7486";"Veržej";2016;"Spol - SKUPAJ";479;"39";305;"135";NA
"7487";"Veržej";2016;"Moški";255;"20";187;"48";NA
"7488";"Veržej";2016;"Ženske";224;"19";118;"87";NA
"7489";"Veržej";2017;"Spol - SKUPAJ";488;"38";300;"150";NA
"7490";"Veržej";2017;"Moški";252;"21";177;"54";NA
"7491";"Veržej";2017;"Ženske";236;"17";123;"96";NA
"7492";"Videm";2005;"Spol - SKUPAJ";2258;"664";1346;"196";52
"7493";"Videm";2005;"Moški";1328;"414";792;"88";34
"7494";"Videm";2005;"Ženske";930;"251";553;"108";18
"7495";"Videm";2006;"Spol - SKUPAJ";2334;"653";1405;"218";58
"7496";"Videm";2006;"Moški";1358;"407";818;"93";40
"7497";"Videm";2006;"Ženske";976;"246";587;"125";18
"7498";"Videm";2007;"Spol - SKUPAJ";2431;"653";1479;"240";60
"7499";"Videm";2007;"Moški";1416;"420";852;"103";42
"7500";"Videm";2007;"Ženske";1014;"233";627;"137";17
"7501";"Videm";2008;"Spol - SKUPAJ";2489;"650";1523;"262";54
"7502";"Videm";2008;"Moški";1464;"407";912;"108";37
"7503";"Videm";2008;"Ženske";1025;"243";612;"154";17
"7504";"Videm";2009;"Spol - SKUPAJ";2371;"527";1524;"278";42
"7505";"Videm";2009;"Moški";1398;"335";908;"121";33
"7506";"Videm";2009;"Ženske";973;"192";615;"156";9
"7507";"Videm";2010;"Spol - SKUPAJ";2314;"458";1523;"306";27
"7508";"Videm";2010;"Moški";1329;"279";901;"126";23
"7509";"Videm";2010;"Ženske";985;"179";622;"180";4
"7510";"Videm";2011;"Spol - SKUPAJ";2398;"479";1571;"348";NA
"7511";"Videm";2011;"Moški";1353;"281";916;"156";NA
"7512";"Videm";2011;"Ženske";1045;"198";655;"192";NA
"7513";"Videm";2012;"Spol - SKUPAJ";2311;"404";1541;"366";NA
"7514";"Videm";2012;"Moški";1301;"237";897;"167";NA
"7515";"Videm";2012;"Ženske";1010;"167";644;"199";NA
"7516";"Videm";2013;"Spol - SKUPAJ";2379;"410";1578;"391";NA
"7517";"Videm";2013;"Moški";1352;"236";946;"170";NA
"7518";"Videm";2013;"Ženske";1027;"174";632;"221";NA
"7519";"Videm";2014;"Spol - SKUPAJ";2418;"401";1603;"414";NA
"7520";"Videm";2014;"Moški";1380;"231";962;"187";NA
"7521";"Videm";2014;"Ženske";1038;"170";641;"227";NA
"7522";"Videm";2015;"Spol - SKUPAJ";2356;"343";1593;"420";NA
"7523";"Videm";2015;"Moški";1327;"194";942;"191";NA
"7524";"Videm";2015;"Ženske";1029;"149";651;"229";NA
"7525";"Videm";2016;"Spol - SKUPAJ";2394;"310";1631;"453";NA
"7526";"Videm";2016;"Moški";1349;"178";971;"200";NA
"7527";"Videm";2016;"Ženske";1045;"132";660;"253";NA
"7528";"Videm";2017;"Spol - SKUPAJ";2424;"296";1647;"481";NA
"7529";"Videm";2017;"Moški";1360;"165";981;"214";NA
"7530";"Videm";2017;"Ženske";1064;"131";666;"267";NA
"7531";"Vipava";2005;"Spol - SKUPAJ";2086;"398";1187;"457";44
"7532";"Vipava";2005;"Moški";1205;"247";737;"192";30
"7533";"Vipava";2005;"Ženske";880;"151";450;"265";14
"7534";"Vipava";2006;"Spol - SKUPAJ";2167;"398";1237;"489";43
"7535";"Vipava";2006;"Moški";1253;"261";755;"208";29
"7536";"Vipava";2006;"Ženske";914;"137";482;"281";14
"7537";"Vipava";2007;"Spol - SKUPAJ";2266;"415";1271;"535";44
"7538";"Vipava";2007;"Moški";1313;"281";775;"226";31
"7539";"Vipava";2007;"Ženske";952;"134";496;"309";13
"7540";"Vipava";2008;"Spol - SKUPAJ";2294;"400";1280;"571";43
"7541";"Vipava";2008;"Moški";1333;"273";785;"246";29
"7542";"Vipava";2008;"Ženske";962;"127";495;"325";14
"7543";"Vipava";2009;"Spol - SKUPAJ";2207;"330";1255;"591";32
"7544";"Vipava";2009;"Moški";1276;"226";770;"254";25
"7545";"Vipava";2009;"Ženske";931;"103";485;"337";6
"7546";"Vipava";2010;"Spol - SKUPAJ";2135;"285";1209;"615";26
"7547";"Vipava";2010;"Moški";1231;"196";753;"260";22
"7548";"Vipava";2010;"Ženske";904;"89";456;"355";4
"7549";"Vipava";2011;"Spol - SKUPAJ";2115;"248";1206;"661";NA
"7550";"Vipava";2011;"Moški";1192;"163";748;"281";NA
"7551";"Vipava";2011;"Ženske";923;"85";458;"380";NA
"7552";"Vipava";2012;"Spol - SKUPAJ";2018;"214";1126;"678";NA
"7553";"Vipava";2012;"Moški";1096;"132";681;"283";NA
"7554";"Vipava";2012;"Ženske";922;"82";445;"395";NA
"7555";"Vipava";2013;"Spol - SKUPAJ";2049;"201";1128;"720";NA
"7556";"Vipava";2013;"Moški";1129;"119";704;"306";NA
"7557";"Vipava";2013;"Ženske";920;"82";424;"414";NA
"7558";"Vipava";2014;"Spol - SKUPAJ";2096;"196";1161;"739";NA
"7559";"Vipava";2014;"Moški";1156;"117";722;"317";NA
"7560";"Vipava";2014;"Ženske";940;"79";439;"422";NA
"7561";"Vipava";2015;"Spol - SKUPAJ";2103;"204";1130;"769";NA
"7562";"Vipava";2015;"Moški";1153;"125";707;"321";NA
"7563";"Vipava";2015;"Ženske";950;"79";423;"448";NA
"7564";"Vipava";2016;"Spol - SKUPAJ";2206;"195";1179;"832";NA
"7565";"Vipava";2016;"Moški";1203;"119";726;"358";NA
"7566";"Vipava";2016;"Ženske";1003;"76";453;"474";NA
"7567";"Vipava";2017;"Spol - SKUPAJ";2315;"196";1216;"903";NA
"7568";"Vipava";2017;"Moški";1270;"122";765;"383";NA
"7569";"Vipava";2017;"Ženske";1045;"74";451;"520";NA
"7570";"Vitanje";2005;"Spol - SKUPAJ";940;"304";538;"77";21
"7571";"Vitanje";2005;"Moški";563;"190";328;"29";16
"7572";"Vitanje";2005;"Ženske";377;"113";210;"48";5
"7573";"Vitanje";2006;"Spol - SKUPAJ";965;"294";555;"94";23
"7574";"Vitanje";2006;"Moški";573;"179";338;"38";18
"7575";"Vitanje";2006;"Ženske";392;"115";216;"56";5
"7576";"Vitanje";2007;"Spol - SKUPAJ";994;"308";566;"98";21
"7577";"Vitanje";2007;"Moški";601;"193";351;"39";18
"7578";"Vitanje";2007;"Ženske";393;"115";215;"59";3
"7579";"Vitanje";2008;"Spol - SKUPAJ";1007;"309";564;"113";20
"7580";"Vitanje";2008;"Moški";605;"195";350;"44";17
"7581";"Vitanje";2008;"Ženske";402;"115";214;"69";4
"7582";"Vitanje";2009;"Spol - SKUPAJ";957;"266";562;"111";18
"7583";"Vitanje";2009;"Moški";585;"174";350;"46";15
"7584";"Vitanje";2009;"Ženske";372;"92";212;"65";3
"7585";"Vitanje";2010;"Spol - SKUPAJ";953;"236";564;"133";20
"7586";"Vitanje";2010;"Moški";598;"164";358;"58";18
"7587";"Vitanje";2010;"Ženske";355;"72";206;"75";2
"7588";"Vitanje";2011;"Spol - SKUPAJ";998;"251";601;"146";NA
"7589";"Vitanje";2011;"Moški";602;"166";374;"62";NA
"7590";"Vitanje";2011;"Ženske";396;"85";227;"84";NA
"7591";"Vitanje";2012;"Spol - SKUPAJ";1007;"255";604;"148";NA
"7592";"Vitanje";2012;"Moški";629;"183";386;"60";NA
"7593";"Vitanje";2012;"Ženske";378;"72";218;"88";NA
"7594";"Vitanje";2013;"Spol - SKUPAJ";1033;"251";622;"160";NA
"7595";"Vitanje";2013;"Moški";635;"171";395;"69";NA
"7596";"Vitanje";2013;"Ženske";398;"80";227;"91";NA
"7597";"Vitanje";2014;"Spol - SKUPAJ";1046;"250";625;"171";NA
"7598";"Vitanje";2014;"Moški";659;"182";404;"73";NA
"7599";"Vitanje";2014;"Ženske";387;"68";221;"98";NA
"7600";"Vitanje";2015;"Spol - SKUPAJ";999;"224";585;"190";NA
"7601";"Vitanje";2015;"Moški";610;"165";373;"72";NA
"7602";"Vitanje";2015;"Ženske";389;"59";212;"118";NA
"7603";"Vitanje";2016;"Spol - SKUPAJ";990;"219";577;"194";NA
"7604";"Vitanje";2016;"Moški";622;"168";379;"75";NA
"7605";"Vitanje";2016;"Ženske";368;"51";198;"119";NA
"7606";"Vitanje";2017;"Spol - SKUPAJ";1016;"226";580;"210";NA
"7607";"Vitanje";2017;"Moški";629;"170";375;"84";NA
"7608";"Vitanje";2017;"Ženske";387;"56";205;"126";NA
"7609";"Vodice";2005;"Spol - SKUPAJ";1769;"272";1116;"372";9
"7610";"Vodice";2005;"Moški";957;"154";642;"158";4
"7611";"Vodice";2005;"Ženske";813;"119";475;"214";5
"7612";"Vodice";2006;"Spol - SKUPAJ";1808;"254";1134;"415";5
"7613";"Vodice";2006;"Moški";983;"148";656;"177";2
"7614";"Vodice";2006;"Ženske";825;"106";478;"238";3
"7615";"Vodice";2007;"Spol - SKUPAJ";1903;"268";1175;"455";5
"7616";"Vodice";2007;"Moški";1037;"166";677;"192";2
"7617";"Vodice";2007;"Ženske";866;"102";498;"264";3
"7618";"Vodice";2008;"Spol - SKUPAJ";1991;"270";1201;"515";5
"7619";"Vodice";2008;"Moški";1082;"170";700;"211";1
"7620";"Vodice";2008;"Ženske";909;"100";501;"304";4
"7621";"Vodice";2009;"Spol - SKUPAJ";2051;"235";1239;"574";3
"7622";"Vodice";2009;"Moški";1108;"158";714;"236";NA
"7623";"Vodice";2009;"Ženske";943;"77";525;"338";3
"7624";"Vodice";2010;"Spol - SKUPAJ";2022;"203";1225;"591";3
"7625";"Vodice";2010;"Moški";1090;"146";703;"241";NA
"7626";"Vodice";2010;"Ženske";932;"57";522;"350";3
"7627";"Vodice";2011;"Spol - SKUPAJ";2107;"206";1242;"659";NA
"7628";"Vodice";2011;"Moški";1136;"141";732;"263";NA
"7629";"Vodice";2011;"Ženske";971;"65";510;"396";NA
"7630";"Vodice";2012;"Spol - SKUPAJ";2096;"176";1231;"689";NA
"7631";"Vodice";2012;"Moški";1119;"115";725;"279";NA
"7632";"Vodice";2012;"Ženske";977;"61";506;"410";NA
"7633";"Vodice";2013;"Spol - SKUPAJ";2082;"171";1191;"720";NA
"7634";"Vodice";2013;"Moški";1115;"111";719;"285";NA
"7635";"Vodice";2013;"Ženske";967;"60";472;"435";NA
"7636";"Vodice";2014;"Spol - SKUPAJ";2108;"154";1203;"751";NA
"7637";"Vodice";2014;"Moški";1126;"97";723;"306";NA
"7638";"Vodice";2014;"Ženske";982;"57";480;"445";NA
"7639";"Vodice";2015;"Spol - SKUPAJ";2117;"141";1218;"758";NA
"7640";"Vodice";2015;"Moški";1139;"95";733;"311";NA
"7641";"Vodice";2015;"Ženske";978;"46";485;"447";NA
"7642";"Vodice";2016;"Spol - SKUPAJ";2195;"136";1255;"804";NA
"7643";"Vodice";2016;"Moški";1181;"88";755;"338";NA
"7644";"Vodice";2016;"Ženske";1014;"48";500;"466";NA
"7645";"Vodice";2017;"Spol - SKUPAJ";2248;"129";1259;"860";NA
"7646";"Vodice";2017;"Moški";1209;"82";775;"352";NA
"7647";"Vodice";2017;"Ženske";1039;"47";484;"508";NA
"7648";"Vojnik";2005;"Spol - SKUPAJ";3245;"642";2075;"497";30
"7649";"Vojnik";2005;"Moški";1895;"429";1221;"223";21
"7650";"Vojnik";2005;"Ženske";1350;"213";854;"274";9
"7651";"Vojnik";2006;"Spol - SKUPAJ";3326;"648";2110;"537";31
"7652";"Vojnik";2006;"Moški";1911;"428";1226;"235";22
"7653";"Vojnik";2006;"Ženske";1415;"220";885;"302";9
"7654";"Vojnik";2007;"Spol - SKUPAJ";3461;"675";2180;"571";34
"7655";"Vojnik";2007;"Moški";2015;"466";1278;"244";26
"7656";"Vojnik";2007;"Ženske";1446;"209";902;"327";8
"7657";"Vojnik";2008;"Spol - SKUPAJ";3565;"693";2213;"622";36
"7658";"Vojnik";2008;"Moški";2070;"489";1295;"263";22
"7659";"Vojnik";2008;"Ženske";1495;"204";918;"359";14
"7660";"Vojnik";2009;"Spol - SKUPAJ";3455;"522";2257;"663";13
"7661";"Vojnik";2009;"Moški";1988;"359";1344;"278";6
"7662";"Vojnik";2009;"Ženske";1467;"163";913;"384";7
"7663";"Vojnik";2010;"Spol - SKUPAJ";3397;"481";2205;"707";4
"7664";"Vojnik";2010;"Moški";1913;"322";1294;"296";1
"7665";"Vojnik";2010;"Ženske";1484;"159";911;"411";3
"7666";"Vojnik";2011;"Spol - SKUPAJ";3515;"478";2246;"791";NA
"7667";"Vojnik";2011;"Moški";1949;"316";1306;"327";NA
"7668";"Vojnik";2011;"Ženske";1566;"162";940;"464";NA
"7669";"Vojnik";2012;"Spol - SKUPAJ";3406;"402";2183;"821";NA
"7670";"Vojnik";2012;"Moški";1884;"252";1297;"335";NA
"7671";"Vojnik";2012;"Ženske";1522;"150";886;"486";NA
"7672";"Vojnik";2013;"Spol - SKUPAJ";3380;"370";2159;"851";NA
"7673";"Vojnik";2013;"Moški";1870;"227";1292;"351";NA
"7674";"Vojnik";2013;"Ženske";1510;"143";867;"500";NA
"7675";"Vojnik";2014;"Spol - SKUPAJ";3442;"333";2190;"919";NA
"7676";"Vojnik";2014;"Moški";1933;"209";1336;"388";NA
"7677";"Vojnik";2014;"Ženske";1509;"124";854;"531";NA
"7678";"Vojnik";2015;"Spol - SKUPAJ";3444;"298";2179;"967";NA
"7679";"Vojnik";2015;"Moški";1913;"183";1320;"410";NA
"7680";"Vojnik";2015;"Ženske";1531;"115";859;"557";NA
"7681";"Vojnik";2016;"Spol - SKUPAJ";3552;"257";2235;"1060";NA
"7682";"Vojnik";2016;"Moški";1951;"158";1358;"435";NA
"7683";"Vojnik";2016;"Ženske";1601;"99";877;"625";NA
"7684";"Vojnik";2017;"Spol - SKUPAJ";3692;"267";2287;"1138";NA
"7685";"Vojnik";2017;"Moški";2009;"170";1380;"459";NA
"7686";"Vojnik";2017;"Ženske";1683;"97";907;"679";NA
"7687";"Vransko";2005;"Spol - SKUPAJ";910;"246";519;"130";15
"7688";"Vransko";2005;"Moški";514;"162";297;"46";9
"7689";"Vransko";2005;"Ženske";397;"84";222;"84";7
"7690";"Vransko";2006;"Spol - SKUPAJ";929;"248";531;"137";12
"7691";"Vransko";2006;"Moški";529;"164";310;"49";5
"7692";"Vransko";2006;"Ženske";401;"84";221;"88";7
"7693";"Vransko";2007;"Spol - SKUPAJ";998;"273";555;"153";17
"7694";"Vransko";2007;"Moški";572;"184";325;"54";9
"7695";"Vransko";2007;"Ženske";426;"89";231;"99";8
"7696";"Vransko";2008;"Spol - SKUPAJ";1036;"278";577;"170";12
"7697";"Vransko";2008;"Moški";588;"190";333;"60";5
"7698";"Vransko";2008;"Ženske";448;"88";243;"110";7
"7699";"Vransko";2009;"Spol - SKUPAJ";1003;"219";588;"184";11
"7700";"Vransko";2009;"Moški";550;"140";342;"64";4
"7701";"Vransko";2009;"Ženske";453;"80";247;"120";7
"7702";"Vransko";2010;"Spol - SKUPAJ";960;"184";577;"188";11
"7703";"Vransko";2010;"Moški";525;"121";337;"63";4
"7704";"Vransko";2010;"Ženske";435;"63";240;"125";7
"7705";"Vransko";2011;"Spol - SKUPAJ";971;"187";568;"216";NA
"7706";"Vransko";2011;"Moški";534;"117";340;"77";NA
"7707";"Vransko";2011;"Ženske";437;"70";228;"139";NA
"7708";"Vransko";2012;"Spol - SKUPAJ";1021;"213";578;"230";NA
"7709";"Vransko";2012;"Moški";584;"152";359;"73";NA
"7710";"Vransko";2012;"Ženske";437;"61";219;"157";NA
"7711";"Vransko";2013;"Spol - SKUPAJ";1023;"208";572;"243";NA
"7712";"Vransko";2013;"Moški";559;"138";344;"77";NA
"7713";"Vransko";2013;"Ženske";464;"70";228;"166";NA
"7714";"Vransko";2014;"Spol - SKUPAJ";1002;"177";572;"253";NA
"7715";"Vransko";2014;"Moški";556;"123";352;"81";NA
