"";"Občine";"Leto";"Število.obsojenih.polnoletnih.in.mladoletnih.oseb"
"1523";"Poljčane";2016;"6"
"1524";"Polzela";2016;NA
"1525";"Polzela";2006;"14"
"1526";"Polzela";2007;"18"
"1527";"Polzela";2008;"21"
"1528";"Polzela";2009;"19"
"1529";"Polzela";2010;"20"
"1530";"Polzela";2011;"15"
"1531";"Polzela";2012;"12"
"1532";"Polzela";2013;"26"
"1533";"Polzela";2014;"28"
"1534";"Polzela";2015;"22"
"1535";"Polzela";2016;"25"
"1536";"Postojna";2016;NA
"1537";"Postojna";2006;"95"
"1538";"Postojna";2007;"73"
"1539";"Postojna";2008;"89"
"1540";"Postojna";2009;"60"
"1541";"Postojna";2010;"80"
"1542";"Postojna";2011;"61"
"1543";"Postojna";2012;"63"
"1544";"Postojna";2013;"75"
"1545";"Postojna";2014;"79"
"1546";"Postojna";2015;"85"
"1547";"Postojna";2016;"47"
"1548";"Prebold";2016;NA
"1549";"Prebold";2006;"10"
"1550";"Prebold";2007;"8"
"1551";"Prebold";2008;"7"
"1552";"Prebold";2009;"11"
"1553";"Prebold";2010;"13"
"1554";"Prebold";2011;"7"
"1555";"Prebold";2012;"13"
"1556";"Prebold";2013;"14"
"1557";"Prebold";2014;"15"
"1558";"Prebold";2015;"12"
"1559";"Prebold";2016;"10"
"1560";"Preddvor";2016;NA
"1561";"Preddvor";2006;"7"
"1562";"Preddvor";2007;"8"
"1563";"Preddvor";2008;"8"
"1564";"Preddvor";2009;"9"
"1565";"Preddvor";2010;"5"
"1566";"Preddvor";2011;"z"
"1567";"Preddvor";2012;"8"
"1568";"Preddvor";2013;"15"
"1569";"Preddvor";2014;"12"
"1570";"Preddvor";2015;"11"
"1571";"Preddvor";2016;"z"
"1572";"Prevalje";2016;NA
"1573";"Prevalje";2006;"31"
"1574";"Prevalje";2007;"16"
"1575";"Prevalje";2008;"26"
"1576";"Prevalje";2009;"22"
"1577";"Prevalje";2010;"15"
"1578";"Prevalje";2011;"32"
"1579";"Prevalje";2012;"27"
"1580";"Prevalje";2013;"30"
"1581";"Prevalje";2014;"22"
"1582";"Prevalje";2015;"20"
"1583";"Prevalje";2016;"21"
"1584";"Ptuj";2016;NA
"1585";"Ptuj";2006;"147"
"1586";"Ptuj";2007;"170"
"1587";"Ptuj";2008;"212"
"1588";"Ptuj";2009;"174"
"1589";"Ptuj";2010;"149"
"1590";"Ptuj";2011;"153"
"1591";"Ptuj";2012;"120"
"1592";"Ptuj";2013;"197"
"1593";"Ptuj";2014;"165"
"1594";"Ptuj";2015;"116"
"1595";"Ptuj";2016;"94"
"1596";"Puconci";2016;NA
"1597";"Puconci";2006;"15"
"1598";"Puconci";2007;"17"
"1599";"Puconci";2008;"24"
"1600";"Puconci";2009;"25"
"1601";"Puconci";2010;"25"
"1602";"Puconci";2011;"18"
"1603";"Puconci";2012;"20"
"1604";"Puconci";2013;"19"
"1605";"Puconci";2014;"22"
"1606";"Puconci";2015;"15"
"1607";"Puconci";2016;"28"
"1608";"Rače - Fram";2016;NA
"1609";"Rače - Fram";2006;"21"
"1610";"Rače - Fram";2007;"19"
"1611";"Rače - Fram";2008;"26"
"1612";"Rače - Fram";2009;"29"
"1613";"Rače - Fram";2010;"21"
"1614";"Rače - Fram";2011;"26"
"1615";"Rače - Fram";2012;"28"
"1616";"Rače - Fram";2013;"15"
"1617";"Rače - Fram";2014;"17"
"1618";"Rače - Fram";2015;"22"
"1619";"Rače - Fram";2016;"20"
"1620";"Radeče";2016;NA
"1621";"Radeče";2006;"4"
"1622";"Radeče";2007;"7"
"1623";"Radeče";2008;"13"
"1624";"Radeče";2009;"10"
"1625";"Radeče";2010;"10"
"1626";"Radeče";2011;"12"
"1627";"Radeče";2012;"9"
"1628";"Radeče";2013;"18"
"1629";"Radeče";2014;"19"
"1630";"Radeče";2015;"15"
"1631";"Radeče";2016;"11"
"1632";"Radenci";2016;NA
"1633";"Radenci";2006;"19"
"1634";"Radenci";2007;"26"
"1635";"Radenci";2008;"22"
"1636";"Radenci";2009;"38"
"1637";"Radenci";2010;"20"
"1638";"Radenci";2011;"25"
"1639";"Radenci";2012;"31"
"1640";"Radenci";2013;"34"
"1641";"Radenci";2014;"15"
"1642";"Radenci";2015;"21"
"1643";"Radenci";2016;"21"
"1644";"Radlje ob Dravi";2016;NA
"1645";"Radlje ob Dravi";2006;"34"
"1646";"Radlje ob Dravi";2007;"22"
"1647";"Radlje ob Dravi";2008;"28"
"1648";"Radlje ob Dravi";2009;"28"
"1649";"Radlje ob Dravi";2010;"21"
"1650";"Radlje ob Dravi";2011;"26"
"1651";"Radlje ob Dravi";2012;"22"
"1652";"Radlje ob Dravi";2013;"41"
"1653";"Radlje ob Dravi";2014;"21"
"1654";"Radlje ob Dravi";2015;"24"
"1655";"Radlje ob Dravi";2016;"15"
"1656";"Radovljica";2016;NA
"1657";"Radovljica";2006;"69"
"1658";"Radovljica";2007;"56"
"1659";"Radovljica";2008;"64"
"1660";"Radovljica";2009;"37"
"1661";"Radovljica";2010;"53"
"1662";"Radovljica";2011;"59"
"1663";"Radovljica";2012;"66"
"1664";"Radovljica";2013;"55"
"1665";"Radovljica";2014;"65"
"1666";"Radovljica";2015;"48"
"1667";"Radovljica";2016;"38"
"1668";"Ravne na Koroškem";2016;NA
"1669";"Ravne na Koroškem";2006;"53"
"1670";"Ravne na Koroškem";2007;"60"
"1671";"Ravne na Koroškem";2008;"61"
"1672";"Ravne na Koroškem";2009;"62"
"1673";"Ravne na Koroškem";2010;"64"
"1674";"Ravne na Koroškem";2011;"59"
"1675";"Ravne na Koroškem";2012;"72"
"1676";"Ravne na Koroškem";2013;"111"
"1677";"Ravne na Koroškem";2014;"42"
"1678";"Ravne na Koroškem";2015;"54"
"1679";"Ravne na Koroškem";2016;"22"
"1680";"Razkrižje";2016;NA
"1681";"Razkrižje";2006;"3"
"1682";"Razkrižje";2007;"z"
"1683";"Razkrižje";2008;"5"
"1684";"Razkrižje";2009;"z"
"1685";"Razkrižje";2010;"0"
"1686";"Razkrižje";2011;"z"
"1687";"Razkrižje";2012;"4"
"1688";"Razkrižje";2013;"z"
"1689";"Razkrižje";2014;"0"
"1690";"Razkrižje";2015;"3"
"1691";"Razkrižje";2016;"z"
"1692";"Rečica ob Savinji";2016;NA
"1693";"Rečica ob Savinji";2006;"0"
"1694";"Rečica ob Savinji";2007;"0"
"1695";"Rečica ob Savinji";2008;"z"
"1696";"Rečica ob Savinji";2009;"0"
"1697";"Rečica ob Savinji";2010;"z"
"1698";"Rečica ob Savinji";2011;"0"
"1699";"Rečica ob Savinji";2012;"z"
"1700";"Rečica ob Savinji";2013;"z"
"1701";"Rečica ob Savinji";2014;"6"
"1702";"Rečica ob Savinji";2015;"5"
"1703";"Rečica ob Savinji";2016;"5"
"1704";"Renče - Vogrsko";2016;NA
"1705";"Renče - Vogrsko";2006;"0"
"1706";"Renče - Vogrsko";2007;"9"
"1707";"Renče - Vogrsko";2008;"14"
"1708";"Renče - Vogrsko";2009;"15"
"1709";"Renče - Vogrsko";2010;"5"
"1710";"Renče - Vogrsko";2011;"15"
"1711";"Renče - Vogrsko";2012;"16"
"1712";"Renče - Vogrsko";2013;"10"
"1713";"Renče - Vogrsko";2014;"9"
"1714";"Renče - Vogrsko";2015;"6"
"1715";"Renče - Vogrsko";2016;"11"
"1716";"Ribnica";2016;NA
"1717";"Ribnica";2006;"42"
"1718";"Ribnica";2007;"52"
"1719";"Ribnica";2008;"50"
"1720";"Ribnica";2009;"55"
"1721";"Ribnica";2010;"31"
"1722";"Ribnica";2011;"69"
"1723";"Ribnica";2012;"51"
"1724";"Ribnica";2013;"84"
"1725";"Ribnica";2014;"54"
"1726";"Ribnica";2015;"55"
"1727";"Ribnica";2016;"43"
"1728";"Ribnica na Pohorju";2016;NA
"1729";"Ribnica na Pohorju";2006;"0"
"1730";"Ribnica na Pohorju";2007;"7"
"1731";"Ribnica na Pohorju";2008;"7"
"1732";"Ribnica na Pohorju";2009;"6"
"1733";"Ribnica na Pohorju";2010;"5"
"1734";"Ribnica na Pohorju";2011;"10"
"1735";"Ribnica na Pohorju";2012;"6"
"1736";"Ribnica na Pohorju";2013;"z"
"1737";"Ribnica na Pohorju";2014;"z"
"1738";"Ribnica na Pohorju";2015;"z"
"1739";"Ribnica na Pohorju";2016;"0"
"1740";"Rogaška Slatina";2016;NA
"1741";"Rogaška Slatina";2006;"40"
"1742";"Rogaška Slatina";2007;"42"
"1743";"Rogaška Slatina";2008;"26"
"1744";"Rogaška Slatina";2009;"31"
"1745";"Rogaška Slatina";2010;"38"
"1746";"Rogaška Slatina";2011;"31"
"1747";"Rogaška Slatina";2012;"52"
"1748";"Rogaška Slatina";2013;"50"
"1749";"Rogaška Slatina";2014;"48"
"1750";"Rogaška Slatina";2015;"23"
"1751";"Rogaška Slatina";2016;"26"
"1752";"Rogašovci";2016;NA
"1753";"Rogašovci";2006;"6"
"1754";"Rogašovci";2007;"16"
"1755";"Rogašovci";2008;"16"
"1756";"Rogašovci";2009;"10"
"1757";"Rogašovci";2010;"13"
"1758";"Rogašovci";2011;"8"
"1759";"Rogašovci";2012;"z"
"1760";"Rogašovci";2013;"15"
"1761";"Rogašovci";2014;"9"
"1762";"Rogašovci";2015;"13"
"1763";"Rogašovci";2016;"13"
"1764";"Rogatec";2016;NA
"1765";"Rogatec";2006;"12"
"1766";"Rogatec";2007;"9"
"1767";"Rogatec";2008;"6"
"1768";"Rogatec";2009;"8"
"1769";"Rogatec";2010;"6"
"1770";"Rogatec";2011;"6"
"1771";"Rogatec";2012;"5"
"1772";"Rogatec";2013;"13"
"1773";"Rogatec";2014;"10"
"1774";"Rogatec";2015;"10"
"1775";"Rogatec";2016;"5"
"1776";"Ruše";2016;NA
"1777";"Ruše";2006;"48"
"1778";"Ruše";2007;"35"
"1779";"Ruše";2008;"43"
"1780";"Ruše";2009;"54"
"1781";"Ruše";2010;"50"
"1782";"Ruše";2011;"54"
"1783";"Ruše";2012;"34"
"1784";"Ruše";2013;"56"
"1785";"Ruše";2014;"43"
"1786";"Ruše";2015;"30"
"1787";"Ruše";2016;"31"
"1788";"Selnica ob Dravi";2016;NA
"1789";"Selnica ob Dravi";2006;"8"
"1790";"Selnica ob Dravi";2007;"13"
"1791";"Selnica ob Dravi";2008;"17"
"1792";"Selnica ob Dravi";2009;"16"
"1793";"Selnica ob Dravi";2010;"15"
"1794";"Selnica ob Dravi";2011;"17"
"1795";"Selnica ob Dravi";2012;"10"
"1796";"Selnica ob Dravi";2013;"21"
"1797";"Selnica ob Dravi";2014;"12"
"1798";"Selnica ob Dravi";2015;"5"
"1799";"Selnica ob Dravi";2016;"19"
"1800";"Semič";2016;NA
"1801";"Semič";2006;"33"
"1802";"Semič";2007;"41"
"1803";"Semič";2008;"23"
"1804";"Semič";2009;"23"
"1805";"Semič";2010;"17"
"1806";"Semič";2011;"51"
"1807";"Semič";2012;"34"
"1808";"Semič";2013;"52"
"1809";"Semič";2014;"41"
"1810";"Semič";2015;"33"
"1811";"Semič";2016;"30"
"1812";"Sevnica";2016;NA
"1813";"Sevnica";2006;"72"
"1814";"Sevnica";2007;"68"
"1815";"Sevnica";2008;"77"
"1816";"Sevnica";2009;"58"
"1817";"Sevnica";2010;"59"
"1818";"Sevnica";2011;"50"
"1819";"Sevnica";2012;"45"
"1820";"Sevnica";2013;"47"
"1821";"Sevnica";2014;"35"
"1822";"Sevnica";2015;"58"
"1823";"Sevnica";2016;"38"
"1824";"Sežana";2016;NA
"1825";"Sežana";2006;"46"
"1826";"Sežana";2007;"23"
"1827";"Sežana";2008;"33"
"1828";"Sežana";2009;"27"
"1829";"Sežana";2010;"34"
"1830";"Sežana";2011;"25"
"1831";"Sežana";2012;"35"
"1832";"Sežana";2013;"42"
"1833";"Sežana";2014;"31"
"1834";"Sežana";2015;"43"
"1835";"Sežana";2016;"31"
"1836";"Slovenj Gradec";2016;NA
"1837";"Slovenj Gradec";2006;"86"
"1838";"Slovenj Gradec";2007;"101"
"1839";"Slovenj Gradec";2008;"74"
"1840";"Slovenj Gradec";2009;"76"
"1841";"Slovenj Gradec";2010;"67"
"1842";"Slovenj Gradec";2011;"69"
"1843";"Slovenj Gradec";2012;"83"
"1844";"Slovenj Gradec";2013;"87"
"1845";"Slovenj Gradec";2014;"61"
"1846";"Slovenj Gradec";2015;"67"
"1847";"Slovenj Gradec";2016;"41"
"1848";"Slovenska Bistrica";2016;NA
"1849";"Slovenska Bistrica";2006;"73"
"1850";"Slovenska Bistrica";2007;"96"
"1851";"Slovenska Bistrica";2008;"128"
"1852";"Slovenska Bistrica";2009;"107"
"1853";"Slovenska Bistrica";2010;"134"
"1854";"Slovenska Bistrica";2011;"100"
"1855";"Slovenska Bistrica";2012;"101"
"1856";"Slovenska Bistrica";2013;"105"
"1857";"Slovenska Bistrica";2014;"123"
"1858";"Slovenska Bistrica";2015;"94"
"1859";"Slovenska Bistrica";2016;"77"
"1860";"Slovenske Konjice";2016;NA
"1861";"Slovenske Konjice";2006;"48"
"1862";"Slovenske Konjice";2007;"60"
"1863";"Slovenske Konjice";2008;"61"
"1864";"Slovenske Konjice";2009;"55"
"1865";"Slovenske Konjice";2010;"68"
"1866";"Slovenske Konjice";2011;"88"
"1867";"Slovenske Konjice";2012;"70"
"1868";"Slovenske Konjice";2013;"90"
"1869";"Slovenske Konjice";2014;"61"
"1870";"Slovenske Konjice";2015;"57"
"1871";"Slovenske Konjice";2016;"43"
"1872";"Sodražica";2016;NA
"1873";"Sodražica";2006;"4"
"1874";"Sodražica";2007;"5"
"1875";"Sodražica";2008;"4"
"1876";"Sodražica";2009;"z"
"1877";"Sodražica";2010;"4"
"1878";"Sodražica";2011;"6"
"1879";"Sodražica";2012;"4"
"1880";"Sodražica";2013;"5"
"1881";"Sodražica";2014;"4"
"1882";"Sodražica";2015;"6"
"1883";"Sodražica";2016;"z"
"1884";"Solčava";2016;NA
"1885";"Solčava";2006;"0"
"1886";"Solčava";2007;"0"
"1887";"Solčava";2008;"0"
"1888";"Solčava";2009;"0"
"1889";"Solčava";2010;"0"
"1890";"Solčava";2011;"0"
"1891";"Solčava";2012;"0"
"1892";"Solčava";2013;"0"
"1893";"Solčava";2014;"0"
"1894";"Solčava";2015;"z"
"1895";"Solčava";2016;"0"
"1896";"Središče ob Dravi";2016;NA
"1897";"Središče ob Dravi";2006;"0"
"1898";"Središče ob Dravi";2007;"3"
"1899";"Središče ob Dravi";2008;"0"
"1900";"Središče ob Dravi";2009;"0"
"1901";"Središče ob Dravi";2010;"z"
"1902";"Središče ob Dravi";2011;"3"
"1903";"Središče ob Dravi";2012;"z"
"1904";"Središče ob Dravi";2013;"z"
"1905";"Središče ob Dravi";2014;"z"
"1906";"Središče ob Dravi";2015;"0"
"1907";"Središče ob Dravi";2016;"5"
"1908";"Starše";2016;NA
"1909";"Starše";2006;"8"
"1910";"Starše";2007;"8"
"1911";"Starše";2008;"12"
"1912";"Starše";2009;"12"
"1913";"Starše";2010;"10"
"1914";"Starše";2011;"15"
"1915";"Starše";2012;"16"
"1916";"Starše";2013;"16"
"1917";"Starše";2014;"10"
"1918";"Starše";2015;"16"
"1919";"Starše";2016;"7"
"1920";"Straža";2016;NA
"1921";"Straža";2006;"0"
"1922";"Straža";2007;"3"
"1923";"Straža";2008;"9"
"1924";"Straža";2009;"13"
"1925";"Straža";2010;"16"
"1926";"Straža";2011;"7"
"1927";"Straža";2012;"14"
"1928";"Straža";2013;"18"
"1929";"Straža";2014;"12"
"1930";"Straža";2015;"16"
"1931";"Straža";2016;"23"
"1932";"Sveta Ana";2016;NA
"1933";"Sveta Ana";2006;"6"
"1934";"Sveta Ana";2007;"3"
"1935";"Sveta Ana";2008;"5"
"1936";"Sveta Ana";2009;"7"
"1937";"Sveta Ana";2010;"6"
"1938";"Sveta Ana";2011;"5"
"1939";"Sveta Ana";2012;"14"
"1940";"Sveta Ana";2013;"6"
"1941";"Sveta Ana";2014;"5"
"1942";"Sveta Ana";2015;"16"
"1943";"Sveta Ana";2016;"6"
"1944";"Sveta Trojica v Slov. goricah";2016;NA
"1945";"Sveta Trojica v Slov. goricah";2006;"0"
"1946";"Sveta Trojica v Slov. goricah";2007;"7"
"1947";"Sveta Trojica v Slov. goricah";2008;"6"
"1948";"Sveta Trojica v Slov. goricah";2009;"4"
"1949";"Sveta Trojica v Slov. goricah";2010;"3"
"1950";"Sveta Trojica v Slov. goricah";2011;"4"
"1951";"Sveta Trojica v Slov. goricah";2012;"7"
"1952";"Sveta Trojica v Slov. goricah";2013;"3"
"1953";"Sveta Trojica v Slov. goricah";2014;"z"
"1954";"Sveta Trojica v Slov. goricah";2015;"6"
"1955";"Sveta Trojica v Slov. goricah";2016;"9"
"1956";"Sveti Andraž v Slov. goricah";2016;NA
"1957";"Sveti Andraž v Slov. goricah";2006;"z"
"1958";"Sveti Andraž v Slov. goricah";2007;"0"
"1959";"Sveti Andraž v Slov. goricah";2008;"z"
"1960";"Sveti Andraž v Slov. goricah";2009;"z"
"1961";"Sveti Andraž v Slov. goricah";2010;"z"
"1962";"Sveti Andraž v Slov. goricah";2011;"z"
"1963";"Sveti Andraž v Slov. goricah";2012;"z"
"1964";"Sveti Andraž v Slov. goricah";2013;"0"
"1965";"Sveti Andraž v Slov. goricah";2014;"z"
"1966";"Sveti Andraž v Slov. goricah";2015;"6"
"1967";"Sveti Andraž v Slov. goricah";2016;"z"
"1968";"Sveti Jurij ob Ščavnici";2016;NA
"1969";"Sveti Jurij ob Ščavnici";2006;"13"
"1970";"Sveti Jurij ob Ščavnici";2007;"9"
"1971";"Sveti Jurij ob Ščavnici";2008;"9"
"1972";"Sveti Jurij ob Ščavnici";2009;"10"
"1973";"Sveti Jurij ob Ščavnici";2010;"9"
"1974";"Sveti Jurij ob Ščavnici";2011;"8"
"1975";"Sveti Jurij ob Ščavnici";2012;"12"
"1976";"Sveti Jurij ob Ščavnici";2013;"16"
"1977";"Sveti Jurij ob Ščavnici";2014;"14"
"1978";"Sveti Jurij ob Ščavnici";2015;"8"
"1979";"Sveti Jurij ob Ščavnici";2016;"12"
"1980";"Sveti Jurij v Slov. goricah";2016;NA
"1981";"Sveti Jurij v Slov. goricah";2006;"0"
"1982";"Sveti Jurij v Slov. goricah";2007;"z"
"1983";"Sveti Jurij v Slov. goricah";2008;"6"
"1984";"Sveti Jurij v Slov. goricah";2009;"8"
"1985";"Sveti Jurij v Slov. goricah";2010;"0"
"1986";"Sveti Jurij v Slov. goricah";2011;"3"
"1987";"Sveti Jurij v Slov. goricah";2012;"3"
"1988";"Sveti Jurij v Slov. goricah";2013;"3"
"1989";"Sveti Jurij v Slov. goricah";2014;"z"
"1990";"Sveti Jurij v Slov. goricah";2015;"z"
"1991";"Sveti Jurij v Slov. goricah";2016;"4"
"1992";"Sveti Tomaž";2016;NA
"1993";"Sveti Tomaž";2006;"0"
"1994";"Sveti Tomaž";2007;"6"
"1995";"Sveti Tomaž";2008;"7"
"1996";"Sveti Tomaž";2009;"4"
"1997";"Sveti Tomaž";2010;"6"
"1998";"Sveti Tomaž";2011;"10"
"1999";"Sveti Tomaž";2012;"8"
"2000";"Sveti Tomaž";2013;"10"
"2001";"Sveti Tomaž";2014;"z"
"2002";"Sveti Tomaž";2015;"6"
"2003";"Sveti Tomaž";2016;"5"
"2004";"Šalovci";2016;NA
"2005";"Šalovci";2006;"z"
"2006";"Šalovci";2007;"12"
"2007";"Šalovci";2008;"8"
"2008";"Šalovci";2009;"7"
"2009";"Šalovci";2010;"5"
"2010";"Šalovci";2011;"5"
"2011";"Šalovci";2012;"7"
"2012";"Šalovci";2013;"4"
"2013";"Šalovci";2014;"7"
"2014";"Šalovci";2015;"z"
"2015";"Šalovci";2016;"7"
"2016";"Šempeter - Vrtojba";2016;NA
"2017";"Šempeter - Vrtojba";2006;"15"
"2018";"Šempeter - Vrtojba";2007;"9"
"2019";"Šempeter - Vrtojba";2008;"14"
"2020";"Šempeter - Vrtojba";2009;"23"
"2021";"Šempeter - Vrtojba";2010;"14"
"2022";"Šempeter - Vrtojba";2011;"18"
"2023";"Šempeter - Vrtojba";2012;"16"
"2024";"Šempeter - Vrtojba";2013;"22"
"2025";"Šempeter - Vrtojba";2014;"11"
"2026";"Šempeter - Vrtojba";2015;"18"
"2027";"Šempeter - Vrtojba";2016;"10"
"2028";"Šenčur";2016;NA
"2029";"Šenčur";2006;"8"
"2030";"Šenčur";2007;"10"
"2031";"Šenčur";2008;"7"
"2032";"Šenčur";2009;"7"
"2033";"Šenčur";2010;"6"
"2034";"Šenčur";2011;"5"
"2035";"Šenčur";2012;"15"
"2036";"Šenčur";2013;"14"
"2037";"Šenčur";2014;"15"
"2038";"Šenčur";2015;"8"
"2039";"Šenčur";2016;"19"
"2040";"Šentilj";2016;NA
"2041";"Šentilj";2006;"17"
"2042";"Šentilj";2007;"32"
"2043";"Šentilj";2008;"36"
"2044";"Šentilj";2009;"57"
"2045";"Šentilj";2010;"39"
"2046";"Šentilj";2011;"29"
"2047";"Šentilj";2012;"32"
"2048";"Šentilj";2013;"37"
"2049";"Šentilj";2014;"29"
"2050";"Šentilj";2015;"31"
"2051";"Šentilj";2016;"30"
"2052";"Šentjernej";2016;NA
"2053";"Šentjernej";2006;"24"
"2054";"Šentjernej";2007;"22"
"2055";"Šentjernej";2008;"28"
"2056";"Šentjernej";2009;"35"
"2057";"Šentjernej";2010;"28"
"2058";"Šentjernej";2011;"33"
"2059";"Šentjernej";2012;"44"
"2060";"Šentjernej";2013;"47"
"2061";"Šentjernej";2014;"35"
"2062";"Šentjernej";2015;"50"
"2063";"Šentjernej";2016;"45"
"2064";"Šentjur";2016;NA
"2065";"Šentjur";2006;"54"
"2066";"Šentjur";2007;"62"
"2067";"Šentjur";2008;"55"
"2068";"Šentjur";2009;"49"
"2069";"Šentjur";2010;"59"
"2070";"Šentjur";2011;"29"
"2071";"Šentjur";2012;"39"
"2072";"Šentjur";2013;"91"
"2073";"Šentjur";2014;"68"
"2074";"Šentjur";2015;"69"
"2075";"Šentjur";2016;"50"
"2076";"Šentrupert";2016;NA
"2077";"Šentrupert";2006;"0"
"2078";"Šentrupert";2007;"z"
"2079";"Šentrupert";2008;"3"
"2080";"Šentrupert";2009;"z"
"2081";"Šentrupert";2010;"z"
"2082";"Šentrupert";2011;"0"
"2083";"Šentrupert";2012;"3"
"2084";"Šentrupert";2013;"5"
"2085";"Šentrupert";2014;"z"
"2086";"Šentrupert";2015;"14"
"2087";"Šentrupert";2016;"10"
"2088";"Škocjan";2016;NA
"2089";"Škocjan";2006;"34"
"2090";"Škocjan";2007;"25"
"2091";"Škocjan";2008;"31"
"2092";"Škocjan";2009;"30"
"2093";"Škocjan";2010;"25"
"2094";"Škocjan";2011;"31"
"2095";"Škocjan";2012;"32"
"2096";"Škocjan";2013;"64"
"2097";"Škocjan";2014;"43"
"2098";"Škocjan";2015;"35"
"2099";"Škocjan";2016;"38"
"2100";"Škofja Loka";2016;NA
"2101";"Škofja Loka";2006;"53"
"2102";"Škofja Loka";2007;"63"
"2103";"Škofja Loka";2008;"57"
"2104";"Škofja Loka";2009;"45"
"2105";"Škofja Loka";2010;"45"
"2106";"Škofja Loka";2011;"46"
"2107";"Škofja Loka";2012;"58"
"2108";"Škofja Loka";2013;"54"
"2109";"Škofja Loka";2014;"72"
"2110";"Škofja Loka";2015;"68"
"2111";"Škofja Loka";2016;"56"
"2112";"Škofljica";2016;NA
"2113";"Škofljica";2006;"6"
"2114";"Škofljica";2007;"15"
"2115";"Škofljica";2008;"19"
"2116";"Škofljica";2009;"16"
"2117";"Škofljica";2010;"17"
"2118";"Škofljica";2011;"15"
"2119";"Škofljica";2012;"23"
"2120";"Škofljica";2013;"23"
"2121";"Škofljica";2014;"26"
"2122";"Škofljica";2015;"26"
"2123";"Škofljica";2016;"25"
"2124";"Šmarje pri Jelšah";2016;NA
"2125";"Šmarje pri Jelšah";2006;"53"
"2126";"Šmarje pri Jelšah";2007;"51"
"2127";"Šmarje pri Jelšah";2008;"58"
"2128";"Šmarje pri Jelšah";2009;"44"
"2129";"Šmarje pri Jelšah";2010;"52"
"2130";"Šmarje pri Jelšah";2011;"27"
"2131";"Šmarje pri Jelšah";2012;"26"
"2132";"Šmarje pri Jelšah";2013;"56"
"2133";"Šmarje pri Jelšah";2014;"37"
"2134";"Šmarje pri Jelšah";2015;"21"
"2135";"Šmarje pri Jelšah";2016;"23"
"2136";"Šmarješke Toplice";2016;NA
"2137";"Šmarješke Toplice";2006;"0"
"2138";"Šmarješke Toplice";2007;"3"
"2139";"Šmarješke Toplice";2008;"6"
"2140";"Šmarješke Toplice";2009;"3"
"2141";"Šmarješke Toplice";2010;"4"
"2142";"Šmarješke Toplice";2011;"8"
"2143";"Šmarješke Toplice";2012;"8"
"2144";"Šmarješke Toplice";2013;"6"
"2145";"Šmarješke Toplice";2014;"4"
"2146";"Šmarješke Toplice";2015;"4"
"2147";"Šmarješke Toplice";2016;"6"
"2148";"Šmartno ob Paki";2016;NA
"2149";"Šmartno ob Paki";2006;"3"
"2150";"Šmartno ob Paki";2007;"9"
"2151";"Šmartno ob Paki";2008;"7"
"2152";"Šmartno ob Paki";2009;"10"
"2153";"Šmartno ob Paki";2010;"6"
"2154";"Šmartno ob Paki";2011;"5"
"2155";"Šmartno ob Paki";2012;"12"
"2156";"Šmartno ob Paki";2013;"12"
"2157";"Šmartno ob Paki";2014;"10"
"2158";"Šmartno ob Paki";2015;"15"
"2159";"Šmartno ob Paki";2016;"13"
"2160";"Šmartno pri Litiji";2016;NA
"2161";"Šmartno pri Litiji";2006;"z"
"2162";"Šmartno pri Litiji";2007;"12"
"2163";"Šmartno pri Litiji";2008;"10"
"2164";"Šmartno pri Litiji";2009;"10"
"2165";"Šmartno pri Litiji";2010;"6"
"2166";"Šmartno pri Litiji";2011;"9"
"2167";"Šmartno pri Litiji";2012;"3"
"2168";"Šmartno pri Litiji";2013;"15"
"2169";"Šmartno pri Litiji";2014;"10"
"2170";"Šmartno pri Litiji";2015;"11"
"2171";"Šmartno pri Litiji";2016;"5"
"2172";"Šoštanj";2016;NA
"2173";"Šoštanj";2006;"17"
"2174";"Šoštanj";2007;"18"
"2175";"Šoštanj";2008;"17"
"2176";"Šoštanj";2009;"19"
"2177";"Šoštanj";2010;"21"
"2178";"Šoštanj";2011;"14"
"2179";"Šoštanj";2012;"21"
"2180";"Šoštanj";2013;"20"
"2181";"Šoštanj";2014;"22"
"2182";"Šoštanj";2015;"24"
"2183";"Šoštanj";2016;"31"
"2184";"Štore";2016;NA
"2185";"Štore";2006;"7"
"2186";"Štore";2007;"6"
"2187";"Štore";2008;"13"
"2188";"Štore";2009;"13"
"2189";"Štore";2010;"14"
"2190";"Štore";2011;"12"
"2191";"Štore";2012;"16"
"2192";"Štore";2013;"17"
"2193";"Štore";2014;"20"
"2194";"Štore";2015;"9"
"2195";"Štore";2016;"8"
"2196";"Tabor";2016;NA
"2197";"Tabor";2006;"4"
"2198";"Tabor";2007;"3"
"2199";"Tabor";2008;"0"
"2200";"Tabor";2009;"z"
"2201";"Tabor";2010;"z"
"2202";"Tabor";2011;"z"
"2203";"Tabor";2012;"z"
"2204";"Tabor";2013;"4"
"2205";"Tabor";2014;"0"
"2206";"Tabor";2015;"3"
"2207";"Tabor";2016;"3"
"2208";"Tišina";2016;NA
"2209";"Tišina";2006;"0"
"2210";"Tišina";2007;"5"
"2211";"Tišina";2008;"16"
"2212";"Tišina";2009;"16"
"2213";"Tišina";2010;"9"
"2214";"Tišina";2011;"7"
"2215";"Tišina";2012;"18"
"2216";"Tišina";2013;"19"
"2217";"Tišina";2014;"15"
"2218";"Tišina";2015;"9"
"2219";"Tišina";2016;"15"
