"Delovno aktivno prebivalstvo po: OBÈINE, LETO, SPOL , DOSEŽENA IZOBRAZBA"

"Obèine";"Leto";"Spol";"Izobrazba - SKUPAJ";"Osnovnošolska ali manj";"Srednješolska";"Višješolska, visokošolska";"Neznano"
" ";" ";"Spol - SKUPAJ";15313;2404;8329;4488;92
" ";" ";"Moški";8636;1615;5080;1878;63
" ";" ";"Ženske";6677;789;3249;2610;29
" ";"2011"
" ";" ";"Spol - SKUPAJ";15162;2228;8154;4780;-
" ";" ";"Moški";8414;1456;4971;1987;-
" ";" ";"Ženske";6748;772;3183;2793;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";14519;1786;7808;4925;-
" ";" ";"Moški";7914;1148;4741;2025;-
" ";" ";"Ženske";6605;638;3067;2900;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";14453;1659;7724;5070;-
" ";" ";"Moški";7852;1034;4722;2096;-
" ";" ";"Ženske";6601;625;3002;2974;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";14865;1581;7956;5328;-
" ";" ";"Moški";8154;983;4953;2218;-
" ";" ";"Ženske";6711;598;3003;3110;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";14787;1427;7854;5506;-
" ";" ";"Moški";7987;856;4843;2288;-
" ";" ";"Ženske";6800;571;3011;3218;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";15199;1379;8159;5661;-
" ";" ";"Moški";8263;838;5067;2358;-
" ";" ";"Ženske";6936;541;3092;3303;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";16118;1372;8722;6024;-
" ";" ";"Moški";8921;841;5567;2513;-
" ";" ";"Ženske";7197;531;3155;3511;-
"Odranci"
" ";"2005"
" ";" ";"Spol - SKUPAJ";631;243;341;42;5
" ";" ";"Moški";368;146;200;17;5
" ";" ";"Ženske";263;97;141;25;-
" ";"2006"
" ";" ";"Spol - SKUPAJ";668;251;366;45;5
" ";" ";"Moški";395;151;220;19;5
" ";" ";"Ženske";272;101;146;26;-
" ";"2007"
" ";" ";"Spol - SKUPAJ";701;264;382;54;1
" ";" ";"Moški";405;161;221;22;1
" ";" ";"Ženske";296;103;161;32;-
" ";"2008"
" ";" ";"Spol - SKUPAJ";739;270;406;61;1
" ";" ";"Moški";433;166;243;23;1
" ";" ";"Ženske";306;104;164;38;-
" ";"2009"
" ";" ";"Spol - SKUPAJ";625;193;357;62;13
" ";" ";"Moški";388;121;228;27;13
" ";" ";"Ženske";237;72;130;35;-
" ";"2010"
" ";" ";"Spol - SKUPAJ";659;186;387;71;15
" ";" ";"Moški";403;122;239;30;12
" ";" ";"Ženske";256;64;148;41;3
" ";"2011"
" ";" ";"Spol - SKUPAJ";683;202;400;81;-
" ";" ";"Moški";401;125;243;33;-
" ";" ";"Ženske";282;77;157;48;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";613;154;376;83;-
" ";" ";"Moški";346;90;222;34;-
" ";" ";"Ženske";267;64;154;49;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";597;142;370;85;-
" ";" ";"Moški";340;87;220;33;-
" ";" ";"Ženske";257;55;150;52;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";595;131;367;97;-
" ";" ";"Moški";340;83;219;38;-
" ";" ";"Ženske";255;48;148;59;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";613;126;383;104;-
" ";" ";"Moški";346;79;229;38;-
" ";" ";"Ženske";267;47;154;66;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";647;119;413;115;-
" ";" ";"Moški";361;68;249;44;-
" ";" ";"Ženske";286;51;164;71;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";666;116;427;123;-
" ";" ";"Moški";378;69;266;43;-
" ";" ";"Ženske";288;47;161;80;-
"Oplotnica"
" ";"2005"
" ";" ";"Spol - SKUPAJ";1560;360;1010;174;17
" ";" ";"Moški";910;226;591;81;12
" ";" ";"Ženske";650;134;418;93;5
" ";"2006"
" ";" ";"Spol - SKUPAJ";1600;350;1044;187;19
" ";" ";"Moški";932;218;620;81;13
" ";" ";"Ženske";667;132;424;106;6
" ";"2007"
" ";" ";"Spol - SKUPAJ";1691;356;1099;217;18
" ";" ";"Moški";974;223;650;88;13
" ";" ";"Ženske";717;133;449;129;6
" ";"2008"
" ";" ";"Spol - SKUPAJ";1705;353;1105;231;16
" ";" ";"Moški";982;222;652;95;13
" ";" ";"Ženske";723;131;453;136;3
" ";"2009"
" ";" ";"Spol - SKUPAJ";1649;292;1092;256;9
" ";" ";"Moški";946;187;646;107;6
" ";" ";"Ženske";703;105;447;149;3
" ";"2010"
" ";" ";"Spol - SKUPAJ";1662;283;1099;276;4
" ";" ";"Moški";952;177;658;114;3
" ";" ";"Ženske";710;106;441;162;1
" ";"2011"
" ";" ";"Spol - SKUPAJ";1671;272;1095;304;-
" ";" ";"Moški";946;164;660;122;-
" ";" ";"Ženske";725;108;435;182;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";1652;251;1092;309;-
" ";" ";"Moški";934;157;653;124;-
" ";" ";"Ženske";718;94;439;185;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";1679;220;1130;329;-
" ";" ";"Moški";956;134;688;134;-
" ";" ";"Ženske";723;86;442;195;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";1712;212;1156;344;-
" ";" ";"Moški";987;133;714;140;-
" ";" ";"Ženske";725;79;442;204;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";1718;185;1146;387;-
" ";" ";"Moški";989;122;713;154;-
" ";" ";"Ženske";729;63;433;233;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";1769;181;1168;420;-
" ";" ";"Moški";1013;114;732;167;-
" ";" ";"Ženske";756;67;436;253;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";1835;160;1202;473;-
" ";" ";"Moški";1026;95;736;195;-
" ";" ";"Ženske";809;65;466;278;-
"Ormož"
" ";"2005"
" ";" ";"Spol - SKUPAJ";6749;1459;4210;790;290
" ";" ";"Moški";3918;896;2509;324;189
" ";" ";"Ženske";2830;563;1701;466;100
" ";"2006"
" ";" ";"Spol - SKUPAJ";6947;1468;4347;845;288
" ";" ";"Moški";4041;900;2605;346;190
" ";" ";"Ženske";2907;568;1742;499;97
" ";"2007"
" ";" ";"Spol - SKUPAJ";5322;1080;3356;704;182
" ";" ";"Moški";3092;666;2015;291;120
" ";" ";"Ženske";2230;414;1340;413;62
" ";"2008"
" ";" ";"Spol - SKUPAJ";5463;1081;3466;746;170
" ";" ";"Moški";3155;672;2068;312;104
" ";" ";"Ženske";2307;409;1399;434;66
" ";"2009"
" ";" ";"Spol - SKUPAJ";5021;850;3322;729;120
" ";" ";"Moški";2938;525;2017;311;85
" ";" ";"Ženske";2083;324;1305;418;35
" ";"2010"
" ";" ";"Spol - SKUPAJ";4899;781;3294;742;82
" ";" ";"Moški";2821;477;1968;317;59
" ";" ";"Ženske";2078;304;1326;425;23
" ";"2011"
" ";" ";"Spol - SKUPAJ";4994;800;3377;817;-
" ";" ";"Moški";2881;486;2042;353;-
" ";" ";"Ženske";2113;314;1335;464;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";4580;624;3091;865;-
" ";" ";"Moški";2626;376;1886;364;-
" ";" ";"Ženske";1954;248;1205;501;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";4835;638;3274;923;-
" ";" ";"Moški";2716;358;1968;390;-
" ";" ";"Ženske";2119;280;1306;533;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";4803;583;3237;983;-
" ";" ";"Moški";2780;342;2013;425;-
" ";" ";"Ženske";2023;241;1224;558;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";4841;547;3272;1022;-
" ";" ";"Moški";2816;321;2042;453;-
" ";" ";"Ženske";2025;226;1230;569;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";4723;497;3145;1081;-
" ";" ";"Moški";2639;277;1896;466;-
" ";" ";"Ženske";2084;220;1249;615;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";4809;468;3200;1141;-
" ";" ";"Moški";2740;282;1965;493;-
" ";" ";"Ženske";2069;186;1235;648;-
"Osilnica"
" ";"2005"
" ";" ";"Spol - SKUPAJ";153;23;117;13;-
" ";" ";"Moški";109;15;88;6;-
" ";" ";"Ženske";45;8;30;7;-
" ";"2006"
" ";" ";"Spol - SKUPAJ";157;24;121;12;-
" ";" ";"Moški";111;15;90;6;-
" ";" ";"Ženske";46;9;31;6;-
" ";"2007"
" ";" ";"Spol - SKUPAJ";169;27;128;14;-
" ";" ";"Moški";117;15;96;6;-
" ";" ";"Ženske";52;12;32;8;-
" ";"2008"
" ";" ";"Spol - SKUPAJ";164;24;124;15;1
" ";" ";"Moški";115;13;94;7;1
" ";" ";"Ženske";49;11;30;8;-
" ";"2009"
" ";" ";"Spol - SKUPAJ";136;16;106;14;-
" ";" ";"Moški";92;9;76;7;-
" ";" ";"Ženske";44;7;30;7;-
" ";"2010"
" ";" ";"Spol - SKUPAJ";128;14;101;13;-
" ";" ";"Moški";92;9;77;6;-
" ";" ";"Ženske";36;5;24;7;-
" ";"2011"
" ";" ";"Spol - SKUPAJ";130;15;101;14;-
" ";" ";"Moški";95;9;78;8;-
" ";" ";"Ženske";35;6;23;6;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";113;14;84;15;-
" ";" ";"Moški";81;9;64;8;-
" ";" ";"Ženske";32;5;20;7;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";103;11;77;15;-
" ";" ";"Moški";81;9;64;8;-
" ";" ";"Ženske";22;2;13;7;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";100;10;73;17;-
" ";" ";"Moški";75;7;59;9;-
" ";" ";"Ženske";25;3;14;8;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";94;8;74;12;-
" ";" ";"Moški";64;6;52;6;-
" ";" ";"Ženske";30;2;22;6;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";98;9;73;16;-
" ";" ";"Moški";71;6;57;8;-
" ";" ";"Ženske";27;3;16;8;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";104;11;77;16;-
" ";" ";"Moški";78;z;60;z;-
" ";" ";"Ženske";26;z;17;z;-
"Pesnica"
" ";"2005"
" ";" ";"Spol - SKUPAJ";2758;599;1726;391;42
" ";" ";"Moški";1610;389;1033;159;29
" ";" ";"Ženske";1148;211;693;232;13
" ";"2006"
" ";" ";"Spol - SKUPAJ";2864;604;1811;402;46
" ";" ";"Moški";1676;404;1076;164;31
" ";" ";"Ženske";1188;200;735;238;15
" ";"2007"
" ";" ";"Spol - SKUPAJ";3006;619;1913;424;50
" ";" ";"Moški";1755;420;1136;168;31
" ";" ";"Ženske";1251;199;778;256;19
" ";"2008"
" ";" ";"Spol - SKUPAJ";3075;631;1938;460;45
" ";" ";"Moški";1801;429;1164;178;29
" ";" ";"Ženske";1274;202;774;282;16
" ";"2009"
" ";" ";"Spol - SKUPAJ";2912;494;1899;478;41
" ";" ";"Moški";1716;336;1156;196;27
" ";" ";"Ženske";1196;158;743;281;13
" ";"2010"
" ";" ";"Spol - SKUPAJ";2817;438;1858;491;30
" ";" ";"Moški";1646;288;1148;192;18
" ";" ";"Ženske";1171;150;710;299;12
" ";"2011"
" ";" ";"Spol - SKUPAJ";2815;428;1860;527;-
" ";" ";"Moški";1601;277;1118;206;-
" ";" ";"Ženske";1214;151;742;321;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";2703;369;1802;532;-
" ";" ";"Moški";1534;240;1088;206;-
" ";" ";"Ženske";1169;129;714;326;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";2715;351;1809;555;-
" ";" ";"Moški";1518;223;1085;210;-
" ";" ";"Ženske";1197;128;724;345;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";2673;320;1787;566;-
" ";" ";"Moški";1518;209;1094;215;-
" ";" ";"Ženske";1155;111;693;351;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";2596;284;1718;594;-
" ";" ";"Moški";1448;182;1036;230;-
" ";" ";"Ženske";1148;102;682;364;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";2615;265;1726;624;-
" ";" ";"Moški";1471;176;1050;245;-
" ";" ";"Ženske";1144;89;676;379;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";2635;259;1707;669;-
" ";" ";"Moški";1453;167;1018;268;-
" ";" ";"Ženske";1182;92;689;401;-
"Piran/Pirano"
" ";"2005"
" ";" ";"Spol - SKUPAJ";7091;1349;3960;1753;29
" ";" ";"Moški";3684;703;2125;834;21
" ";" ";"Ženske";3407;646;1834;919;8
" ";"2006"
" ";" ";"Spol - SKUPAJ";7209;1373;4017;1798;22
" ";" ";"Moški";3802;728;2196;860;17
" ";" ";"Ženske";3408;645;1820;938;5
" ";"2007"
" ";" ";"Spol - SKUPAJ";7311;1377;4095;1819;21
" ";" ";"Moški";3911;757;2272;866;16
" ";" ";"Ženske";3400;620;1823;953;5
" ";"2008"
" ";" ";"Spol - SKUPAJ";7530;1450;4131;1928;20
" ";" ";"Moški";4054;799;2331;909;15
" ";" ";"Ženske";3476;651;1800;1019;5
" ";"2009"
" ";" ";"Spol - SKUPAJ";7448;1201;4251;1984;13
" ";" ";"Moški";4032;666;2434;921;11
" ";" ";"Ženske";3416;535;1817;1062;2
" ";"2010"
" ";" ";"Spol - SKUPAJ";7266;1111;4117;2027;11
" ";" ";"Moški";3881;607;2336;929;9
" ";" ";"Ženske";3385;504;1781;1098;2
" ";"2011"
" ";" ";"Spol - SKUPAJ";7151;1012;4019;2120;-
" ";" ";"Moški";3792;541;2283;968;-
" ";" ";"Ženske";3359;471;1736;1152;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";6820;942;3827;2051;-
" ";" ";"Moški";3652;530;2176;946;-
" ";" ";"Ženske";3168;412;1651;1105;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";6654;850;3701;2103;-
" ";" ";"Moški";3553;470;2125;958;-
" ";" ";"Ženske";3101;380;1576;1145;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";6758;779;3787;2192;-
" ";" ";"Moški";3652;433;2230;989;-
" ";" ";"Ženske";3106;346;1557;1203;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";6757;739;3777;2241;-
" ";" ";"Moški";3666;410;2241;1015;-
" ";" ";"Ženske";3091;329;1536;1226;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";6984;698;3945;2341;-
" ";" ";"Moški";3789;386;2342;1061;-
" ";" ";"Ženske";3195;312;1603;1280;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";7175;681;4006;2488;-
" ";" ";"Moški";3857;380;2359;1118;-
" ";" ";"Ženske";3318;301;1647;1370;-
"Pivka"
" ";"2005"
" ";" ";"Spol - SKUPAJ";2529;674;1427;408;20
" ";" ";"Moški";1452;407;879;148;18
" ";" ";"Ženske";1077;267;548;260;2
" ";"2006"
" ";" ";"Spol - SKUPAJ";2602;691;1462;431;18
" ";" ";"Moški";1490;424;896;155;16
" ";" ";"Ženske";1112;268;566;276;2
" ";"2007"
" ";" ";"Spol - SKUPAJ";2670;662;1527;464;17
" ";" ";"Moški";1533;412;940;166;15
" ";" ";"Ženske";1137;250;587;298;2
" ";"2008"
" ";" ";"Spol - SKUPAJ";2696;664;1529;490;13
" ";" ";"Moški";1559;428;945;174;12
" ";" ";"Ženske";1137;237;584;316;1
" ";"2009"
" ";" ";"Spol - SKUPAJ";2567;521;1514;521;11
" ";" ";"Moški";1470;323;946;194;7
" ";" ";"Ženske";1097;199;567;327;4
" ";"2010"
" ";" ";"Spol - SKUPAJ";2520;469;1511;538;2
" ";" ";"Moški";1439;301;944;192;2
" ";" ";"Ženske";1081;168;567;346;-
" ";"2011"
" ";" ";"Spol - SKUPAJ";2416;418;1432;566;-
" ";" ";"Moški";1401;272;922;207;-
" ";" ";"Ženske";1015;146;510;359;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";2499;381;1536;582;-
" ";" ";"Moški";1451;247;986;218;-
" ";" ";"Ženske";1048;134;550;364;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";2497;381;1524;592;-
" ";" ";"Moški";1464;259;971;234;-
" ";" ";"Ženske";1033;122;553;358;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";2552;367;1556;629;-
" ";" ";"Moški";1482;246;988;248;-
" ";" ";"Ženske";1070;121;568;381;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";2483;331;1507;645;-
" ";" ";"Moški";1444;227;968;249;-
" ";" ";"Ženske";1039;104;539;396;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";2539;304;1552;683;-
" ";" ";"Moški";1448;196;999;253;-
" ";" ";"Ženske";1091;108;553;430;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";2603;297;1557;749;-
" ";" ";"Moški";1483;189;1012;282;-
" ";" ";"Ženske";1120;108;545;467;-
"Podèetrtek"
" ";"2005"
" ";" ";"Spol - SKUPAJ";1251;351;737;140;23
" ";" ";"Moški";769;237;458;61;13
" ";" ";"Ženske";482;114;279;79;10
" ";"2006"
" ";" ";"Spol - SKUPAJ";1287;346;759;155;27
" ";" ";"Moški";793;238;469;68;18
" ";" ";"Ženske";494;108;290;87;9
" ";"2007"
" ";" ";"Spol - SKUPAJ";1367;364;803;177;23
" ";" ";"Moški";825;246;487;73;18
" ";" ";"Ženske";542;118;316;104;5
" ";"2008"
" ";" ";"Spol - SKUPAJ";1398;364;816;194;24
" ";" ";"Moški";827;238;494;77;18
" ";" ";"Ženske";571;126;322;117;6
" ";"2009"
" ";" ";"Spol - SKUPAJ";1341;308;828;186;19
" ";" ";"Moški";796;207;499;77;13
" ";" ";"Ženske";545;100;330;109;6
" ";"2010"
" ";" ";"Spol - SKUPAJ";1356;277;856;209;14
" ";" ";"Moški";804;181;524;86;13
" ";" ";"Ženske";552;96;332;123;1
" ";"2011"
" ";" ";"Spol - SKUPAJ";1388;286;864;238;-
" ";" ";"Moški";807;181;526;100;-
" ";" ";"Ženske";581;105;338;138;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";1334;251;845;238;-
" ";" ";"Moški";789;167;525;97;-
" ";" ";"Ženske";545;84;320;141;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";1395;264;863;268;-
" ";" ";"Moški";817;171;534;112;-
" ";" ";"Ženske";578;93;329;156;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";1396;231;876;289;-
" ";" ";"Moški";835;154;555;126;-
" ";" ";"Ženske";561;77;321;163;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";1362;219;848;295;-
" ";" ";"Moški";783;136;525;122;-
" ";" ";"Ženske";579;83;323;173;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";1395;199;856;340;-
" ";" ";"Moški";819;134;549;136;-
" ";" ";"Ženske";576;65;307;204;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";1484;189;899;396;-
" ";" ";"Moški";858;126;579;153;-
" ";" ";"Ženske";626;63;320;243;-
"Podlehnik"
" ";"2005"
" ";" ";"Spol - SKUPAJ";748;276;387;47;38
" ";" ";"Moški";447;192;215;20;20
" ";" ";"Ženske";302;85;172;27;18
" ";"2006"
" ";" ";"Spol - SKUPAJ";775;264;423;49;40
" ";" ";"Moški";473;184;247;19;22
" ";" ";"Ženske";303;79;176;30;17
" ";"2007"
" ";" ";"Spol - SKUPAJ";828;268;465;53;42
" ";" ";"Moški";507;194;268;20;25
" ";" ";"Ženske";321;74;197;33;17
" ";"2008"
" ";" ";"Spol - SKUPAJ";859;287;478;65;29
" ";" ";"Moški";524;203;278;28;15
" ";" ";"Ženske";335;84;200;37;14
" ";"2009"
" ";" ";"Spol - SKUPAJ";829;244;484;80;22
" ";" ";"Moški";494;168;279;35;13
" ";" ";"Ženske";335;76;205;45;9
" ";"2010"
" ";" ";"Spol - SKUPAJ";807;223;484;87;13
" ";" ";"Moški";480;154;279;37;10
" ";" ";"Ženske";327;69;205;50;3
" ";"2011"
" ";" ";"Spol - SKUPAJ";796;229;480;87;-
" ";" ";"Moški";459;153;273;33;-
" ";" ";"Ženske";337;76;207;54;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";765;201;468;96;-
" ";" ";"Moški";444;132;276;36;-
" ";" ";"Ženske";321;69;192;60;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";776;193;476;107;-
" ";" ";"Moški";443;125;279;39;-
" ";" ";"Ženske";333;68;197;68;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";775;180;492;103;-
" ";" ";"Moški";446;118;292;36;-
" ";" ";"Ženske";329;62;200;67;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";739;144;492;103;-
" ";" ";"Moški";425;94;290;41;-
" ";" ";"Ženske";314;50;202;62;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";779;137;521;121;-
" ";" ";"Moški";445;89;306;50;-
" ";" ";"Ženske";334;48;215;71;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";791;133;522;136;-
" ";" ";"Moški";449;83;309;57;-
" ";" ";"Ženske";342;50;213;79;-
"Podvelka"
" ";"2005"
" ";" ";"Spol - SKUPAJ";933;203;604;89;37
" ";" ";"Moški";597;166;365;37;29
" ";" ";"Ženske";337;37;239;52;8
" ";"2006"
" ";" ";"Spol - SKUPAJ";984;212;642;94;35
" ";" ";"Moški";633;174;393;35;30
" ";" ";"Ženske";351;38;249;59;5
" ";"2007"
" ";" ";"Spol - SKUPAJ";1041;219;681;105;36
" ";" ";"Moški";656;178;407;37;33
" ";" ";"Ženske";385;41;273;68;3
" ";"2008"
" ";" ";"Spol - SKUPAJ";1035;204;678;117;36
" ";" ";"Moški";643;162;404;45;32
" ";" ";"Ženske";392;42;274;72;4
" ";"2009"
" ";" ";"Spol - SKUPAJ";965;183;647;112;23
" ";" ";"Moški";604;148;392;44;20
" ";" ";"Ženske";361;35;255;68;3
" ";"2010"
" ";" ";"Spol - SKUPAJ";890;169;595;110;16
" ";" ";"Moški";575;142;377;42;14
" ";" ";"Ženske";315;27;218;68;2
" ";"2011"
" ";" ";"Spol - SKUPAJ";870;174;579;117;-
" ";" ";"Moški";547;146;361;40;-
" ";" ";"Ženske";323;28;218;77;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";827;154;559;114;-
" ";" ";"Moški";521;129;355;37;-
" ";" ";"Ženske";306;25;204;77;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";816;136;560;120;-
" ";" ";"Moški";496;114;345;37;-
" ";" ";"Ženske";320;22;215;83;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";801;135;546;120;-
" ";" ";"Moški";500;115;348;37;-
" ";" ";"Ženske";301;20;198;83;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";802;133;544;125;-
" ";" ";"Moški";489;112;337;40;-
" ";" ";"Ženske";313;21;207;85;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";827;125;561;141;-
" ";" ";"Moški";505;104;355;46;-
" ";" ";"Ženske";322;21;206;95;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";822;118;555;149;-
" ";" ";"Moški";499;100;347;52;-
" ";" ";"Ženske";323;18;208;97;-
"Poljèane"
" ";"2005"
" ";" ";"Spol - SKUPAJ";-;-;-;-;-
" ";" ";"Moški";-;-;-;-;-
" ";" ";"Ženske";-;-;-;-;-
" ";"2006"
" ";" ";"Spol - SKUPAJ";-;-;-;-;-
" ";" ";"Moški";-;-;-;-;-
" ";" ";"Ženske";-;-;-;-;-
" ";"2007"
" ";" ";"Spol - SKUPAJ";1778;329;1141;292;15
" ";" ";"Moški";999;196;667;122;14
" ";" ";"Ženske";778;133;474;170;1
" ";"2008"
" ";" ";"Spol - SKUPAJ";1792;330;1144;303;15
" ";" ";"Moški";997;183;672;127;14
" ";" ";"Ženske";795;146;472;176;1
" ";"2009"
" ";" ";"Spol - SKUPAJ";1709;266;1116;317;11
" ";" ";"Moški";943;149;653;131;10
" ";" ";"Ženske";766;117;462;186;1
" ";"2010"
" ";" ";"Spol - SKUPAJ";1677;256;1098;320;3
" ";" ";"Moški";923;139;654;127;3
" ";" ";"Ženske";754;117;444;193;-
" ";"2011"
" ";" ";"Spol - SKUPAJ";1686;223;1102;361;-
" ";" ";"Moški";923;120;660;143;-
" ";" ";"Ženske";763;103;442;218;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";1607;196;1047;364;-
" ";" ";"Moški";889;106;638;145;-
" ";" ";"Ženske";718;90;409;219;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";1634;181;1063;390;-
" ";" ";"Moški";894;89;650;155;-
" ";" ";"Ženske";740;92;413;235;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";1615;171;1040;404;-
" ";" ";"Moški";879;93;627;159;-
" ";" ";"Ženske";736;78;413;245;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";1604;152;1041;411;-
" ";" ";"Moški";872;84;625;163;-
" ";" ";"Ženske";732;68;416;248;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";1659;142;1075;442;-
" ";" ";"Moški";907;76;657;174;-
" ";" ";"Ženske";752;66;418;268;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";1713;139;1076;498;-
" ";" ";"Moški";907;74;647;186;-
" ";" ";"Ženske";806;65;429;312;-
"Polzela"
" ";"2005"
" ";" ";"Spol - SKUPAJ";2299;561;1328;375;35
" ";" ";"Moški";1288;304;792;166;27
" ";" ";"Ženske";1010;257;536;209;8
" ";"2006"
" ";" ";"Spol - SKUPAJ";2390;559;1395;405;32
" ";" ";"Moški";1348;308;840;179;21
" ";" ";"Ženske";1042;251;555;226;10
" ";"2007"
" ";" ";"Spol - SKUPAJ";2448;556;1416;450;26
" ";" ";"Moški";1382;307;856;197;22
" ";" ";"Ženske";1066;249;560;253;5
" ";"2008"
" ";" ";"Spol - SKUPAJ";2508;556;1448;481;23
" ";" ";"Moški";1414;310;878;206;19
" ";" ";"Ženske";1094;246;569;275;4
" ";"2009"
" ";" ";"Spol - SKUPAJ";2442;452;1468;518;4
" ";" ";"Moški";1338;242;885;208;3
" ";" ";"Ženske";1104;210;583;310;1
" ";"2010"
" ";" ";"Spol - SKUPAJ";2375;403;1426;544;2
" ";" ";"Moški";1275;213;845;217;-
" ";" ";"Ženske";1100;190;581;327;2
" ";"2011"
" ";" ";"Spol - SKUPAJ";2400;372;1444;584;-
" ";" ";"Moški";1299;203;863;233;-
" ";" ";"Ženske";1101;169;581;351;-
" ";"2012"
" ";" ";"Spol - SKUPAJ";2279;302;1351;626;-
" ";" ";"Moški";1220;159;814;247;-
" ";" ";"Ženske";1059;143;537;379;-
" ";"2013"
" ";" ";"Spol - SKUPAJ";2347;296;1367;684;-
" ";" ";"Moški";1254;147;825;282;-
" ";" ";"Ženske";1093;149;542;402;-
" ";"2014"
" ";" ";"Spol - SKUPAJ";2302;263;1318;721;-
" ";" ";"Moški";1243;134;809;300;-
" ";" ";"Ženske";1059;129;509;421;-
" ";"2015"
" ";" ";"Spol - SKUPAJ";2386;274;1345;767;-
" ";" ";"Moški";1278;137;821;320;-
" ";" ";"Ženske";1108;137;524;447;-
" ";"2016"
" ";" ";"Spol - SKUPAJ";2474;255;1392;827;-
" ";" ";"Moški";1279;124;827;328;-
" ";" ";"Ženske";1195;131;565;499;-
" ";"2017"
" ";" ";"Spol - SKUPAJ";2562;244;1421;897;-
" ";" ";"Moški";1350;121;862;367;-
" ";" ";"Ženske";1212;123;559;530;-
"Postojna"
" ";"2005"
" ";" ";"Spol - SKUPAJ";6596;1617;3540;1395;43
" ";" ";"Moški";3775;1017;2119;612;27
" ";" ";"Ženske";2821;601;1421;783;16
" ";"2006"
" ";" ";"Spol - SKUPAJ";6784;1657;3618;1468;41
